Day,Source Data,Year,Month,Extent 10^6 sq km
27,['/ecs/DP4/PM/NSIDC-0051.002/2022.01.27/NSIDC0051_SEAICE_PS_S25km_20220127_v2.0.nc'],2022,1,2.962
28,['/ecs/DP4/PM/NSIDC-0051.002/2022.01.28/NSIDC0051_SEAICE_PS_S25km_20220128_v2.0.nc'],2022,1,2.938
29,['/ecs/DP4/PM/NSIDC-0051.002/2022.01.29/NSIDC0051_SEAICE_PS_S25km_20220129_v2.0.nc'],2022,1,2.885
30,['/ecs/DP4/PM/NSIDC-0051.002/2022.01.30/NSIDC0051_SEAICE_PS_S25km_20220130_v2.0.nc'],2022,1,2.867
31,['/ecs/DP4/PM/NSIDC-0051.002/2022.01.31/NSIDC0051_SEAICE_PS_S25km_20220131_v2.0.nc'],2022,1,2.804
1,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.01/NSIDC0051_SEAICE_PS_S25km_20220201_v2.0.nc'],2022,2,2.788
2,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.02/NSIDC0051_SEAICE_PS_S25km_20220202_v2.0.nc'],2022,2,2.743
3,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.03/NSIDC0051_SEAICE_PS_S25km_20220203_v2.0.nc'],2022,2,2.645
4,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.04/NSIDC0051_SEAICE_PS_S25km_20220204_v2.0.nc'],2022,2,2.585
5,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.05/NSIDC0051_SEAICE_PS_S25km_20220205_v2.0.nc'],2022,2,2.549
6,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.06/NSIDC0051_SEAICE_PS_S25km_20220206_v2.0.nc'],2022,2,2.471
7,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.07/NSIDC0051_SEAICE_PS_S25km_20220207_v2.0.nc'],2022,2,2.436
8,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.08/NSIDC0051_SEAICE_PS_S25km_20220208_v2.0.nc'],2022,2,2.311
9,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.09/NSIDC0051_SEAICE_PS_S25km_20220209_v2.0.nc'],2022,2,2.279
10,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.10/NSIDC0051_SEAICE_PS_S25km_20220210_v2.0.nc'],2022,2,2.275
11,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.11/NSIDC0051_SEAICE_PS_S25km_20220211_v2.0.nc'],2022,2,2.225
12,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.12/NSIDC0051_SEAICE_PS_S25km_20220212_v2.0.nc'],2022,2,2.214
13,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.13/NSIDC0051_SEAICE_PS_S25km_20220213_v2.0.nc'],2022,2,2.182
14,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.14/NSIDC0051_SEAICE_PS_S25km_20220214_v2.0.nc'],2022,2,2.179
15,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.15/NSIDC0051_SEAICE_PS_S25km_20220215_v2.0.nc'],2022,2,2.081
16,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.16/NSIDC0051_SEAICE_PS_S25km_20220216_v2.0.nc'],2022,2,2.044
17,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.17/NSIDC0051_SEAICE_PS_S25km_20220217_v2.0.nc'],2022,2,2.08
18,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.18/NSIDC0051_SEAICE_PS_S25km_20220218_v2.0.nc'],2022,2,2.021
19,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.19/NSIDC0051_SEAICE_PS_S25km_20220219_v2.0.nc'],2022,2,2.028
20,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.20/NSIDC0051_SEAICE_PS_S25km_20220220_v2.0.nc'],2022,2,1.972
21,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.21/NSIDC0051_SEAICE_PS_S25km_20220221_v2.0.nc'],2022,2,1.974
22,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.22/NSIDC0051_SEAICE_PS_S25km_20220222_v2.0.nc'],2022,2,1.972
23,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.23/NSIDC0051_SEAICE_PS_S25km_20220223_v2.0.nc'],2022,2,2
24,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.24/NSIDC0051_SEAICE_PS_S25km_20220224_v2.0.nc'],2022,2,1.976
25,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.25/NSIDC0051_SEAICE_PS_S25km_20220225_v2.0.nc'],2022,2,1.957
26,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.26/NSIDC0051_SEAICE_PS_S25km_20220226_v2.0.nc'],2022,2,1.991
27,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.27/NSIDC0051_SEAICE_PS_S25km_20220227_v2.0.nc'],2022,2,1.98
28,['/ecs/DP4/PM/NSIDC-0051.002/2022.02.28/NSIDC0051_SEAICE_PS_S25km_20220228_v2.0.nc'],2022,2,2.004
1,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.01/NSIDC0051_SEAICE_PS_S25km_20220301_v2.0.nc'],2022,3,2.04
2,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.02/NSIDC0051_SEAICE_PS_S25km_20220302_v2.0.nc'],2022,3,2.045
3,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.03/NSIDC0051_SEAICE_PS_S25km_20220303_v2.0.nc'],2022,3,2.086
4,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.04/NSIDC0051_SEAICE_PS_S25km_20220304_v2.0.nc'],2022,3,2.158
5,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.05/NSIDC0051_SEAICE_PS_S25km_20220305_v2.0.nc'],2022,3,2.219
6,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.06/NSIDC0051_SEAICE_PS_S25km_20220306_v2.0.nc'],2022,3,2.227
7,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.07/NSIDC0051_SEAICE_PS_S25km_20220307_v2.0.nc'],2022,3,2.277
8,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.08/NSIDC0051_SEAICE_PS_S25km_20220308_v2.0.nc'],2022,3,2.326
9,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.09/NSIDC0051_SEAICE_PS_S25km_20220309_v2.0.nc'],2022,3,2.396
10,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.10/NSIDC0051_SEAICE_PS_S25km_20220310_v2.0.nc'],2022,3,2.454
11,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.11/NSIDC0051_SEAICE_PS_S25km_20220311_v2.0.nc'],2022,3,2.469
12,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.12/NSIDC0051_SEAICE_PS_S25km_20220312_v2.0.nc'],2022,3,2.52
13,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.13/NSIDC0051_SEAICE_PS_S25km_20220313_v2.0.nc'],2022,3,2.539
14,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.14/NSIDC0051_SEAICE_PS_S25km_20220314_v2.0.nc'],2022,3,2.627
15,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.15/NSIDC0051_SEAICE_PS_S25km_20220315_v2.0.nc'],2022,3,2.682
16,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.16/NSIDC0051_SEAICE_PS_S25km_20220316_v2.0.nc'],2022,3,2.748
17,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.17/NSIDC0051_SEAICE_PS_S25km_20220317_v2.0.nc'],2022,3,2.784
18,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.18/NSIDC0051_SEAICE_PS_S25km_20220318_v2.0.nc'],2022,3,2.847
19,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.19/NSIDC0051_SEAICE_PS_S25km_20220319_v2.0.nc'],2022,3,2.966
20,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.20/NSIDC0051_SEAICE_PS_S25km_20220320_v2.0.nc'],2022,3,3.035
21,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.21/NSIDC0051_SEAICE_PS_S25km_20220321_v2.0.nc'],2022,3,3.108
22,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.22/NSIDC0051_SEAICE_PS_S25km_20220322_v2.0.nc'],2022,3,3.086
23,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.23/NSIDC0051_SEAICE_PS_S25km_20220323_v2.0.nc'],2022,3,3.123
24,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.24/NSIDC0051_SEAICE_PS_S25km_20220324_v2.0.nc'],2022,3,3.27
25,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.25/NSIDC0051_SEAICE_PS_S25km_20220325_v2.0.nc'],2022,3,3.402
26,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.26/NSIDC0051_SEAICE_PS_S25km_20220326_v2.0.nc'],2022,3,3.539
27,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.27/NSIDC0051_SEAICE_PS_S25km_20220327_v2.0.nc'],2022,3,3.664
28,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.28/NSIDC0051_SEAICE_PS_S25km_20220328_v2.0.nc'],2022,3,3.807
29,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.29/NSIDC0051_SEAICE_PS_S25km_20220329_v2.0.nc'],2022,3,3.989
30,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.30/NSIDC0051_SEAICE_PS_S25km_20220330_v2.0.nc'],2022,3,4.024
31,['/ecs/DP4/PM/NSIDC-0051.002/2022.03.31/NSIDC0051_SEAICE_PS_S25km_20220331_v2.0.nc'],2022,3,4.17
1,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.01/NSIDC0051_SEAICE_PS_S25km_20220401_v2.0.nc'],2022,4,4.319
2,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.02/NSIDC0051_SEAICE_PS_S25km_20220402_v2.0.nc'],2022,4,4.493
3,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.03/NSIDC0051_SEAICE_PS_S25km_20220403_v2.0.nc'],2022,4,4.53
4,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.04/NSIDC0051_SEAICE_PS_S25km_20220404_v2.0.nc'],2022,4,4.582
5,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.05/NSIDC0051_SEAICE_PS_S25km_20220405_v2.0.nc'],2022,4,4.667
6,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.06/NSIDC0051_SEAICE_PS_S25km_20220406_v2.0.nc'],2022,4,4.767
7,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.07/NSIDC0051_SEAICE_PS_S25km_20220407_v2.0.nc'],2022,4,4.876
8,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.08/NSIDC0051_SEAICE_PS_S25km_20220408_v2.0.nc'],2022,4,4.946
9,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.09/NSIDC0051_SEAICE_PS_S25km_20220409_v2.0.nc'],2022,4,5.061
10,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.10/NSIDC0051_SEAICE_PS_S25km_20220410_v2.0.nc'],2022,4,5.21
11,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.11/NSIDC0051_SEAICE_PS_S25km_20220411_v2.0.nc'],2022,4,5.333
12,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.12/NSIDC0051_SEAICE_PS_S25km_20220412_v2.0.nc'],2022,4,5.46
13,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.13/NSIDC0051_SEAICE_PS_S25km_20220413_v2.0.nc'],2022,4,5.579
14,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.14/NSIDC0051_SEAICE_PS_S25km_20220414_v2.0.nc'],2022,4,5.716
15,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.15/NSIDC0051_SEAICE_PS_S25km_20220415_v2.0.nc'],2022,4,5.866
16,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.16/NSIDC0051_SEAICE_PS_S25km_20220416_v2.0.nc'],2022,4,6.004
17,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.17/NSIDC0051_SEAICE_PS_S25km_20220417_v2.0.nc'],2022,4,6.15
18,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.18/NSIDC0051_SEAICE_PS_S25km_20220418_v2.0.nc'],2022,4,6.267
19,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.19/NSIDC0051_SEAICE_PS_S25km_20220419_v2.0.nc'],2022,4,6.445
20,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.20/NSIDC0051_SEAICE_PS_S25km_20220420_v2.0.nc'],2022,4,6.488
21,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.21/NSIDC0051_SEAICE_PS_S25km_20220421_v2.0.nc'],2022,4,6.58
22,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.22/NSIDC0051_SEAICE_PS_S25km_20220422_v2.0.nc'],2022,4,6.74
23,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.23/NSIDC0051_SEAICE_PS_S25km_20220423_v2.0.nc'],2022,4,6.855
24,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.24/NSIDC0051_SEAICE_PS_S25km_20220424_v2.0.nc'],2022,4,7.031
25,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.25/NSIDC0051_SEAICE_PS_S25km_20220425_v2.0.nc'],2022,4,7.105
26,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.26/NSIDC0051_SEAICE_PS_S25km_20220426_v2.0.nc'],2022,4,7.248
27,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.27/NSIDC0051_SEAICE_PS_S25km_20220427_v2.0.nc'],2022,4,7.378
28,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.28/NSIDC0051_SEAICE_PS_S25km_20220428_v2.0.nc'],2022,4,7.446
29,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.29/NSIDC0051_SEAICE_PS_S25km_20220429_v2.0.nc'],2022,4,7.58
30,['/ecs/DP4/PM/NSIDC-0051.002/2022.04.30/NSIDC0051_SEAICE_PS_S25km_20220430_v2.0.nc'],2022,4,7.722
1,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.01/NSIDC0051_SEAICE_PS_S25km_20220501_v2.0.nc'],2022,5,7.832
2,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.02/NSIDC0051_SEAICE_PS_S25km_20220502_v2.0.nc'],2022,5,7.886
3,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.03/NSIDC0051_SEAICE_PS_S25km_20220503_v2.0.nc'],2022,5,7.994
4,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.04/NSIDC0051_SEAICE_PS_S25km_20220504_v2.0.nc'],2022,5,8.126
5,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.05/NSIDC0051_SEAICE_PS_S25km_20220505_v2.0.nc'],2022,5,8.264
6,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.06/NSIDC0051_SEAICE_PS_S25km_20220506_v2.0.nc'],2022,5,8.402
7,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.07/NSIDC0051_SEAICE_PS_S25km_20220507_v2.0.nc'],2022,5,8.524
8,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.08/NSIDC0051_SEAICE_PS_S25km_20220508_v2.0.nc'],2022,5,8.691
9,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.09/NSIDC0051_SEAICE_PS_S25km_20220509_v2.0.nc'],2022,5,8.858
10,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.10/NSIDC0051_SEAICE_PS_S25km_20220510_v2.0.nc'],2022,5,8.869
11,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.11/NSIDC0051_SEAICE_PS_S25km_20220511_v2.0.nc'],2022,5,8.898
12,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.12/NSIDC0051_SEAICE_PS_S25km_20220512_v2.0.nc'],2022,5,9.066
13,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.13/NSIDC0051_SEAICE_PS_S25km_20220513_v2.0.nc'],2022,5,9.26
14,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.14/NSIDC0051_SEAICE_PS_S25km_20220514_v2.0.nc'],2022,5,9.335
15,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.15/NSIDC0051_SEAICE_PS_S25km_20220515_v2.0.nc'],2022,5,9.462
16,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.16/NSIDC0051_SEAICE_PS_S25km_20220516_v2.0.nc'],2022,5,9.581
17,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.17/NSIDC0051_SEAICE_PS_S25km_20220517_v2.0.nc'],2022,5,9.67
18,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.18/NSIDC0051_SEAICE_PS_S25km_20220518_v2.0.nc'],2022,5,9.726
19,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.19/NSIDC0051_SEAICE_PS_S25km_20220519_v2.0.nc'],2022,5,9.853
20,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.20/NSIDC0051_SEAICE_PS_S25km_20220520_v2.0.nc'],2022,5,9.964
21,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.21/NSIDC0051_SEAICE_PS_S25km_20220521_v2.0.nc'],2022,5,10.027
22,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.22/NSIDC0051_SEAICE_PS_S25km_20220522_v2.0.nc'],2022,5,10.12
23,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.23/NSIDC0051_SEAICE_PS_S25km_20220523_v2.0.nc'],2022,5,10.107
24,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.24/NSIDC0051_SEAICE_PS_S25km_20220524_v2.0.nc'],2022,5,10.142
25,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.25/NSIDC0051_SEAICE_PS_S25km_20220525_v2.0.nc'],2022,5,10.282
26,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.26/NSIDC0051_SEAICE_PS_S25km_20220526_v2.0.nc'],2022,5,10.338
27,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.27/NSIDC0051_SEAICE_PS_S25km_20220527_v2.0.nc'],2022,5,10.476
28,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.28/NSIDC0051_SEAICE_PS_S25km_20220528_v2.0.nc'],2022,5,10.525
29,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.29/NSIDC0051_SEAICE_PS_S25km_20220529_v2.0.nc'],2022,5,10.54
30,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.30/NSIDC0051_SEAICE_PS_S25km_20220530_v2.0.nc'],2022,5,10.544
31,['/ecs/DP4/PM/NSIDC-0051.002/2022.05.31/NSIDC0051_SEAICE_PS_S25km_20220531_v2.0.nc'],2022,5,10.6
1,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.01/NSIDC0051_SEAICE_PS_S25km_20220601_v2.0.nc'],2022,6,10.674
2,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.02/NSIDC0051_SEAICE_PS_S25km_20220602_v2.0.nc'],2022,6,10.84
3,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.03/NSIDC0051_SEAICE_PS_S25km_20220603_v2.0.nc'],2022,6,11.035
4,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.04/NSIDC0051_SEAICE_PS_S25km_20220604_v2.0.nc'],2022,6,11.175
5,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.05/NSIDC0051_SEAICE_PS_S25km_20220605_v2.0.nc'],2022,6,11.288
6,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.06/NSIDC0051_SEAICE_PS_S25km_20220606_v2.0.nc'],2022,6,11.391
7,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.07/NSIDC0051_SEAICE_PS_S25km_20220607_v2.0.nc'],2022,6,11.417
8,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.08/NSIDC0051_SEAICE_PS_S25km_20220608_v2.0.nc'],2022,6,11.537
9,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.09/NSIDC0051_SEAICE_PS_S25km_20220609_v2.0.nc'],2022,6,11.601
10,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.10/NSIDC0051_SEAICE_PS_S25km_20220610_v2.0.nc'],2022,6,11.701
11,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.11/NSIDC0051_SEAICE_PS_S25km_20220611_v2.0.nc'],2022,6,11.854
12,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.12/NSIDC0051_SEAICE_PS_S25km_20220612_v2.0.nc'],2022,6,11.911
13,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.13/NSIDC0051_SEAICE_PS_S25km_20220613_v2.0.nc'],2022,6,11.986
14,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.14/NSIDC0051_SEAICE_PS_S25km_20220614_v2.0.nc'],2022,6,12.122
15,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.15/NSIDC0051_SEAICE_PS_S25km_20220615_v2.0.nc'],2022,6,12.219
16,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.16/NSIDC0051_SEAICE_PS_S25km_20220616_v2.0.nc'],2022,6,12.314
17,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.17/NSIDC0051_SEAICE_PS_S25km_20220617_v2.0.nc'],2022,6,12.447
18,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.18/NSIDC0051_SEAICE_PS_S25km_20220618_v2.0.nc'],2022,6,12.518
19,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.19/NSIDC0051_SEAICE_PS_S25km_20220619_v2.0.nc'],2022,6,12.565
20,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.20/NSIDC0051_SEAICE_PS_S25km_20220620_v2.0.nc'],2022,6,12.629
21,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.21/NSIDC0051_SEAICE_PS_S25km_20220621_v2.0.nc'],2022,6,12.636
22,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.22/NSIDC0051_SEAICE_PS_S25km_20220622_v2.0.nc'],2022,6,12.694
23,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.23/NSIDC0051_SEAICE_PS_S25km_20220623_v2.0.nc'],2022,6,12.808
24,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.24/NSIDC0051_SEAICE_PS_S25km_20220624_v2.0.nc'],2022,6,12.869
25,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.25/NSIDC0051_SEAICE_PS_S25km_20220625_v2.0.nc'],2022,6,13.015
26,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.26/NSIDC0051_SEAICE_PS_S25km_20220626_v2.0.nc'],2022,6,13.199
27,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.27/NSIDC0051_SEAICE_PS_S25km_20220627_v2.0.nc'],2022,6,13.383
28,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.28/NSIDC0051_SEAICE_PS_S25km_20220628_v2.0.nc'],2022,6,13.473
29,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.29/NSIDC0051_SEAICE_PS_S25km_20220629_v2.0.nc'],2022,6,13.565
30,['/ecs/DP4/PM/NSIDC-0051.002/2022.06.30/NSIDC0051_SEAICE_PS_S25km_20220630_v2.0.nc'],2022,6,13.677
1,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.01/NSIDC0051_SEAICE_PS_S25km_20220701_v2.0.nc'],2022,7,13.779
2,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.02/NSIDC0051_SEAICE_PS_S25km_20220702_v2.0.nc'],2022,7,13.928
3,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.03/NSIDC0051_SEAICE_PS_S25km_20220703_v2.0.nc'],2022,7,14.008
4,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.04/NSIDC0051_SEAICE_PS_S25km_20220704_v2.0.nc'],2022,7,14.047
5,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.05/NSIDC0051_SEAICE_PS_S25km_20220705_v2.0.nc'],2022,7,14.134
6,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.06/NSIDC0051_SEAICE_PS_S25km_20220706_v2.0.nc'],2022,7,14.161
7,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.07/NSIDC0051_SEAICE_PS_S25km_20220707_v2.0.nc'],2022,7,14.243
8,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.08/NSIDC0051_SEAICE_PS_S25km_20220708_v2.0.nc'],2022,7,14.372
9,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.09/NSIDC0051_SEAICE_PS_S25km_20220709_v2.0.nc'],2022,7,14.464
10,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.10/NSIDC0051_SEAICE_PS_S25km_20220710_v2.0.nc'],2022,7,14.587
11,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.11/NSIDC0051_SEAICE_PS_S25km_20220711_v2.0.nc'],2022,7,14.685
12,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.12/NSIDC0051_SEAICE_PS_S25km_20220712_v2.0.nc'],2022,7,14.733
13,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.13/NSIDC0051_SEAICE_PS_S25km_20220713_v2.0.nc'],2022,7,14.752
14,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.14/NSIDC0051_SEAICE_PS_S25km_20220714_v2.0.nc'],2022,7,14.836
15,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.15/NSIDC0051_SEAICE_PS_S25km_20220715_v2.0.nc'],2022,7,14.897
16,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.16/NSIDC0051_SEAICE_PS_S25km_20220716_v2.0.nc'],2022,7,14.966
17,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.17/NSIDC0051_SEAICE_PS_S25km_20220717_v2.0.nc'],2022,7,15.178
18,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.18/NSIDC0051_SEAICE_PS_S25km_20220718_v2.0.nc'],2022,7,15.261
19,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.19/NSIDC0051_SEAICE_PS_S25km_20220719_v2.0.nc'],2022,7,15.394
20,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.20/NSIDC0051_SEAICE_PS_S25km_20220720_v2.0.nc'],2022,7,15.45
21,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.21/NSIDC0051_SEAICE_PS_S25km_20220721_v2.0.nc'],2022,7,15.485
22,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.22/NSIDC0051_SEAICE_PS_S25km_20220722_v2.0.nc'],2022,7,15.572
23,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.23/NSIDC0051_SEAICE_PS_S25km_20220723_v2.0.nc'],2022,7,15.605
24,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.24/NSIDC0051_SEAICE_PS_S25km_20220724_v2.0.nc'],2022,7,15.549
25,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.25/NSIDC0051_SEAICE_PS_S25km_20220725_v2.0.nc'],2022,7,15.568
26,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.26/NSIDC0051_SEAICE_PS_S25km_20220726_v2.0.nc'],2022,7,15.578
27,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.27/NSIDC0051_SEAICE_PS_S25km_20220727_v2.0.nc'],2022,7,15.65
28,['/ecs/DP4/PM/NSIDC-0051.002/2022.07.28/NSIDC0051_SEAICE_PS_S25km_20220728_v2.0.nc'],2022,7,15.753
