transaction_date,transaction_hour,location_state,location_city,rewards_number,rewards_member,num_of_items,coupon_flag,discount_amt,order_amt
12/19/2019,7:55 PM,Alabama,Birmingham,,,17,,,$64.11
3/8/2020,6:22 PM,Alabama,Birmingham,890-977-99,false,17,,,$33.64
6/15/2020,4:00 PM,South Carolina,Florence,,,16,,,$172.31
5/11/2020,5:48 PM,Georgia,Atlanta,421-637-23,false,19,Yes,0.35,$225.60
5/7/2020,7:46 PM,South Carolina,Beaufort,940-612-25,false,30,,,$47.29
10/28/2020,6:10 PM,Georgia,Augusta,673-502-14,true,10,,,$169.08
7/18/2020,1:41 PM,Florida,Fort Lauderdale,,,31,,,$22.41
1/5/2020,8:04 PM,Georgia,Atlanta,094-727-36,false,22,,,$186.78
7/3/2020,3:36 PM,Georgia,Atlanta,,,30,,,$201.35
11/14/2019,8:31 PM,Florida,Orlando,,,28,,,$163.85
4/27/2020,12:09 PM,Florida,Pensacola,274-538-52,true,10,Yes,0.36,$38.25
12/29/2019,7:49 PM,Georgia,Gainesville,780-620-74,false,28,,,$160.80
8/25/2020,2:52 PM,South Carolina,Columbia,,,29,,,$81.98
2/20/2020,2:30 PM,Florida,Saint Petersburg,243-716-36,false,5,,,$78.27
10/15/2019,11:36 AM,Alabama,Mobile,085-317-51,true,15,,,$141.85
8/18/2020,11:17 AM,Georgia,Atlanta,,,14,Yes,0.29,$130.05
4/30/2020,1:20 PM,Florida,Naples,356-208-93,true,34,,,$146.41
9/22/2020,8:28 PM,Georgia,Atlanta,621-442-65,true,33,,,$170.27
7/1/2020,4:09 PM,Georgia,Gainesville,,,13,,,$194.58
9/16/2020,1:35 PM,Florida,Miami,811-896-83,false,5,,,$66.26
2/15/2020,1:52 PM,Florida,Tampa,,,18,,,$39.67
6/28/2020,7:20 PM,Georgia,Atlanta,,,22,,,$59.59
10/3/2019,12:50 PM,Florida,Jacksonville,439-558-42,true,23,Yes,0.19,$186.55
10/14/2020,7:29 PM,Florida,Tampa,,,22,,,$180.65
12/12/2019,8:05 PM,Alabama,Tuscaloosa,921-102-64,false,3,Yes,0.45,$65.38
10/17/2019,1:28 PM,Florida,Sarasota,,,22,,,$167.82
5/31/2020,4:50 PM,Alabama,Birmingham,080-243-60,true,18,,,$91.72
9/20/2020,12:54 PM,Florida,Bradenton,,,7,,,$174.50
2/5/2020,4:29 PM,Florida,Lakeland,650-856-10,false,32,,,$178.31
9/16/2020,1:46 PM,Florida,Hollywood,617-635-18,false,18,,,$22.45
2/10/2020,11:53 AM,Florida,Orlando,,,6,,,$195.45
10/24/2020,12:12 PM,Mississippi,Jackson,,,8,,,$21.92
11/9/2019,3:24 PM,South Carolina,Myrtle Beach,816-284-51,true,23,,,$62.74
10/28/2020,1:48 PM,Alabama,Birmingham,629-555-24,true,31,,,$176.14
7/4/2020,11:18 AM,Florida,Pompano Beach,,,24,,,$93.57
1/14/2020,12:31 PM,Florida,Miami Beach,088-465-73,false,20,,,$180.76
8/8/2020,7:34 PM,Florida,Sarasota,664-905-97,false,7,Yes,0.47,$118.94
1/4/2020,8:11 PM,South Carolina,Florence,096-100-47,true,16,,,$106.48
7/31/2020,11:27 AM,Alabama,Montgomery,,,29,,,$154.23
5/11/2020,4:09 PM,Alabama,Birmingham,195-081-77,true,8,,,$74.63
5/2/2020,2:19 PM,Mississippi,Jackson,,,6,,,$208.84
9/20/2020,7:58 PM,Alabama,Tuscaloosa,783-910-65,false,26,,,$146.40
7/2/2020,4:26 PM,Florida,Jacksonville,,,27,Yes,0.21,$216.87
9/9/2020,2:14 PM,Florida,Gainesville,462-905-17,true,22,Yes,0.28,$173.56
1/16/2020,11:11 AM,Florida,Hollywood,028-595-41,true,6,,,$177.42
2/8/2020,12:55 PM,Florida,Jacksonville,,,31,,,$133.69
1/27/2020,12:41 PM,Georgia,Duluth,,,8,,,$116.83
11/29/2019,7:38 PM,Alabama,Huntsville,177-473-15,true,7,Yes,0.5,$73.00
9/29/2020,12:11 PM,Georgia,Lawrenceville,,,30,Yes,0.4,$216.58
10/16/2020,11:59 AM,Florida,Bonita Springs,389-311-37,false,25,Yes,0.43,$164.40
12/19/2019,4:40 PM,Florida,Jacksonville,,,22,,,$76.63
10/24/2020,4:32 PM,Florida,North Port,,,26,,,$19.95
11/17/2019,1:19 PM,Georgia,Decatur,,,6,Yes,0.44,$68.29
11/20/2019,3:26 PM,Florida,Saint Petersburg,818-772-29,true,14,Yes,0.3,$211.14
7/9/2020,12:31 PM,Florida,Saint Petersburg,,,20,,,$90.64
10/5/2020,5:58 PM,Florida,Clearwater,338-095-72,false,21,,,$224.76
12/9/2019,12:07 PM,Alabama,Birmingham,,,17,,,$100.81
4/8/2020,6:50 PM,South Carolina,Greenville,,,14,,,$144.76
6/5/2020,3:22 PM,Florida,Boynton Beach,,,25,,,$23.00
8/5/2020,2:18 PM,Florida,Pinellas Park,646-219-83,true,31,,,$170.58
9/9/2020,6:46 PM,Florida,Tampa,951-943-40,false,6,Yes,0.39,$171.85
10/5/2019,1:23 PM,Alabama,Birmingham,489-246-63,false,7,Yes,0.12,$159.07
4/17/2020,11:15 AM,Alabama,Birmingham,982-420-53,false,25,,,$107.86
3/8/2020,2:11 PM,Florida,Gainesville,,,25,,,$23.91
10/23/2020,2:00 PM,Alabama,Mobile,025-730-08,true,17,,,$146.43
5/15/2020,12:26 PM,South Carolina,Greenville,,,30,,,$96.76
4/20/2020,6:25 PM,South Carolina,Greenville,,,32,,,$118.15
5/10/2020,5:55 PM,Georgia,Augusta,,,17,,,$108.53
5/8/2020,2:59 PM,Alabama,Montgomery,563-616-63,false,14,Yes,0.41,$29.31
9/8/2020,12:09 PM,Mississippi,Gulfport,093-022-67,true,17,,,$164.40
6/28/2020,11:39 AM,Florida,Fort Myers,015-673-17,false,26,,,$135.58
11/1/2019,5:14 PM,Florida,Pensacola,877-460-40,false,14,,,$146.11
5/12/2020,4:09 PM,Florida,Miami Beach,741-039-11,false,21,Yes,0.12,$102.93
6/24/2020,11:13 AM,Mississippi,Jackson,,,6,,,$235.66
1/31/2020,4:41 PM,Georgia,Savannah,,,33,Yes,0.42,$26.82
5/21/2020,12:16 PM,Alabama,Birmingham,,,4,,,$221.32
10/24/2020,5:14 PM,Georgia,Atlanta,242-221-43,true,21,Yes,0.33,$47.39
2/8/2020,3:31 PM,South Carolina,Aiken,886-880-35,false,6,,,$23.61
3/7/2020,2:43 PM,Florida,Jacksonville,,,23,,,$146.99
10/17/2019,2:32 PM,Florida,Miami,014-588-77,true,18,,,$151.43
7/24/2020,7:12 PM,Florida,Daytona Beach,,,6,,,$221.61
12/5/2019,12:49 PM,Florida,Ocala,877-006-24,false,24,,,$102.87
12/19/2019,3:51 PM,Georgia,Columbus,,,23,Yes,0.49,$143.15
2/6/2020,3:47 PM,Alabama,Mobile,,,28,,,$101.29
1/2/2020,5:49 PM,Georgia,Marietta,947-804-38,true,26,Yes,0.18,$176.53
5/17/2020,6:27 PM,Florida,Tampa,,,13,,,$151.52
4/27/2020,4:20 PM,Florida,Jacksonville,,,3,,,$229.60
3/1/2020,6:47 PM,Florida,West Palm Beach,,,4,Yes,0.48,$207.56
10/30/2019,2:24 PM,Georgia,Atlanta,377-987-26,true,21,,,$183.96
6/24/2020,5:27 PM,Georgia,Macon,,,22,,,$43.79
3/8/2020,4:42 PM,Georgia,Atlanta,561-060-20,true,8,Yes,0.2,$98.53
3/7/2020,7:29 PM,Georgia,Cumming,,,19,Yes,0.44,$107.84
6/25/2020,8:06 PM,South Carolina,Charleston,223-556-16,true,15,,,$109.30
10/22/2020,12:21 PM,Alabama,Mobile,012-148-74,true,7,Yes,0.38,$215.27
1/29/2020,8:32 PM,Georgia,Atlanta,,,15,,,$115.34
3/27/2020,5:56 PM,Florida,Port Charlotte,809-753-13,true,12,,,$82.18
9/16/2020,1:38 PM,Florida,Boca Raton,,,4,Yes,0.12,$173.40
9/25/2020,1:26 PM,Florida,Orlando,,,29,Yes,0.46,$105.85
12/2/2019,6:15 PM,Florida,Miami,413-395-10,false,16,,,$27.07
10/30/2019,12:07 PM,Georgia,Atlanta,107-447-51,false,18,,,$23.69
4/20/2020,2:09 PM,Florida,Pompano Beach,744-494-14,true,19,Yes,0.42,$145.14
7/13/2020,11:00 AM,Georgia,Cumming,124-528-16,true,8,Yes,0.26,$138.98
10/20/2019,3:18 PM,Florida,Miami,,,20,,,$134.56
1/24/2020,3:45 PM,Florida,Hollywood,320-064-26,false,6,,,$128.36
4/23/2020,2:52 PM,Alabama,Huntsville,,,23,,,$102.80
2/2/2020,8:54 PM,Florida,West Palm Beach,,,18,Yes,0.37,$91.83
1/2/2020,3:07 PM,Florida,Tampa,,,24,,,$85.62
12/30/2019,3:38 PM,South Carolina,Columbia,037-141-38,false,22,,,$227.90
10/21/2019,3:03 PM,Florida,Pensacola,214-795-34,false,33,,,$215.29
1/26/2020,8:16 PM,Georgia,Lawrenceville,648-334-37,false,18,Yes,0.38,$130.94
6/8/2020,1:37 PM,South Carolina,Greenville,097-826-34,true,21,,,$20.29
8/26/2020,12:36 PM,Alabama,Montgomery,663-223-20,true,33,Yes,0.39,$31.88
5/9/2020,11:40 AM,Alabama,Anniston,,,29,,,$50.41
4/18/2020,1:25 PM,Florida,Melbourne,,,32,,,$72.18
12/31/2019,11:08 AM,Florida,Miami,324-222-21,false,10,,,$40.32
4/21/2020,6:36 PM,Florida,Pompano Beach,,,3,Yes,0.3,$97.48
3/29/2020,4:43 PM,Georgia,Macon,866-398-78,true,23,,,$176.39
10/18/2020,5:19 PM,South Carolina,Florence,547-801-28,true,25,,,$229.31
8/20/2020,5:01 PM,Georgia,Atlanta,,,15,Yes,0.26,$171.11
8/18/2020,2:28 PM,Florida,Orlando,,,14,,,$55.01
10/16/2019,3:19 PM,Florida,Pensacola,,,30,Yes,0.22,$89.31
12/23/2019,5:55 PM,Georgia,Atlanta,350-435-94,true,23,Yes,0.35,$27.87
3/9/2020,12:45 PM,Alabama,Mobile,,,31,,,$79.06
4/6/2020,2:17 PM,Florida,Jacksonville,141-382-67,true,31,Yes,0.13,$63.42
7/8/2020,2:01 PM,Alabama,Montgomery,,,22,,,$42.81
11/13/2019,8:42 PM,Florida,Port Charlotte,985-424-43,false,33,Yes,0.37,$182.71
4/19/2020,7:53 PM,Florida,Orlando,425-508-09,true,12,Yes,0.12,$176.20
10/8/2019,1:54 PM,Georgia,Atlanta,,,21,,,$75.81
1/30/2020,7:26 PM,Florida,Tallahassee,292-395-61,false,10,,,$227.10
3/7/2020,12:06 PM,Georgia,Decatur,529-893-81,true,14,,,$165.02
2/5/2020,2:27 PM,Georgia,Atlanta,842-998-30,true,6,,,$228.43
9/17/2020,6:44 PM,Florida,Jacksonville,741-001-27,false,9,,,$52.99
10/9/2019,5:38 PM,Florida,Lakeland,060-208-59,true,4,Yes,0.2,$75.21
6/18/2020,1:11 PM,Florida,Melbourne,,,12,,,$171.41
2/9/2020,7:39 PM,Florida,Orlando,461-911-35,true,33,,,$225.59
10/15/2019,1:36 PM,Florida,Daytona Beach,878-694-72,true,29,,,$231.85
7/11/2020,8:44 PM,Florida,Bradenton,,,34,,,$32.24
10/13/2019,6:29 PM,Georgia,Atlanta,671-549-49,false,3,,,$64.45
10/27/2019,3:47 PM,Florida,Seminole,303-071-51,true,18,,,$121.30
11/8/2019,6:11 PM,Florida,Pompano Beach,,,12,,,$75.65
4/16/2020,5:58 PM,Georgia,Atlanta,,,30,,,$167.99
7/1/2020,11:54 AM,Florida,Tampa,,,33,Yes,0.44,$36.11
3/24/2020,5:57 PM,Florida,Saint Petersburg,,,11,,,$157.10
2/17/2020,7:05 PM,Alabama,Montgomery,197-536-26,true,13,,,$195.17
6/23/2020,4:29 PM,Florida,Jacksonville,846-538-60,false,25,Yes,0.23,$143.18
12/14/2019,5:22 PM,Georgia,Atlanta,627-194-05,true,29,,,$54.28
2/6/2020,2:11 PM,Alabama,Mobile,,,29,,,$181.08
11/18/2019,1:09 PM,Florida,Naples,936-134-01,false,4,,,$126.58
11/9/2019,8:11 PM,Alabama,Birmingham,832-294-69,false,22,Yes,0.3,$123.12
7/3/2020,3:21 PM,Georgia,Norcross,504-335-02,true,8,,,$38.59
9/1/2020,12:26 PM,Florida,Fort Myers,429-859-96,true,10,Yes,0.29,$106.08
10/13/2019,11:16 AM,Mississippi,Meridian,465-556-79,false,12,,,$158.67
8/16/2020,12:34 PM,Alabama,Tuscaloosa,972-941-02,true,26,,,$153.13
10/9/2019,11:13 AM,Florida,Miami,890-904-29,true,31,,,$160.23
12/23/2019,6:39 PM,Florida,Boynton Beach,,,28,Yes,0.21,$125.90
5/5/2020,3:03 PM,South Carolina,Greenville,,,8,,,$162.01
5/8/2020,4:01 PM,Florida,Fort Lauderdale,,,19,,,$52.42
1/15/2020,8:25 PM,Florida,Lehigh Acres,,,5,Yes,0.24,$235.41
7/6/2020,2:18 PM,Georgia,Albany,,,25,Yes,0.27,$183.23
7/24/2020,2:12 PM,Florida,Miami,992-560-31,false,17,,,$48.90
1/24/2020,4:07 PM,Georgia,Savannah,,,20,Yes,0.49,$64.37
1/8/2020,3:49 PM,Georgia,Atlanta,,,30,Yes,0.46,$175.70
10/25/2019,2:54 PM,Alabama,Mobile,,,27,,,$90.37
6/18/2020,5:49 PM,Alabama,Gadsden,707-491-67,true,30,,,$104.15
8/22/2020,4:49 PM,Florida,Naples,,,28,,,$20.58
7/3/2020,11:07 AM,Florida,Jacksonville,224-372-90,true,16,,,$89.29
11/27/2019,1:26 PM,Georgia,Atlanta,301-909-70,true,12,,,$152.11
3/8/2020,4:47 PM,Florida,Jacksonville,864-998-31,true,20,Yes,0.35,$232.67
4/23/2020,7:33 PM,Florida,Orlando,,,21,Yes,0.19,$201.60
9/4/2020,4:07 PM,Florida,Saint Petersburg,582-389-14,false,20,,,$83.49
5/27/2020,8:14 PM,South Carolina,Charleston,,,3,,,$128.85
2/14/2020,3:34 PM,Alabama,Mobile,174-449-17,true,24,,,$182.66
6/23/2020,2:02 PM,Florida,Orlando,,,17,,,$212.17
2/12/2020,3:24 PM,Alabama,Birmingham,938-965-93,false,4,,,$22.48
10/28/2020,4:45 PM,Mississippi,Biloxi,,,9,,,$221.12
7/8/2020,12:38 PM,Georgia,Atlanta,448-505-95,true,34,Yes,0.13,$69.51
10/18/2020,7:00 PM,Florida,Jacksonville,547-618-12,false,19,Yes,0.43,$56.65
11/3/2019,12:57 PM,Alabama,Mobile,642-246-66,true,9,Yes,0.18,$30.36
11/5/2019,6:56 PM,South Carolina,Columbia,013-957-05,true,26,Yes,0.24,$226.68
9/24/2020,6:52 PM,Alabama,Birmingham,,,6,,,$151.35
7/29/2020,5:46 PM,Georgia,Atlanta,,,24,,,$20.41
2/23/2020,7:19 PM,Florida,Fort Pierce,,,29,,,$107.09
2/7/2020,3:44 PM,Florida,Daytona Beach,770-763-14,false,30,,,$149.76
10/22/2019,3:28 PM,Georgia,Savannah,,,30,Yes,0.18,$37.93
7/29/2020,5:58 PM,Mississippi,Jackson,058-310-11,false,15,,,$208.55
7/14/2020,2:50 PM,Florida,Tampa,408-648-28,true,14,,,$53.17
10/11/2020,3:29 PM,Florida,Clearwater,253-924-04,true,5,Yes,0.34,$177.72
6/22/2020,8:17 PM,Florida,Jacksonville,,,7,,,$150.34
1/6/2020,6:23 PM,Alabama,Birmingham,,,22,,,$92.27
12/3/2019,3:24 PM,Alabama,Birmingham,,,26,,,$20.80
1/14/2020,2:13 PM,Florida,Sarasota,429-587-76,true,21,,,$127.83
10/4/2020,2:56 PM,Florida,Miami,,,10,Yes,0.37,$47.38
8/3/2020,8:58 PM,Georgia,Marietta,129-774-73,true,24,,,$70.89
4/15/2020,7:13 PM,Mississippi,Biloxi,738-887-18,false,15,,,$205.83
5/31/2020,1:56 PM,Florida,Clearwater,478-004-55,false,31,,,$76.43
5/14/2020,4:23 PM,Florida,Saint Augustine,,,25,,,$96.87
12/13/2019,8:14 PM,Florida,Miami,308-745-04,true,11,,,$75.85
5/12/2020,6:02 PM,Florida,Saint Augustine,499-817-62,true,30,,,$53.74
8/3/2020,12:05 PM,Florida,Pompano Beach,132-419-79,true,20,Yes,0.13,$231.59
8/31/2020,11:14 AM,South Carolina,Columbia,351-250-09,false,31,,,$26.33
7/4/2020,3:19 PM,Mississippi,Jackson,424-587-28,true,14,,,$235.31
1/23/2020,7:45 PM,South Carolina,Columbia,632-021-15,false,10,Yes,0.23,$98.91
1/18/2020,6:33 PM,Georgia,Atlanta,819-394-56,true,16,,,$25.42
6/18/2020,6:09 PM,Mississippi,Jackson,,,12,,,$166.72
3/25/2020,12:20 PM,Georgia,Atlanta,094-321-16,true,16,,,$153.79
10/16/2019,4:11 PM,Florida,Tampa,875-902-31,true,20,,,$52.65
10/8/2020,11:55 AM,Mississippi,Jackson,260-864-90,true,21,,,$136.85
5/23/2020,5:06 PM,Alabama,Birmingham,,,25,,,$57.04
5/17/2020,6:38 PM,Florida,Orlando,390-143-77,true,20,Yes,0.39,$71.39
8/25/2020,3:01 PM,Florida,Sarasota,062-386-82,true,9,,,$164.36
9/24/2020,4:44 PM,Alabama,Montgomery,904-178-41,true,19,Yes,0.31,$191.01
4/19/2020,8:01 PM,Florida,West Palm Beach,475-322-38,true,10,,,$59.59
12/1/2019,4:42 PM,Florida,Orlando,141-059-74,true,31,Yes,0.12,$208.91
10/17/2019,3:29 PM,Florida,Pompano Beach,576-452-16,false,3,,,$98.27
8/12/2020,4:08 PM,Mississippi,Biloxi,,,31,,,$145.88
2/15/2020,8:38 PM,South Carolina,Columbia,,,4,,,$118.27
5/11/2020,4:20 PM,Florida,Jacksonville,,,16,,,$97.55
7/31/2020,11:35 AM,Georgia,Savannah,,,27,,,$137.37
4/15/2020,5:12 PM,Alabama,Birmingham,,,32,Yes,0.37,$212.05
10/10/2020,12:15 PM,Florida,Ocala,,,4,,,$183.32
3/18/2020,6:56 PM,Alabama,Mobile,,,12,,,$22.89
7/31/2020,11:29 AM,Florida,Pensacola,099-790-19,true,32,,,$194.32
6/8/2020,8:15 PM,Florida,West Palm Beach,531-807-92,true,23,,,$225.79
6/30/2020,2:08 PM,Florida,Pompano Beach,,,31,,,$53.82
12/2/2019,1:29 PM,Mississippi,Columbus,,,27,Yes,0.44,$102.09
2/11/2020,1:35 PM,Florida,Pensacola,209-204-10,true,24,,,$216.80
4/15/2020,12:02 PM,Alabama,Birmingham,504-140-23,false,20,,,$145.67
10/7/2020,2:19 PM,Georgia,Augusta,,,5,Yes,0.14,$92.58
5/3/2020,4:23 PM,Florida,Palm Bay,,,11,,,$223.83
6/19/2020,6:34 PM,Alabama,Montgomery,091-605-10,true,15,,,$64.01
10/14/2019,5:12 PM,Florida,Tampa,004-514-35,false,34,,,$103.60
1/26/2020,2:17 PM,Georgia,Lawrenceville,083-791-84,false,28,Yes,0.13,$171.13
3/19/2020,3:03 PM,Georgia,Atlanta,,,15,Yes,0.22,$106.95
8/11/2020,3:39 PM,Florida,Gainesville,,,12,,,$222.03
12/20/2019,3:48 PM,Florida,Fort Lauderdale,674-797-63,true,32,,,$97.75
1/6/2020,7:59 PM,Florida,Orlando,,,21,,,$166.68
4/16/2020,1:12 PM,Florida,Tampa,445-192-02,false,34,,,$218.75
1/5/2020,4:02 PM,Georgia,Athens,794-517-25,false,11,,,$61.99
8/27/2020,8:35 PM,Florida,Jacksonville,,,23,,,$54.20
8/12/2020,4:06 PM,Georgia,Valdosta,312-360-64,false,15,Yes,0.25,$31.22
10/25/2020,2:43 PM,Florida,Miami Beach,947-766-25,true,32,,,$30.76
12/14/2019,12:34 PM,Florida,Miami,603-496-00,true,19,Yes,0.16,$223.57
12/4/2019,5:08 PM,Florida,Winter Haven,118-595-93,false,29,,,$22.51
3/6/2020,11:40 AM,Florida,Orlando,,,21,,,$26.75
6/17/2020,3:23 PM,Mississippi,Jackson,662-168-97,false,20,Yes,0.47,$25.46
10/19/2020,3:19 PM,Georgia,Macon,834-690-24,true,25,,,$196.04
1/12/2020,5:51 PM,Georgia,Macon,774-341-34,false,33,,,$54.35
5/5/2020,6:19 PM,Alabama,Birmingham,,,14,,,$204.02
10/10/2020,11:15 AM,Florida,Jacksonville,,,14,,,$116.78
5/26/2020,2:04 PM,Florida,Ocala,472-924-38,false,30,,,$169.79
3/17/2020,6:16 PM,Florida,Port Saint Lucie,967-225-10,true,16,,,$81.92
5/31/2020,4:42 PM,South Carolina,Charleston,704-193-85,false,30,,,$45.24
3/14/2020,8:52 PM,South Carolina,Columbia,812-986-69,true,4,,,$29.48
10/18/2019,5:17 PM,South Carolina,Columbia,,,4,,,$139.35
4/28/2020,8:29 PM,Georgia,Columbus,920-213-05,false,25,,,$142.32
12/4/2019,3:26 PM,Georgia,Alpharetta,818-090-46,true,25,,,$116.13
11/20/2019,5:42 PM,Florida,Sarasota,006-104-37,false,12,,,$101.88
5/28/2020,8:45 PM,Florida,Fort Lauderdale,,,31,Yes,0.4,$175.25
1/24/2020,7:49 PM,Florida,Miami,,,11,Yes,0.41,$170.70
2/2/2020,7:52 PM,Florida,Fort Lauderdale,,,31,,,$166.92
7/5/2020,8:23 PM,Florida,Jacksonville,,,30,Yes,0.26,$177.45
9/11/2020,2:16 PM,Florida,Fort Myers,,,29,Yes,0.39,$176.95
12/15/2019,12:59 PM,Florida,Orlando,990-756-55,true,25,Yes,0.5,$108.75
2/8/2020,11:03 AM,Florida,Hialeah,,,13,Yes,0.12,$193.62
8/31/2020,3:06 PM,Alabama,Montgomery,350-271-72,false,16,,,$92.14
4/17/2020,1:19 PM,Florida,Spring Hill,685-554-95,true,31,,,$25.15
6/17/2020,8:05 PM,Georgia,Atlanta,,,18,,,$24.98
8/22/2020,2:52 PM,Georgia,Atlanta,,,24,,,$43.90
1/19/2020,11:26 AM,South Carolina,Charleston,372-237-07,true,7,Yes,0.37,$34.62
10/24/2019,5:50 PM,Florida,Daytona Beach,,,33,,,$119.46
9/1/2020,7:27 PM,Georgia,Augusta,686-751-18,false,20,,,$234.05
8/10/2020,11:31 AM,Florida,Daytona Beach,,,11,,,$167.42
9/27/2020,3:53 PM,Florida,Fort Pierce,580-121-69,false,28,,,$46.45
2/12/2020,4:40 PM,Florida,Orlando,,,24,,,$170.67
1/1/2020,8:07 PM,Georgia,Atlanta,530-066-98,true,18,,,$83.99
12/21/2019,11:50 AM,Florida,Largo,757-125-78,false,6,,,$139.05
6/30/2020,7:49 PM,Florida,Pensacola,934-790-73,true,8,Yes,0.14,$136.03
5/14/2020,5:02 PM,Georgia,Savannah,723-187-39,true,12,,,$74.24
10/26/2019,1:03 PM,Florida,West Palm Beach,,,3,Yes,0.27,$235.00
9/30/2020,8:11 PM,Alabama,Birmingham,,,32,,,$67.71
6/30/2020,3:09 PM,Florida,Miami,745-384-66,false,15,Yes,0.18,$204.14
7/15/2020,7:30 PM,Florida,Fort Myers,109-427-18,true,11,Yes,0.19,$230.54
1/26/2020,12:03 PM,Alabama,Mobile,477-316-48,false,26,Yes,0.34,$170.21
7/31/2020,5:49 PM,South Carolina,Columbia,,,7,,,$127.23
8/31/2020,3:18 PM,Georgia,Atlanta,942-000-76,false,15,,,$101.37
9/22/2020,5:51 PM,Florida,Orlando,319-314-12,false,3,,,$86.55
8/20/2020,11:33 AM,Georgia,Atlanta,,,14,,,$129.69
1/4/2020,6:26 PM,Florida,Jacksonville,,,34,,,$211.09
2/23/2020,11:49 AM,South Carolina,Charleston,939-603-35,false,15,Yes,0.22,$220.86
10/13/2020,4:16 PM,South Carolina,Greenville,882-628-10,false,18,,,$166.53
4/9/2020,11:35 AM,Georgia,Macon,041-381-88,false,7,,,$141.43
10/29/2020,1:55 PM,Florida,Tampa,430-459-74,true,28,,,$33.14
7/28/2020,3:31 PM,Florida,Clearwater,,,11,Yes,0.3,$49.68
7/23/2020,11:43 AM,Alabama,Birmingham,991-113-20,false,31,,,$164.13
10/5/2020,6:31 PM,Florida,Fort Lauderdale,,,34,,,$38.01
9/22/2020,5:33 PM,Georgia,Atlanta,560-612-31,true,34,,,$194.65
8/12/2020,4:34 PM,Georgia,Atlanta,032-508-03,false,18,Yes,0.26,$166.75
3/22/2020,4:11 PM,South Carolina,Florence,098-879-50,false,26,,,$159.40
5/25/2020,4:23 PM,South Carolina,Anderson,223-273-98,true,31,,,$129.10
10/12/2020,3:18 PM,South Carolina,Greenville,,,29,,,$196.62
11/14/2019,11:12 AM,Georgia,Atlanta,142-639-79,false,23,Yes,0.49,$225.42
12/9/2019,7:59 PM,Florida,Fort Myers,697-867-20,true,20,,,$133.75
6/20/2020,8:42 PM,Georgia,Columbus,,,5,,,$57.08
5/20/2020,7:08 PM,Florida,Orlando,,,33,Yes,0.33,$46.93
7/14/2020,5:19 PM,Florida,Jacksonville,,,33,,,$81.65
2/16/2020,4:40 PM,Alabama,Mobile,294-731-42,false,13,,,$38.68
10/25/2019,12:32 PM,Florida,Pompano Beach,988-872-56,true,9,,,$19.32
5/29/2020,1:29 PM,Florida,Fort Pierce,935-694-11,false,11,Yes,0.22,$133.14
7/30/2020,1:49 PM,Florida,Pensacola,623-174-49,true,3,,,$234.79
6/2/2020,7:05 PM,Florida,Jacksonville,,,20,,,$19.05
7/30/2020,11:42 AM,Florida,Pompano Beach,071-652-32,true,29,,,$94.53
10/6/2020,6:04 PM,Florida,Daytona Beach,540-306-42,false,23,Yes,0.47,$182.80
1/8/2020,11:51 AM,Georgia,Atlanta,596-474-39,true,21,,,$92.79
7/19/2020,2:39 PM,Florida,Miami,,,23,Yes,0.15,$132.58
5/22/2020,12:14 PM,Georgia,Cumming,737-288-71,true,27,,,$208.31
9/29/2020,8:29 PM,Florida,Miami,292-623-90,true,18,Yes,0.38,$143.68
4/30/2020,5:57 PM,South Carolina,Spartanburg,081-791-80,true,11,Yes,0.17,$214.15
2/11/2020,4:03 PM,South Carolina,Greenville,021-696-01,false,13,Yes,0.23,$23.91
3/24/2020,5:36 PM,Alabama,Montgomery,381-726-35,false,8,,,$166.60
10/27/2019,5:56 PM,Florida,Naples,194-647-72,true,8,Yes,0.33,$64.84
3/31/2020,4:52 PM,South Carolina,Aiken,,,4,,,$58.46
6/18/2020,3:25 PM,Florida,Miami,968-693-80,true,15,,,$81.06
9/16/2020,1:21 PM,Georgia,Atlanta,898-712-09,true,9,,,$171.05
7/17/2020,8:14 PM,Florida,Jacksonville,164-643-46,true,26,,,$117.72
8/1/2020,5:33 PM,Florida,Orlando,173-788-26,true,28,Yes,0.34,$118.47
12/16/2019,1:13 PM,Georgia,Atlanta,519-969-78,false,23,,,$143.96
1/11/2020,12:15 PM,Georgia,Columbus,,,30,Yes,0.45,$226.24
6/19/2020,12:22 PM,Georgia,Valdosta,100-187-00,false,21,,,$210.91
12/2/2019,5:08 PM,Mississippi,Jackson,648-643-36,true,23,,,$174.00
11/24/2019,8:53 PM,Florida,Orlando,,,6,Yes,0.18,$90.03
9/3/2020,6:25 PM,Florida,Tampa,533-367-97,false,7,,,$134.08
3/27/2020,8:35 PM,Florida,Bradenton,140-169-73,true,34,,,$19.42
5/31/2020,3:12 PM,Florida,Jacksonville,,,17,Yes,0.24,$30.80
3/1/2020,5:02 PM,Georgia,Duluth,551-968-65,false,11,,,$164.02
10/4/2020,5:01 PM,Florida,Fort Pierce,709-414-50,true,20,,,$84.81
8/25/2020,8:06 PM,Florida,Pensacola,,,32,Yes,0.35,$87.97
12/17/2019,1:22 PM,Florida,Tallahassee,281-328-92,false,23,,,$85.90
7/27/2020,1:15 PM,Florida,Clearwater,,,15,Yes,0.41,$159.00
8/25/2020,7:43 PM,Alabama,Mobile,,,20,,,$168.71
6/19/2020,6:57 PM,Florida,Saint Petersburg,,,28,,,$177.19
6/15/2020,12:11 PM,South Carolina,Columbia,,,28,,,$216.93
