City Claim #,Date Of Accident,Claim Status,Last Close Date,Dept/division,Category,Cause,NOC Demand,Paid Bi,Paid Pd
20-0646-001,1/7/2021,F,2/16/2021,Police- Cactus Park Precinct 900,Light Truck,Struck Fixed Object,"1,400.00",0.00,"1,621.76"
20-0758-001,1/7/2021,F,3/8/2021,Street- Central Maintenance Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","60,000.00",0.00,0.00
20-0883-001,1/7/2021,F,5/25/2021,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,"20,064.00",0.00,"5,500.00"
20-0927-001,1/7/2021,F,6/23/2021,Police- Cactus Park Precinct 900,Law Enforcement,"Care, Custody, Control",379.00,0.00,379.00
20-1133-001,1/7/2021,O,,Police-Tactcl/Air/SAU/Bomb/K-9/Dntown Op,Police Vehicle,Failure to Yield,"43,698.89",0.00,0.00
21-0022-001,1/7/2021,O,,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,"15,000.00",0.00,0.00
20-0632-001,1/8/2021,F,5/25/2021,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,"80,000.00",0.00,"10,067.96"
20-1068-001,1/8/2021,F,6/21/2021,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,"1,650.00",0.00,"1,650.00"
20-1102-001,1/8/2021,F,7/2/2021,Street- Central Maintenance Dist,Operations,Pot Hole,"1,575.67",0.00,0.00
21-0014-001,1/8/2021,O,,Street- Southeast Maint Dist,Operations,Missing/Hit Cover,"500,000.00",0.00,0.00
20-0645-001,1/9/2021,F,2/10/2021,Golf - All Golf Courses/Pros/Golf Ball Hits,Premises,Maint. Building/Premises,700.45,0.00,700.45
20-0701-001,1/9/2021,O,,Police- Central City Precinct 500,Law Enforcement,Shooting,,0.00,0.00
20-0765-001,1/9/2021,F,3/4/2021,Street- Southwest Maint Dist,Operations,Pot Hole,"2,327.40",0.00,0.00
20-0916-001,1/9/2021,O,,Police- S. Mountain Precinct 400,Police Vehicle,Failure to Yield,"13,400.00",0.00,0.00
20-1031-001,1/9/2021,O,,Parks- Natural Resources/Rio Salado/At-Risk Youth/Adaptive Rec,Light Truck,Backing,"30,000.00",0.00,0.00
20-1031-002,1/9/2021,O,,Parks- Natural Resources/Rio Salado/At-Risk Youth/Adaptive Rec,Light Truck,Backing,"5,000.00",0.00,0.00
20-1031-003,1/9/2021,O,,Parks- Natural Resources/Rio Salado/At-Risk Youth/Adaptive Rec,Light Truck,Backing,"5,000.00",0.00,0.00
20-0697-001,1/10/2021,F,2/24/2021,Street- Southeast Maint Dist,Operations,Pot Hole,303.29,0.00,0.00
20-1085-001,1/10/2021,F,6/18/2021,Police- Desert Horizon Precinct 600,Police Vehicle,Struck Fixed Object,300.00,0.00,300.00
20-0696-001,1/11/2021,F,6/3/2021,Water Distrib - Cave Creek Yard,Operations,Water Main Break,,0.00,"7,100.00"
21-0030-001,1/11/2021,F,7/12/2021,Transit- Phoenix Transit-Contract,Bus 21-75,Failure to Yield,"1,000,000.00",0.00,0.00
21-0030-002,1/11/2021,O,,Transit- Phoenix Transit-Contract,Bus 21-75,Failure to Yield,,0.00,0.00
20-0704-001,1/12/2021,O,,Police- S. Mountain Precinct 400,Law Enforcement,Shooting,,0.00,0.00
20-1021-001,1/12/2021,F,6/3/2021,Street- Central Maintenance Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","2,000.00",0.00,0.00
21-0016-001,1/12/2021,O,,Police- S. Mountain Precinct 400,Law Enforcement,Excessive Force,"1,500,000.00",0.00,0.00
21-0034-001,1/12/2021,O,,Street- North Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","500,000.00",0.00,0.00
20-0709-001,1/13/2021,O,,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,"1,476.14",0.00,"1,200.14"
20-0709-002,1/13/2021,O,,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,,0.00,0.00
20-0752-001,1/13/2021,F,2/16/2021,Pub Wks- Solid Waste Field Services West,Medium/Heavy,Failure to Yield,"1,460.13",0.00,"1,460.13"
20-0707-001,1/14/2021,O,,Water Distrib - Reservoir Yard,Operations,Water Main Break,"700,000.00",0.00,0.00
20-0707-002,1/14/2021,O,,Water Distrib - Reservoir Yard,Operations,Water Main Break,,0.00,"1,364.28"
20-0707-003,1/14/2021,F,5/21/2021,Water Distrib - Reservoir Yard,Operations,Water Main Break,"5,000.00",0.00,"3,703.95"
20-0707-004,1/14/2021,O,,Water Distrib - Reservoir Yard,Operations,Water Main Break,"110,000.00",0.00,"3,985.48"
20-0707-005,1/14/2021,O,,Water Distrib - Reservoir Yard,Operations,Water Main Break,"20,000.00",0.00,"2,823.04"
20-0707-006,1/14/2021,F,4/6/2021,Water Distrib - Reservoir Yard,Operations,Water Main Break,,0.00,0.00
20-0711-001,1/14/2021,F,3/8/2021,Street- Southwest Maint Dist,Operations,Pot Hole,"1,950.00",0.00,"1,025.00"
20-0777-001,1/14/2021,F,3/22/2021,Street- Central Maintenance Dist,Operations,Damage by Mobile Equipment,"2,950.49",0.00,"2,950.49"
20-0911-001,1/14/2021,F,4/8/2021,Pub Wks- Solid Waste Field Services Sout,Medium/Heavy,Struck Fixed Object,868.00,0.00,0.00
20-0720-001,1/15/2021,O,,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Turning,"170,000.00",0.00,0.00
20-0720-002,1/15/2021,F,3/17/2021,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Turning,"170,000.00",0.00,"9,735.26"
20-0720-003,1/15/2021,O,,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Turning,"17,500.00",0.00,0.00
20-0720-004,1/15/2021,O,,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Turning,"35,000.00",0.00,0.00
20-0809-001,1/16/2021,F,3/8/2021,Street- Southwest Maint Dist,Operations,Pot Hole,140.70,0.00,140.70
20-0712-001,1/17/2021,F,3/5/2021,Street- Central Maintenance Dist,Operations,Construction Area,63.04,0.00,0.00
20-0734-001,1/17/2021,F,3/11/2021,Water Distrib - Corona Yard,Operations,Pot Hole,"1,447.21",0.00,"1,240.00"
20-1011-001,1/17/2021,O,,Police-Inv/VCB-FIB-Drug Enf-OCB-Prop Cri,Police Vehicle,Backing,"3,500.56",0.00,0.00
20-0746-001,1/18/2021,F,3/16/2021,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,"2,500.00",0.00,"1,500.00"
20-0820-001,1/18/2021,F,3/22/2021,Water Distrib - Reservoir Yard,Operations,Sewer Backup,297.00,0.00,297.00
20-0830-001,1/18/2021,F,4/2/2021,Street- North Maint Dist,Operations,Pot Hole,282.15,0.00,282.15
20-0728-001,1/19/2021,F,3/11/2021,Street- North Maint Dist,Operations,Pot Hole,"1,666.92",0.00,"1,530.00"
20-0745-001,1/19/2021,F,2/22/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Falling Load/Rock,543.00,0.00,0.00
20-1136-001,1/19/2021,F,6/9/2021,Transit- Phoenix Transit-Contract,Bus 21-75,Lane Change/Pass,"1,006,027.76",0.00,0.00
20-0757-001,1/20/2021,F,2/26/2021,Water Distrib - Corona Yard,Operations,Water Main Break,700.00,0.00,700.00
20-0731-001,1/23/2021,F,2/24/2021,Water Distrib - Morten Yard,Operations,Missing/Hit Cover,874.46,0.00,655.85
20-0761-001,1/25/2021,F,2/24/2021,Water Distrib - Reservoir Yard,Medium/Heavy,Mechanical Failure,"10,000.00",0.00,"6,461.72"
20-0766-001,1/25/2021,F,2/18/2021,Parks- Northeast Division,Operations,"Maint. of St., Sidewalks, Rights-of-way","2,517.63",0.00,0.00
20-0771-001,1/25/2021,F,3/10/2021,Police- Maryvale Precinct 800,Police Vehicle,Struck Fixed Object,425.00,0.00,425.00
20-0799-001,1/25/2021,F,5/6/2021,Parks- Northeast Division,Operations,"Maint. of St., Sidewalks, Rights-of-way",369.57,0.00,369.57
20-0892-001,1/25/2021,F,3/24/2021,Street- Southwest Maint Dist,Operations,Pot Hole,"5,000.00",0.00,0.00
20-0910-001,1/25/2021,O,,Fire- Admin/EMS/CAD-Alarm/Safety,Medium/Heavy,Failure to Yield,"19,246.74",0.00,0.00
20-0930-001,1/25/2021,F,4/8/2021,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,500.00,0.00,0.00
20-0950-001,1/25/2021,F,4/22/2021,Parks-SpecOps/Aquatcs/Forest/Cityw Sport,Operations,"Maint. of St., Sidewalks, Rights-of-way","6,000.00",0.00,0.00
20-1006-001,1/25/2021,F,4/15/2021,Parks-SpecOps/Aquatcs/Forest/Cityw Sport,Operations,"Maint. of St., Sidewalks, Rights-of-way",941.00,0.00,0.00
20-0735-001,1/26/2021,F,3/8/2021,Water Distrib - Morten Yard,Operations,Pot Hole,986.88,0.00,986.88
20-0748-001,1/26/2021,F,3/12/2021,Police - Estrella Mountain Precinct 300,Law Enforcement,Forced Entry,350.00,0.00,350.00
20-0781-001,1/26/2021,F,2/25/2021,Police- Maryvale Precinct 800,Law Enforcement,"Care, Custody, Control",95.00,0.00,0.00
20-0833-001,1/26/2021,F,4/6/2021,Parks- Northeast Division,Light Truck,Rear End,"2,333.34",0.00,"3,339.28"
20-0868-001,1/26/2021,F,3/25/2021,Street- Southwest Maint Dist,Operations,Pot Hole,"8,000.00",0.00,0.00
20-0897-001,1/26/2021,O,,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,"20,727.42",0.00,0.00
21-0029-001,1/26/2021,O,,Police- Maryvale Precinct 800,Law Enforcement,Excessive Force,"149,999.00",0.00,0.00
20-0895-001,1/27/2021,F,6/22/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,"1,980.00",0.00,0.00
20-1024-001,1/27/2021,O,,Police-Inv/VCB-FIB-Drug Enf-OCB-Prop Cri,Police Vehicle,Rear End,"25,492.91",0.00,0.00
20-0739-001,1/29/2021,O,,Water Distrib - Corona Yard,Operations,Sewer Backup,"108,729.83",0.00,"14,228.61"
20-0773-001,1/29/2021,F,2/18/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,300.00,0.00,0.00
20-0786-001,1/29/2021,F,3/8/2021,Fire- Admin/EMS/CAD-Alarm/Safety,Light Truck,Rear End,"3,665.64",0.00,"2,450.64"
20-0797-001,1/29/2021,F,6/1/2021,Street- Southeast Maint Dist,Operations,Damage by Mobile Equipment,500.00,0.00,300.00
20-0863-001,1/29/2021,F,3/25/2021,Street- Southwest Maint Dist,Operations,Debris/Object in Road,612.00,0.00,0.00
20-0769-001,2/1/2021,F,2/25/2021,Water Distrib - Reservoir Yard,Operations,Damage to Property/Injury to Persons,587.24,0.00,0.00
20-0787-001,2/1/2021,F,3/8/2021,WSD- Wastewater Collection -  Blue Stake/Sewer Backups,Operations,Sewer Backup,600.00,0.00,600.00
20-0963-001,2/1/2021,F,4/5/2021,Police- Central City Precinct 500,Law Enforcement,Law Enforcement Misc,"350,000.00",0.00,0.00
20-1001-001,2/1/2021,F,6/29/2021,Street- Central Maintenance Dist,Operations,Pot Hole,529.00,0.00,955.00
20-0749-001,2/2/2021,O,,Water Distrib - Corona Yard,Operations,Water Service Related,,0.00,"3,665.34"
20-0784-001,2/2/2021,F,3/8/2021,Street- Southwest Maint Dist,Operations,Pot Hole,"1,769.46",0.00,0.00
20-1072-001,2/2/2021,F,6/15/2021,Water Distrib - Corona Yard,Operations,Change Meter,"4,212.41",0.00,0.00
20-0750-001,2/3/2021,F,3/17/2021,Water Distrib - Reservoir Yard,Operations,Water Main Break,"2,500.00",0.00,"2,500.00"
20-0807-001,2/3/2021,F,3/16/2021,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,864.00,0.00,864.00
20-1157-001,2/3/2021,O,,Street- Southeast Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","600,000.00",0.00,0.00
20-0779-001,2/4/2021,F,6/18/2021,Police- Desert Horizon Precinct 600,Police Vehicle,Failure to Yield,"3,600.00",621.45,"5,123.49"
20-0785-001,2/4/2021,F,3/26/2021,Street- Southwest Maint Dist,Operations,Pot Hole,496.60,0.00,496.60
20-0796-001,2/4/2021,F,4/19/2021,Water Distrib - Reservoir Yard,Operations,"Care, Custody, Control",342.91,0.00,342.91
20-0867-001,2/4/2021,F,3/22/2021,Pub Wks- Solid Waste Field Services East,Medium/Heavy,Struck Fixed Object,"1,732.17",0.00,"1,732.17"
20-0775-001,2/6/2021,O,,Police- Cactus Park Precinct 900,Law Enforcement,Shooting,,0.00,0.00
20-0915-001,2/8/2021,F,4/15/2021,Pub Wks- Solid Waste Field Services East,Operations,Damage by Mobile Equipment,"2,500.00",0.00,"1,750.00"
20-0938-001,2/8/2021,F,7/2/2021,Police- Central City Precinct 500,Law Enforcement,Forced Entry,"9,005.00",0.00,0.00
20-1004-001,2/8/2021,F,4/15/2021,Pub Wks- Solid Waste Field Services East,Operations,Damage by Mobile Equipment,"1,578.79",0.00,0.00
20-1082-001,2/8/2021,F,5/19/2021,Non-City Claim,Light Truck,Lane Change/Pass,"7,218.21",0.00,0.00
20-0783-001,2/9/2021,O,,Water Distrib - Reservoir Yard,Operations,Water Main Break,,0.00,"2,954.85"
20-0795-001,2/9/2021,F,3/8/2021,Street- Southeast Maint Dist,Medium/Heavy,Struck Fixed Object,500.00,0.00,500.00
20-0812-001,2/9/2021,F,3/12/2021,Water Distrib - Morten Yard,Operations,Pot Hole,650.00,0.00,"1,006.80"
20-0912-001,2/9/2021,F,4/15/2021,Street- North Maint Dist,Operations,Tar/Paint/Oil,"1,476.71",0.00,0.00
20-0818-001,2/10/2021,F,3/11/2021,Street- Southwest Maint Dist,Operations,Pot Hole,"2,300.00",0.00,0.00
20-0821-001,2/10/2021,F,4/9/2021,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,200.00,0.00,0.00
20-0805-001,2/11/2021,F,3/16/2021,Fire- Admin/EMS/CAD-Alarm/Safety,Medium/Heavy,Struck Fixed Object,"1,789.99",0.00,"1,789.99"
20-0949-001,2/11/2021,F,4/29/2021,Pub Wks- Solid Waste Field Services East,Operations,Damage by Mobile Equipment,109.10,0.00,109.10
20-0808-001,2/13/2021,F,3/5/2021,Street- North Maint Dist,Operations,Debris/Object in Road,116.08,0.00,0.00
20-0794-001,2/14/2021,F,3/25/2021,Street- Southeast Maint Dist,Operations,Pot Hole,741.40,0.00,0.00
20-0817-001,2/14/2021,F,3/22/2021,Street- Southeast Maint Dist,Operations,Debris/Object in Road,"2,364.76",0.00,0.00
20-1034-001,2/15/2021,F,5/27/2021,Pub Wks- Solid Waste Field Services Sout,Operations,Damage by Mobile Equipment,350.00,0.00,350.00
20-0919-001,2/16/2021,F,4/19/2021,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,"1,100.00",0.00,0.00
20-0814-001,2/17/2021,F,3/25/2021,Street- Southeast Maint Dist,Operations,Debris/Object in Road,"15,257.12",0.00,0.00
20-0971-001,2/17/2021,F,5/6/2021,Pub Wks- Solid Waste Field Services East,Operations,Damage by Mobile Equipment,"1,400.00",0.00,0.00
20-1179-001,2/17/2021,O,,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,"36,284.88",0.00,0.00
20-0861-001,2/19/2021,F,3/23/2021,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,"1,755.31",0.00,0.00
20-1162-001,2/19/2021,O,,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Rear End,"5,855.57",0.00,0.00
20-0866-001,2/20/2021,F,4/16/2021,Fire- Admin/EMS/CAD-Alarm/Safety,Medium/Heavy,Struck Fixed Object,"7,160.74",0.00,"3,640.74"
20-0921-001,2/20/2021,O,,Parks-SpecOps/Aquatcs/Forest/Cityw Sport,Operations,"Maint. of St., Sidewalks, Rights-of-way","55,795.01",0.00,0.00
20-0965-001,2/20/2021,F,5/3/2021,Street- Southwest Maint Dist,Operations,Pot Hole,250.00,0.00,250.00
20-1036-001,2/20/2021,F,5/20/2021,Street- Southeast Maint Dist,Operations,Pot Hole,"11,091.17",0.00,0.00
20-0862-001,2/22/2021,F,3/24/2021,Street- Southwest Maint Dist,Operations,Pot Hole,"7,975.00",0.00,0.00
20-0903-001,2/23/2021,F,5/12/2021,Water Distrib - Cave Creek Yard,Operations,Sewer Backup,,0.00,827.69
20-1005-001,2/24/2021,O,,Police- Maryvale Precinct 800,Police Vehicle,Failure to Yield,892.45,0.00,0.00
20-0836-001,2/25/2021,F,5/10/2021,Water Distrib - Reservoir Yard,Operations,Water Main Break,"4,000.00",0.00,"2,500.00"
20-1007-001,2/25/2021,O,,Street- Central Maintenance Dist,Operations,Excavation Related,"5,127.73",0.00,0.00
20-0838-001,2/26/2021,O,,Water Distrib - Reservoir Yard,Operations,Water Main Break,"9,000.00",0.00,0.00
20-0948-001,2/26/2021,F,4/23/2021,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,275.00,0.00,275.00
20-0964-001,2/26/2021,F,3/24/2021,NON-CITY DEPT,Law Enforcement,Violate Civil Rights,"100,000.00",0.00,0.00
20-0838-002,2/27/2021,O,,Water Distrib - Reservoir Yard,Operations,Water Main Break,"12,000.00",0.00,0.00
20-0838-003,2/27/2021,O,,Water Distrib - Reservoir Yard,Operations,Water Main Break,"15,000.00",0.00,0.00
20-0838-004,2/27/2021,O,,Water Distrib - Reservoir Yard,Operations,Water Main Break,,0.00,0.00
20-0881-001,2/27/2021,R,6/4/2021,Police-TechSvcs/Rec-ID/Lab/Com911/Prop M,Law Enforcement,911 Operations,"32,500,000.00",0.00,0.00
20-0881-002,2/27/2021,F,6/4/2021,Police-TechSvcs/Rec-ID/Lab/Com911/Prop M,Law Enforcement,911 Operations,"2,500,000.00",0.00,0.00
20-0834-001,2/28/2021,O,,WSD- Wastewater Collection -  Blue Stake/Sewer Backups,Operations,Sewer Backup,,0.00,495.20
20-0834-002,2/28/2021,O,,Water Distrib - Morten Yard,Operations,Sewer Backup,"5,000.00",0.00,0.00
20-1003-001,2/28/2021,O,,Police- Maryvale Precinct 800,Law Enforcement,Excessive Force,"500,000.00",0.00,0.00
20-0874-001,3/1/2021,F,7/9/2021,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,"4,093.00",0.00,0.00
20-0873-001,3/3/2021,F,3/25/2021,Transit- Admin/Bus Shelters-Benches,Operations,Maint. of Equipment,"1,000.00",0.00,0.00
20-0884-001,3/3/2021,F,5/26/2021,Pub Wks- Solid Waste Field Services Sout,Operations,Damage by Mobile Equipment,"2,319.20",0.00,"2,195.00"
20-0929-001,3/3/2021,F,4/19/2021,Street- North Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way",90.01,0.00,0.00
20-1147-001,3/3/2021,F,6/30/2021,Street- Southwest Maint Dist,Operations,Construction Area,"1,679.48",0.00,0.00
20-0877-001,3/4/2021,F,5/3/2021,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,,0.00,"1,147.15"
20-0932-001,3/4/2021,F,5/12/2021,Street- Southwest Maint Dist,Operations,Pot Hole,"1,653.00",0.00,690.41
20-0886-001,3/5/2021,F,3/25/2021,Street- Southeast Maint Dist,Operations,Debris/Object in Road,"1,160.29",0.00,0.00
20-0890-001,3/5/2021,F,4/15/2021,Street- Southwest Maint Dist,Operations,Pot Hole,"2,063.00",0.00,"1,035.00"
20-1183-001,3/5/2021,O,,Police-Inv/VCB-FIB-Drug Enf-OCB-Prop Cri,Police Vehicle,Rear End,"10,352.21",0.00,0.00
20-1191-001,3/5/2021,O,,Fire- Admin/EMS/CAD-Alarm/Safety,Van 0-9 Passenger,Backing,"1,447.41",0.00,0.00
20-0899-001,3/8/2021,F,4/8/2021,Street- Southwest Maint Dist,Operations,Pot Hole,472.14,0.00,0.00
20-0906-001,3/8/2021,F,4/13/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,750.00,0.00,0.00
20-1073-001,3/8/2021,F,5/20/2021,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,"6,519.74",0.00,0.00
20-0869-001,3/9/2021,F,4/23/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,,0.00,"5,389.30"
20-1159-001,3/9/2021,O,,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Rear End,"1,050,000.00",0.00,0.00
20-1159-002,3/9/2021,O,,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Rear End,"1,000,000.00",0.00,0.00
20-0879-001,3/10/2021,F,3/25/2021,Street- North Maint Dist,Medium/Heavy,Struck Fixed Object,"1,565.34",0.00,0.00
20-1083-001,3/10/2021,F,6/3/2021,Street- Southwest Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","6,142.50",0.00,0.00
20-0898-001,3/11/2021,F,5/7/2021,Pub Wks- Solid Waste Field Services East,Operations,Change Meter,"1,001.10",0.00,970.10
20-0940-001,3/11/2021,F,4/29/2021,Police-Tactcl/Air/SAU/Bomb/K-9/Dntown Op,Police Vehicle,Struck Fixed Object,"1,160.00",0.00,"1,160.00"
20-0947-001,3/11/2021,O,,Housing-Senior Hous/Scattered Sites/Sec,Van 0-9 Passenger,Failure to Yield,"14,175.81",0.00,0.00
20-0966-001,3/11/2021,F,3/25/2021,Street- Central Maintenance Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","3,288.86",0.00,0.00
20-1049-001,3/11/2021,R,6/28/2021,Water Distrib - Morten Yard,Operations,Water Main Break,"1,000.00",0.00,"1,000.00"
20-0942-001,3/12/2021,O,,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,500.00,0.00,0.00
20-1046-001,3/15/2021,F,5/17/2021,Water Distrib - Corona Yard,Operations,Excavation Related,300.00,0.00,0.00
20-1164-001,3/15/2021,O,,Street- Central Maintenance Dist,Operations,Tar/Paint/Oil,500.00,0.00,0.00
20-0922-001,3/16/2021,F,4/19/2021,Pub Wks- Solid Waste Field Services Sout,Operations,Damage by Mobile Equipment,890.00,0.00,890.00
20-0961-001,3/16/2021,F,4/23/2021,Water Distrib - Cave Creek Yard,Operations,Water Service Related,200.00,0.00,200.00
20-0907-001,3/17/2021,O,,Water Distrib - Cave Creek Yard,Operations,Water Main Break,"24,440.56",0.00,0.00
20-1018-001,3/17/2021,O,,Fire- Admin/EMS/CAD-Alarm/Safety,Medium/Heavy,Struck Fixed Object,853.31,0.00,0.00
20-1023-001,3/17/2021,F,5/20/2021,Street- Southeast Maint Dist,Operations,Tar/Paint/Oil,250.00,0.00,0.00
20-1023-002,3/17/2021,F,5/20/2021,Street- Southeast Maint Dist,Operations,Tar/Paint/Oil,200.00,0.00,0.00
20-1127-001,3/17/2021,O,,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,659.40,0.00,0.00
20-0924-001,3/19/2021,O,,Aviation-Gen Aviation Admin/Exec Termina,Employment,Employment Discrimination,,0.00,0.00
20-0939-001,3/19/2021,F,4/7/2021,Non-City Claim,Operations,Other,650.37,0.00,0.00
20-1176-001,3/19/2021,O,,Street- Southeast Maint Dist,Operations,Pot Hole,374.62,0.00,0.00
20-0914-001,3/20/2021,F,4/15/2021,Parks-SpecOps/Aquatcs/Forest/Cityw Sport,Light Truck,Falling Load/Rock,"2,073.98",0.00,0.00
20-0917-001,3/20/2021,F,5/14/2021,Street- Southeast Maint Dist,Operations,Pot Hole,"3,515.46",0.00,"3,515.46"
20-0925-001,3/20/2021,F,6/28/2021,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Police Vehicle,Failure to Yield,"7,270.95",0.00,"7,597.92"
20-0941-001,3/20/2021,F,6/17/2021,Street- Southeast Maint Dist,Operations,Pot Hole,650.00,0.00,0.00
20-0905-001,3/21/2021,F,4/19/2021,Water Distrib - Morten Yard,Operations,Pot Hole,"1,388.20",0.00,"1,388.20"
20-1045-001,3/21/2021,O,,Fire- Admin/EMS/CAD-Alarm/Safety,Light Truck,Failure to Yield,"2,088.86",0.00,0.00
20-0909-001,3/22/2021,F,4/6/2021,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,500.00,0.00,0.00
20-0920-001,3/22/2021,F,5/11/2021,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,455.00,0.00,0.00
20-1010-001,3/22/2021,F,4/15/2021,Pub Wks- Solid Waste Field Services West,Operations,Damage to Property/Injury to Persons,500.00,0.00,0.00
20-1081-001,3/22/2021,O,,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,"30,000.00",0.00,0.00
20-1125-001,3/22/2021,F,6/23/2021,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,450.00,0.00,450.00
20-0934-001,3/23/2021,F,4/28/2021,WSD- Wastewater Collection -  Blue Stake/Sewer Backups,Medium/Heavy,Struck Fixed Object,"1,600.00",0.00,"1,600.00"
20-0977-001,3/23/2021,F,5/21/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,"2,286.25",0.00,"2,286.25"
20-0985-001,3/24/2021,F,6/15/2021,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,"7,000.00",0.00,"5,528.91"
20-1009-001,3/24/2021,F,5/11/2021,Aviation- Sky Harbor Airport/Terminals,Operations,Damage to Property/Injury to Persons,"3,537.50",0.00,0.00
20-1071-001,3/24/2021,F,5/21/2021,Street- Southeast Maint Dist,Operations,Pot Hole,269.50,0.00,0.00
20-1015-001,3/25/2021,F,5/20/2021,Street- Central Maintenance Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","2,628.04",0.00,0.00
20-1077-001,3/26/2021,F,6/4/2021,Street- Southwest Maint Dist,Operations,Pot Hole,379.43,0.00,379.43
20-0931-001,3/27/2021,F,5/3/2021,NSD- Neighborhood Revitalization,Operations,Tar/Paint/Oil,"2,451.79",0.00,"2,451.79"
20-0918-001,3/28/2021,F,4/16/2021,Street- Southeast Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way",200.00,0.00,0.00
20-1091-001,3/28/2021,F,5/27/2021,Parks- Northwest Division,Operations,"Maint. of St., Sidewalks, Rights-of-way",200.00,0.00,0.00
20-0983-001,3/30/2021,F,5/18/2021,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,"1,382.00",0.00,"1,382.00"
21-0011-001,3/30/2021,O,,Street- North Maint Dist,Operations,Construction Area,"20,120.00",0.00,0.00
20-1129-001,3/31/2021,F,6/23/2021,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,"3,000.00",0.00,"2,566.48"
20-1101-001,4/1/2021,F,6/10/2021,Golf - All Golf Courses/Pros/Golf Ball Hits,Premises,Golf Course Related,240.00,0.00,0.00
20-1013-001,4/2/2021,F,5/10/2021,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Failure to Yield,"2,800.00",0.00,"3,107.00"
20-1123-001,4/2/2021,F,6/28/2021,Police- Cactus Park Precinct 900,Police Vehicle,Backing,"1,313.79",0.00,"1,313.79"
20-0935-001,4/3/2021,O,,Police- Maryvale Precinct 800,Law Enforcement,Shooting,,0.00,0.00
20-1069-001,4/3/2021,F,6/15/2021,Police- Cactus Park Precinct 900,Police Vehicle,Rear End,"3,307.76",0.00,"4,871.01"
