Date,Department,Product Name,Page Views,Adds to Cart,Purchases,Number of Products Purchased
2025-08-30,"Toys","Action Figure",8247,3053,1144,3432
2025-08-30,"Food & Beverages","Medium Trail Mix",9440,6967,5321,15963
2025-08-30,"Toys","PureNature Card Game",2577,1129,352,704
2025-08-30,"Beauty","StyleHub Face Moisturizer",8838,6165,4173,4173
2025-08-30,"Electronics","Screen Protector",8512,5018,1358,2716
2025-08-30,"Sports & Fitness","ClassicWear Swimming Goggles",3848,424,170,170
2025-08-30,"Food & Beverages","FitLife Peanut Butter",2045,1009,824,824
2025-08-30,"Beauty","SmartChoice Cleanser",5964,4993,371,371
2025-08-30,"Books","Textbook",1075,933,178,178
2025-08-30,"Sports & Fitness","Resistance Bands",2944,1452,400,800
2025-08-30,"Clothing","Sunglasses",1379,980,507,1521
2025-08-30,"Beauty","Purple Cleanser",2516,1151,435,870
2025-08-30,"Electronics","XL Mouse",2784,369,354,354
2025-08-30,"Food & Beverages","Organic Coffee",8510,7964,779,779
2025-08-30,"Books","Navy Business Book",4891,3087,252,252
2025-08-30,"Clothing","Socks Pack",535,297,281,562
2025-08-30,"Sports & Fitness","Swimming Goggles",4515,2880,192,192
2025-08-31,"Home & Garden","Table Lamp",2425,1356,236,708
2025-08-31,"Toys","ClassicWear Robot Toy",7897,3518,3455,6910
2025-08-31,"Electronics","ModernLiving Laptop Stand",4684,2657,1020,3060
2025-08-31,"Beauty","Foundation",2131,1501,661,1983
2025-08-31,"Books","Children Book",8434,5247,1385,1385
2025-08-31,"Books","Travel Guide",8674,6571,2771,5542
2025-08-31,"Clothing","Cotton T-Shirt",2452,1383,531,1593
2025-08-31,"Electronics","USB-C Cable",8551,4366,949,1898
2025-08-31,"Beauty","Purple Cleanser",228,110,11,33
2025-08-31,"Sports & Fitness","Fitness Tracker",3950,1678,1611,4833
2025-08-31,"Sports & Fitness","Foam Roller",5055,2108,343,343
2025-08-31,"Electronics","TechCore Screen Protector",5363,5065,336,336
2025-08-31,"Beauty","Hair Dryer",5960,4719,1110,1110
2025-08-31,"Home & Garden","Candle Set",3603,2777,2056,4112
2025-08-31,"Beauty","SmartChoice Cleanser",1317,411,332,332
2025-08-31,"Clothing","Baseball Cap",6817,2629,544,544
2025-08-31,"Beauty","Face Mask",1525,1370,234,468
2025-08-31,"Clothing","Red Socks Pack",3586,2372,376,752
2025-08-31,"Sports & Fitness","Bicycle Helmet",5493,1791,289,867
2025-08-31,"Sports & Fitness","Swimming Goggles",6543,5345,501,1002
2025-08-31,"Sports & Fitness","Protein Shaker",1243,776,245,490
2025-08-31,"Beauty","Lipstick",8885,6346,3317,9951
2025-08-31,"Books","History Book",3467,861,664,1328
2025-08-31,"Beauty","Serum",8488,6251,1249,2498
2025-08-31,"Electronics","SmartChoice Bluetooth Speaker",2303,894,340,680
2025-08-31,"Toys","Action Figure",3483,3153,1671,5013
2025-08-31,"Food & Beverages","Energy Drinks Pack",9673,4272,2582,2582
2025-08-31,"Books","ModernLiving Poetry Collection",1743,1197,988,2964
2025-08-31,"Sports & Fitness","Running Armband",7270,6715,1249,3747
2025-08-31,"Beauty","ProMax Eye Shadow Palette",8557,2271,585,1170
2025-08-31,"Toys","Stuffed Animal",5064,3302,1317,3951
2025-08-31,"Books","XL Magazine Subscription",1155,957,418,1254
2025-08-31,"Beauty","Black Face Mask",3941,2347,519,1557
2025-08-31,"Sports & Fitness","Tennis Racket",3787,1143,614,614
2025-08-31,"Food & Beverages","FitLife Dark Chocolate",1314,935,770,2310
2025-08-31,"Beauty","Orange Perfume",4700,3385,1815,5445
2025-08-31,"Food & Beverages","Olive Oil",7654,2942,1217,1217
2025-08-31,"Home & Garden","Photo Frame",3965,1177,653,653
2025-08-31,"Beauty","StyleHub Face Mask",1606,1242,280,840
2025-08-31,"Electronics","XL HDMI Cable",1290,680,249,747
2025-08-31,"Beauty","Gray Lipstick",1899,1145,1058,2116
2025-08-31,"Food & Beverages","Organic Coffee",101,75,24,24
2025-08-31,"Books","ModernLiving Graphic Novel",5239,2758,832,832
2025-08-31,"Food & Beverages","Protein Bars",9054,3091,2520,2520
2025-08-31,"Toys","Black Puzzle Set",6445,2188,1551,4653
2025-08-31,"Books","Fantasy Series",7668,2052,1222,3666
2025-08-31,"Food & Beverages","Nuts Mix",3148,1404,415,1245
2025-08-31,"Toys","Card Game",4498,2593,2017,2017
2025-08-31,"Sports & Fitness","Exercise Ball",5489,5170,2847,5694
2025-08-31,"Toys","Deluxe Stuffed Animal",4624,3531,489,1467
2025-08-31,"Clothing","Hoodie",9351,4715,1840,5520
2025-08-31,"Toys","Board Game",8132,4239,500,1000
2025-08-31,"Food & Beverages","Cooking Sauce",8370,4723,4442,13326
2025-08-31,"Home & Garden","Throw Pillow",7281,1965,432,1296
2025-08-31,"Food & Beverages","Peanut Butter",7380,4215,3622,10866
2025-08-31,"Beauty","Nail Polish",9737,2294,950,1900
2025-08-31,"Clothing","Leather Belt",8372,2877,1949,5847
2025-08-31,"Electronics","Wireless Headphones",5564,956,320,960
2025-08-31,"Food & Beverages","Spice Collection",1923,1086,172,172
2025-08-31,"Beauty","Perfume",2424,1810,1155,1155
2025-08-31,"Toys","Green Art Supplies Kit",5750,4721,335,335
2025-08-31,"Toys","Puzzle Set",9887,1813,1255,2510
2025-08-31,"Home & Garden","Small Storage Basket",3073,1637,665,1995
2025-08-31,"Toys","SmartChoice Educational Toy",10012,4582,3723,11169
2025-08-31,"Home & Garden","Coffee Maker",1155,1018,674,2022
2025-08-31,"Clothing","16oz Backpack",5495,4172,779,1558
2025-08-31,"Sports & Fitness","White Yoga Mat",1919,1686,827,2481
2025-08-31,"Electronics","Smart Watch",9671,5528,2858,8574
2025-08-31,"Food & Beverages","FitLife Protein Bars",790,366,118,236
2025-08-31,"Clothing","Sneakers",6095,5288,379,1137
2025-08-31,"Food & Beverages","32oz Olive Oil",9528,3745,2050,2050
2025-08-31,"Sports & Fitness","ClassicWear Swimming Goggles",2784,716,195,195
2025-08-31,"Home & Garden","FitLife Wall Art",4188,1614,604,604
2025-08-31,"Toys","PureNature Card Game",8173,7640,781,1562
2025-08-31,"Home & Garden","Bed Sheets Set",3108,1029,211,422
2025-08-31,"Food & Beverages","Red Dark Chocolate",3975,2562,1348,1348
2025-08-31,"Home & Garden","XL Utensil Set",5191,1867,357,357
2025-08-31,"Clothing","Orange Scarf",4287,3511,2007,6021
2025-08-31,"Electronics","Screen Protector",4659,3214,1900,3800
2025-08-31,"Food & Beverages","Honey Jar",3857,2706,1971,1971
2025-08-31,"Books","Navy Business Book",146,66,21,63
2025-08-31,"Sports & Fitness","PureNature Running Armband",5882,1142,636,636
2025-08-31,"Electronics","Webcam",2871,2450,1606,4818
2025-08-31,"Toys","Remote Control Car",8158,4384,1454,2908
2025-08-31,"Toys","Science Kit",9810,2923,1393,4179
2025-08-31,"Sports & Fitness","Premium Resistance Bands",7980,6965,4128,4128
2025-08-31,"Beauty","ClassicWear Foundation",1507,708,215,430
2025-08-31,"Sports & Fitness","XL Foam Roller",3381,1382,360,1080
2025-08-31,"Clothing","Winter Jacket",8616,8104,3708,7416
2025-08-31,"Toys","Building Blocks",826,461,62,124
2025-09-01,"Food & Beverages","Orange Vitamin Supplements",9810,9222,1420,1420
2025-09-01,"Electronics","Pink Laptop Bag",4833,2058,714,1428
2025-09-01,"Clothing","Sunglasses",4126,2985,485,485
2025-09-01,"Electronics","ModernLiving Laptop Stand",7245,5373,633,1899
2025-09-01,"Clothing","Gray Gloves",7302,633,323,646
2025-09-01,"Clothing","Red Socks Pack",361,254,20,40
2025-09-01,"Beauty","Lipstick",9614,1700,1251,2502
2025-09-01,"Books","Children Book",409,352,77,154
2025-09-01,"Beauty","EcoStyle Perfume",2922,2576,1357,2714
2025-09-01,"Books","Self-Help Book",1224,872,185,185
2025-09-01,"Sports & Fitness","XL Foam Roller",6760,6112,2396,2396
2025-09-01,"Sports & Fitness","PureNature Gym Bag",7684,5643,3431,10293
2025-09-01,"Home & Garden","Wall Art",1909,1193,365,730
2025-09-01,"Toys","Large Play-Doh Set",6745,5536,1250,3750
2025-09-01,"Toys","LEGO Set",2186,1357,284,568
2025-09-01,"Electronics","SmartChoice Bluetooth Speaker",2390,1856,313,626
2025-09-01,"Food & Beverages","Green Tea",7063,5220,695,2085
2025-09-01,"Toys","Musical Instrument",4728,2658,830,830
2025-09-01,"Beauty","Makeup Brush Set",4992,1789,1324,3972
2025-09-01,"Toys","Science Kit",2187,1465,1162,2324
2025-09-01,"Home & Garden","Towel Set",8706,6206,2867,5734
2025-09-01,"Home & Garden","Utensil Set",186,131,28,56
2025-09-01,"Books","Orange Travel Guide",5332,3269,238,476
2025-09-01,"Toys","Puzzle Set",10010,2149,1727,3454
2025-09-01,"Beauty","Purple Cleanser",60,47,3,9
2025-09-01,"Electronics","XL HDMI Cable",5857,3662,1217,2434
2025-09-01,"Toys","Black Robot Toy",5373,2085,1152,1152
2025-09-01,"Sports & Fitness","Fitness Tracker",5809,5367,684,684
2025-09-01,"Electronics","Mouse",7882,4238,661,661
2025-09-01,"Food & Beverages","Protein Bars",244,124,86,258
2025-09-01,"Food & Beverages","Red Dark Chocolate",6110,1432,1094,3282
2025-09-01,"Food & Beverages","Olive Oil",1421,1111,68,136
2025-09-01,"Beauty","Gray Eye Shadow Palette",8256,4157,1286,2572
2025-09-01,"Beauty","Perfume",7544,6702,4151,4151
2025-09-01,"Electronics","HDMI Cable",3944,1198,363,1089
2025-09-01,"Clothing","Winter Jacket",6172,4498,1992,3984
2025-09-01,"Clothing","Gloves",4054,2343,926,2778
2025-09-01,"Electronics","ProMax Monitor",5021,1646,339,339
2025-09-01,"Sports & Fitness","Foam Roller",8760,2666,766,2298
2025-09-01,"Beauty","Conditioner",2088,107,84,168
2025-09-01,"Food & Beverages","FitLife Dark Chocolate",7039,2382,710,710
2025-09-01,"Books","Cookbook",7014,3685,846,2538
2025-09-01,"Toys","White Card Game",8480,1960,614,1842
2025-09-01,"Clothing","Yoga Pants",1370,960,528,1056
2025-09-01,"Sports & Fitness","Water Bottle",8772,8102,1230,1230
2025-09-01,"Home & Garden","Photo Frame",7475,3782,3410,6820
2025-09-01,"Electronics","Smart Watch",1285,591,138,414
2025-09-01,"Sports & Fitness","Exercise Ball",4166,2046,407,1221
2025-09-01,"Books","Biography",7005,4183,513,1539
2025-09-01,"Home & Garden","Throw Pillow",8178,6027,3428,3428
2025-09-01,"Books","ModernLiving Graphic Novel",5996,3670,1173,2346
2025-09-01,"Electronics","Laptop Stand",5945,4337,2100,6300
2025-09-01,"Beauty","Eye Shadow Palette",2787,764,361,1083
2025-09-01,"Toys","Black LEGO Set",3283,834,608,1216
2025-09-01,"Toys","PureNature Card Game",5529,3101,2995,8985
2025-09-01,"Food & Beverages","FitLife Protein Bars",265,226,46,92
2025-09-01,"Books","Mystery Novel",9997,7462,1643,3286
2025-09-01,"Electronics","Phone Case",9764,6540,1656,3312
2025-09-01,"Clothing","Large Running Shoes",1225,698,88,264
2025-09-01,"Books","Poetry Collection",7059,4316,284,568
2025-09-01,"Sports & Fitness","Jump Rope",9506,4719,1608,4824
2025-09-01,"Clothing","Orange Scarf",5107,1968,650,1300
2025-09-01,"Electronics","PureNature USB-C Cable",8539,1611,1338,2676
2025-09-01,"Books","ModernLiving Poetry Collection",2615,756,364,364
2025-09-01,"Electronics","Standard Laptop Stand",716,205,108,324
2025-09-01,"Toys","Deluxe Stuffed Animal",1869,1086,320,960
2025-09-01,"Sports & Fitness","PureNature Running Armband",6629,2645,1300,1300
2025-09-01,"Beauty","TechCore Body Lotion",6530,5997,818,818
2025-09-01,"Clothing","Socks Pack",2325,934,420,420
2025-09-01,"Books","Magazine Subscription",9379,7446,1863,1863
2025-09-01,"Books","ClassicWear Fantasy Series",2266,1349,134,268
2025-09-01,"Toys","Doll House",9585,7600,4668,9336
2025-09-01,"Home & Garden","Pink Area Rug",7993,2626,849,2547
2025-09-01,"Beauty","Foundation",8464,6449,4135,12405
2025-09-01,"Beauty","Face Moisturizer",4479,2997,2254,6762
2025-09-01,"Sports & Fitness","Basketball",9928,4635,559,1677
2025-09-01,"Home & Garden","Bed Sheets Set",5482,4215,2900,5800
2025-09-01,"Books","Fantasy Series",8200,3962,764,764
2025-09-01,"Home & Garden","Kitchen Mat",446,144,64,192
2025-09-01,"Toys","Building Blocks",5035,4317,1463,4389
2025-09-01,"Beauty","Nail Polish",2418,1602,431,1293
2025-09-01,"Toys","Action Figure",7531,4718,301,602
2025-09-01,"Beauty","Orange Perfume",1010,202,85,85
2025-09-01,"Electronics","Monitor",8311,2046,1572,1572
2025-09-01,"Food & Beverages","32oz Olive Oil",1549,828,428,856
2025-09-01,"Sports & Fitness","Gym Bag",3549,1744,146,146
2025-09-01,"Books","ProMax Mystery Novel",1860,442,263,789
2025-09-01,"Home & Garden","SmartChoice Cutting Board",5205,4362,591,1182
2025-09-01,"Food & Beverages","Nuts Mix",1727,843,341,1023
2025-09-01,"Toys","Educational Toy",8310,4334,382,764
2025-09-02,"Home & Garden","Kitchen Mat",5059,2733,2551,7653
2025-09-02,"Beauty","Makeup Brush Set",6584,5389,1300,2600
2025-09-02,"Home & Garden","Towel Set",9836,8471,1362,4086
2025-09-02,"Sports & Fitness","PureNature Running Armband",2042,529,285,855
2025-09-02,"Clothing","Sneakers",2113,1395,260,520
2025-09-02,"Electronics","Brown Tablet",8511,2171,1670,5010
2025-09-02,"Clothing","Socks Pack",1911,1328,776,776
2025-09-02,"Beauty","ClassicWear Foundation",3447,1572,359,1077
2025-09-02,"Home & Garden","Pink Area Rug",4360,1316,858,1716
2025-09-02,"Beauty","Face Mask",4580,3740,891,1782
2025-09-02,"Clothing","Denim Jeans",7396,5953,512,1536
2025-09-02,"Electronics","Power Bank",888,720,482,964
2025-09-02,"Toys","Art Supplies Kit",5339,2031,885,2655
2025-09-02,"Beauty","Orange Perfume",1678,332,106,106
2025-09-02,"Books","Textbook",1188,934,209,418
2025-09-02,"Electronics","XL Smart Watch",4222,1913,1445,4335
2025-09-02,"Toys","LEGO Set",2099,1847,345,1035
2025-09-02,"Books","Self-Help Book",6465,2590,854,1708
2025-09-02,"Beauty","Gray Lipstick",1560,660,556,1112
2025-09-02,"Beauty","Body Lotion",9772,4242,520,1560
2025-09-02,"Electronics","Smart Watch",5026,4047,2323,4646
2025-09-02,"Books","History Book",4736,2270,529,529
2025-09-02,"Toys","Stuffed Animal",9451,2567,844,2532
2025-09-02,"Sports & Fitness","Foam Roller",2652,1307,860,860
2025-09-02,"Toys","Doll House",3589,1712,297,594
2025-09-02,"Electronics","Screen Protector",5202,1934,244,244
2025-09-02,"Toys","Science Kit",9414,6006,3761,7522
2025-09-02,"Books","Cookbook",1517,660,582,1746
2025-09-02,"Electronics","XL HDMI Cable",1314,473,245,735
2025-09-02,"Clothing","Baseball Cap",1376,651,436,436
2025-09-02,"Clothing","Cotton T-Shirt",2456,2192,216,432
2025-09-02,"Beauty","TechCore Body Lotion",2032,949,212,636
2025-09-02,"Clothing","ClassicWear Backpack",5054,3095,1596,3192
2025-09-02,"Beauty","Black Face Mask",1649,1556,940,2820
2025-09-02,"Toys","Puzzle Set",5951,4596,263,526
2025-09-02,"Home & Garden","Coffee Maker",453,335,58,174
2025-09-02,"Toys","Large Play-Doh Set",4595,4094,584,1752
2025-09-02,"Electronics","SmartChoice Smart Watch",8258,2318,368,368
2025-09-02,"Clothing","Winter Jacket",7453,4032,869,1738
2025-09-02,"Electronics","USB-C Cable",7972,4979,4019,12057
2025-09-02,"Sports & Fitness","Dumbbell Set",4030,1361,234,234
2025-09-02,"Electronics","ProMax Monitor",3182,2511,618,1854
2025-09-02,"Toys","Black LEGO Set",64,55,4,12
2025-09-02,"Home & Garden","Photo Frame",5168,2201,1974,5922
2025-09-02,"Electronics","ModernLiving Laptop Stand",6263,5503,475,475
2025-09-02,"Clothing","Gray Gloves",8829,2691,966,966
2025-09-02,"Beauty","SmartChoice Cleanser",5788,5234,3432,10296
2025-09-02,"Food & Beverages","Spice Collection",3291,2362,1830,1830
2025-09-02,"Electronics","StyleHub Laptop Bag",3305,2850,1558,3116
2025-09-02,"Food & Beverages","Protein Bars",1138,562,197,591
2025-09-02,"Clothing","Dress Shirt",7678,6577,560,560
2025-09-02,"Home & Garden","Candle Set",2967,2181,1299,1299
2025-09-02,"Clothing","StyleHub Baseball Cap",2382,1476,371,371
2025-09-02,"Beauty","Shampoo",6361,2585,1563,3126
2025-09-02,"Clothing","Large Running Shoes",3028,668,502,1506
2025-09-02,"Beauty","Lipstick",979,905,181,543
2025-09-02,"Beauty","Face Moisturizer",8758,6046,1667,5001
2025-09-02,"Clothing","Yoga Pants",5413,1062,946,2838
2025-09-02,"Home & Garden","Storage Basket",9943,7264,4687,14061
2025-09-02,"Food & Beverages","FitLife Dark Chocolate",7892,4417,3744,11232
2025-09-02,"Food & Beverages","32oz Olive Oil",8834,3130,943,943
2025-09-02,"Clothing","Scarf",5266,2754,414,1242
2025-09-02,"Books","Graphic Novel",5397,4890,790,1580
2025-09-02,"Beauty","Mascara",7354,3925,1586,1586
2025-09-02,"Books","StyleHub Science Fiction",8159,2787,1182,1182
2025-09-02,"Books","Science Fiction",1162,769,124,248
2025-09-02,"Toys","ClassicWear Remote Control Car",6103,3580,905,1810
2025-09-02,"Electronics","Mouse",9980,6953,885,2655
2025-09-02,"Books","ModernLiving Poetry Collection",4192,3074,949,1898
2025-09-02,"Sports & Fitness","Water Bottle",5316,1497,1236,3708
2025-09-02,"Sports & Fitness","Fitness Tracker",214,175,32,96
2025-09-02,"Clothing","Gloves",5735,3073,1114,3342
2025-09-02,"Books","Yellow Biography",6369,5561,1040,2080
2025-09-02,"Books","Business Book",9163,5099,3857,7714
2025-09-02,"Home & Garden","Area Rug",422,148,56,56
2025-09-02,"Clothing","Running Shoes",597,534,38,38
2025-09-02,"Books","Orange Travel Guide",6653,2103,560,1120
2025-09-02,"Sports & Fitness","Premium Resistance Bands",1125,493,130,260
2025-09-02,"Beauty","Hair Dryer",10005,4642,1948,5844
2025-09-02,"Food & Beverages","Peanut Butter",4731,4352,2723,2723
2025-09-02,"Sports & Fitness","Running Armband",1699,1029,863,863
2025-09-02,"Sports & Fitness","Tennis Racket",3351,2818,1689,5067
2025-09-02,"Beauty","Conditioner",5860,1000,590,1770
2025-09-02,"Beauty","StyleHub Face Moisturizer",2210,1100,128,128
2025-09-02,"Food & Beverages","Medium Trail Mix",1862,1237,139,417
2025-09-02,"Toys","Building Blocks",9538,8961,4927,14781
2025-09-02,"Beauty","HomeBasics Mascara",8950,3922,2432,7296
2025-09-02,"Electronics","Standard Laptop Stand",9827,5291,1372,2744
2025-09-02,"Clothing","Sunglasses",1366,775,156,312
2025-09-02,"Toys","Card Game",5891,4288,509,1018
2025-09-03,"Electronics","Brown Tablet",2925,1252,264,792
2025-09-03,"Toys","Puzzle Set",5915,4578,1100,3300
2025-09-03,"Toys","Small Action Figure",7228,2888,2434,2434
2025-09-03,"Toys","Stuffed Animal",8835,3448,687,1374
2025-09-03,"Food & Beverages","Granola",8859,4140,984,984
2025-09-03,"Toys","White Card Game",3881,3653,1698,3396
2025-09-03,"Food & Beverages","Cooking Sauce",4319,2606,542,1626
2025-09-03,"Food & Beverages","Pasta Set",3951,2457,2057,4114
2025-09-03,"Toys","Educational Toy",3843,3629,166,166
2025-09-03,"Toys","Card Game",631,401,344,344
2025-09-03,"Sports & Fitness","Resistance Bands",6892,1748,979,1958
2025-09-03,"Toys","Black Robot Toy",4509,2330,646,646
2025-09-03,"Beauty","Purple Cleanser",6764,4231,3658,3658
2025-09-03,"Books","Yellow Biography",1678,711,178,534
2025-09-03,"Books","Art Book",4589,1440,809,809
2025-09-03,"Food & Beverages","Nuts Mix",1583,1158,378,378
2025-09-03,"Beauty","SmartChoice Cleanser",3799,3247,778,2334
2025-09-03,"Toys","Black Puzzle Set",1115,561,111,333
2025-09-03,"Sports & Fitness","Jump Rope",5730,5237,520,520
2025-09-03,"Books","Navy Business Book",9388,7488,1858,3716
2025-09-03,"Books","StyleHub Science Fiction",2413,2192,349,698
2025-09-03,"Food & Beverages","Honey Jar",1604,665,159,477
2025-09-03,"Books","Business Book",2855,2113,282,282
2025-09-03,"Books","ProMax Mystery Novel",2206,780,302,604
2025-09-03,"Toys","Black LEGO Set",5403,4701,930,1860
2025-09-03,"Books","Graphic Novel",4121,3293,2353,2353
2025-09-03,"Sports & Fitness","Water Bottle",7598,1654,948,948
2025-09-03,"Food & Beverages","Organic Coffee",2720,1656,538,538
2025-09-03,"Toys","Musical Instrument",6399,5836,2434,4868
2025-09-03,"Sports & Fitness","Foam Roller",976,657,43,86
2025-09-03,"Books","Biography",3227,699,585,1755
2025-09-03,"Clothing","Hoodie",7709,3329,1300,1300
2025-09-03,"Electronics","USB-C Cable",9789,6471,3074,6148
2025-09-03,"Clothing","ClassicWear Backpack",366,237,77,231
2025-09-03,"Clothing","StyleHub Baseball Cap",9461,5847,1480,2960
2025-09-03,"Books","Fantasy Series",7234,5809,2744,8232
2025-09-03,"Electronics","Pink Laptop Bag",6263,3545,1001,1001
2025-09-03,"Electronics","SmartChoice Smart Watch",5738,1982,719,2157
2025-09-03,"Electronics","Mouse",1582,494,333,333
2025-09-03,"Home & Garden","PureNature Table Lamp",8700,4281,1443,4329
2025-09-03,"Home & Garden","Table Lamp",6541,2104,1090,1090
2025-09-03,"Food & Beverages","Red Dark Chocolate",6200,4301,810,810
2025-09-03,"Toys","HomeBasics Science Kit",5933,2696,311,622
2025-09-03,"Clothing","Yoga Pants",9531,8860,900,1800
2025-09-03,"Clothing","Baseball Cap",8091,7481,1223,1223
2025-09-03,"Home & Garden","Mixing Bowls",6259,879,755,2265
2025-09-03,"Toys","Green Art Supplies Kit",2849,1981,492,492
2025-09-03,"Toys","Deluxe Stuffed Animal",2440,531,117,234
2025-09-03,"Clothing","Winter Jacket",3810,2042,1082,3246
2025-09-03,"Sports & Fitness","Fitness Tracker",7707,7139,2541,2541
2025-09-03,"Beauty","Gray Eye Shadow Palette",3859,2214,1498,1498
2025-09-03,"Books","Poetry Collection",5635,2388,994,2982
2025-09-03,"Home & Garden","Utensil Set",1788,1402,168,504
2025-09-03,"Sports & Fitness","PureNature Running Armband",8982,8290,1169,1169
2025-09-03,"Food & Beverages","Olive Oil",1296,702,329,658
2025-09-03,"Electronics","StyleHub Laptop Bag",8121,3743,586,1172
2025-09-03,"Toys","ClassicWear Robot Toy",3497,1844,984,2952
2025-09-03,"Beauty","HomeBasics Mascara",1369,642,186,186
2025-09-03,"Electronics","Tablet",2507,1426,475,1425
2025-09-03,"Clothing","Gray Gloves",7059,3188,566,1698
2025-09-03,"Sports & Fitness","Standard Water Bottle",1533,869,821,2463
2025-09-03,"Beauty","Large Nail Polish",5207,2668,2046,4092
2025-09-03,"Toys","Building Blocks",1301,641,403,1209
2025-09-03,"Beauty","EcoStyle Perfume",1202,168,144,432
2025-09-03,"Electronics","XL HDMI Cable",3651,2239,427,854
2025-09-03,"Home & Garden","XL Utensil Set",83,33,9,9
2025-09-03,"Food & Beverages","Peanut Butter",7976,5754,2161,4322
2025-09-03,"Food & Beverages","Dark Chocolate",5441,4540,2983,2983
2025-09-03,"Food & Beverages","FitLife Peanut Butter",1747,945,128,128
2025-09-03,"Beauty","StyleHub Face Moisturizer",6252,2588,1858,3716
2025-09-03,"Electronics","Webcam",7580,5195,3198,9594
2025-09-03,"Clothing","Red Socks Pack",1988,912,132,396
2025-09-03,"Clothing","Leather Belt",7179,3323,664,1992
2025-09-03,"Electronics","Screen Protector",3086,2127,362,1086
2025-09-03,"Electronics","Bluetooth Speaker",4323,3083,1946,3892
2025-09-03,"Sports & Fitness","Protein Shaker",3564,1780,588,588
2025-09-03,"Electronics","ProMax Monitor",9416,7001,1749,1749
2025-09-03,"Sports & Fitness","Swimming Goggles",7835,5861,1504,1504
2025-09-03,"Books","History Book",7657,6720,2944,5888
2025-09-03,"Beauty","Gray Lipstick",1171,199,120,360
2025-09-03,"Clothing","Denim Jeans",9873,7329,3910,7820
2025-09-03,"Toys","Science Kit",2450,1975,1343,1343
2025-09-03,"Toys","ClassicWear Remote Control Car",7383,3237,1116,2232
2025-09-03,"Sports & Fitness","Tennis Racket",2030,1676,408,816
2025-09-03,"Toys","PureNature Card Game",4505,2962,357,714
2025-09-03,"Beauty","TechCore Body Lotion",4738,2292,641,1282
2025-09-03,"Food & Beverages","FitLife Protein Bars",3186,2067,404,1212
2025-09-03,"Books","HomeBasics Magazine Subscription",7322,5608,318,318
2025-09-03,"Clothing","Orange Scarf",814,104,95,285
2025-09-03,"Toys","Play-Doh Set",6572,3089,1494,4482
2025-09-04,"Toys","Board Game",7906,5230,2469,7407
2025-09-04,"Home & Garden","Small Storage Basket",8831,4177,3207,3207
2025-09-04,"Electronics","Pink Webcam",8791,8123,1682,1682
2025-09-04,"Electronics","Phone Case",5803,876,315,945
2025-09-04,"Electronics","USB-C Cable",5953,5242,2049,2049
2025-09-04,"Electronics","Webcam",9790,7216,1437,4311
2025-09-04,"Beauty","Shampoo",6451,1716,985,1970
2025-09-04,"Beauty","EcoStyle Perfume",1950,1549,1122,3366
2025-09-04,"Beauty","Orange Perfume",7659,1413,354,354
2025-09-04,"Beauty","Black Face Mask",835,533,113,339
2025-09-04,"Electronics","Monitor",7757,4964,3748,3748
2025-09-04,"Clothing","ClassicWear Backpack",2137,1393,593,593
2025-09-04,"Home & Garden","Candle Set",6065,5729,3606,3606
2025-09-04,"Beauty","Mascara",8658,1966,875,1750
2025-09-04,"Beauty","HomeBasics Mascara",3867,2891,674,1348
2025-09-04,"Home & Garden","16oz Cutting Board",9040,5554,628,628
2025-09-04,"Electronics","Pink Laptop Bag",5754,1917,668,668
2025-09-04,"Beauty","TechCore Body Lotion",3883,2928,512,512
2025-09-04,"Electronics","Keyboard",4533,4038,385,1155
2025-09-04,"Electronics","XL Smart Watch",3091,1238,358,358
2025-09-04,"Electronics","ProMax Monitor",1837,1437,271,271
2025-09-04,"Beauty","Gray Eye Shadow Palette",6369,1657,837,2511
2025-09-04,"Electronics","XL Mouse",6381,900,579,1737
2025-09-04,"Food & Beverages","Granola",7482,4266,1413,4239
2025-09-04,"Food & Beverages","Peanut Butter",2013,954,343,343
2025-09-04,"Beauty","Foundation",1187,1034,589,589
2025-09-04,"Food & Beverages","Vitamin Supplements",8386,6608,3771,3771
2025-09-04,"Toys","Large Play-Doh Set",137,28,19,19
2025-09-04,"Beauty","Face Moisturizer",4667,2094,546,1638
2025-09-04,"Electronics","Power Bank",6513,5694,706,706
2025-09-04,"Home & Garden","XL Utensil Set",8800,909,500,1000
2025-09-04,"Toys","LEGO Set",1926,1401,135,135
2025-09-04,"Electronics","Smart Watch",9869,8332,949,2847
2025-09-04,"Home & Garden","PureNature Table Lamp",7039,2693,292,292
2025-09-04,"Toys","Educational Toy",3009,2153,313,939
2025-09-04,"Electronics","StyleHub Laptop Bag",9748,2966,1232,1232
2025-09-04,"Clothing","Yoga Pants",7434,3395,639,639
2025-09-04,"Clothing","Baseball Cap",9392,6487,384,1152
2025-09-04,"Toys","Puzzle Set",9101,7111,1822,3644
2025-09-04,"Beauty","Large Nail Polish",6596,5841,414,414
2025-09-04,"Books","Fantasy Series",9715,8024,3043,6086
2025-09-04,"Home & Garden","Throw Pillow",377,142,67,201
2025-09-04,"Clothing","Running Shoes",9979,5248,861,861
2025-09-04,"Food & Beverages","Organic Coffee",4239,951,765,2295
2025-09-04,"Food & Beverages","Red Dark Chocolate",9082,6832,603,1206
2025-09-04,"Electronics","Standard Laptop Stand",9863,1844,888,888
2025-09-04,"Electronics","TechCore Screen Protector",4437,4039,686,1372
