Avg Room Rate,reservation_id,check_in_date,stay_duration,adults,children,room_type,special_requests_flag,booking_channel,reservation_status,advanced_booking,Property,Date,Rate Type
82.95,872460-QK-9274-CY,9/29/2020,4,1,1,King,Yes,Phone App,Completed,Yes,The Chord,9/29/2020,Weekday
169,784396-FK-1147-KZ,5/15/2020,3,3,2,Double,Yes,Walk-in,No-Show,No,The Sankey,5/15/2020,Weekday
288.55,453290-8D-5073-IR,8/24/2020,13,1,1,Executive Suite,No,Website,Completed,No,The Sankey,8/24/2020,Weekend
103.95,115937-38-1701-JG,7/13/2020,13,3,1,King,No,Website,No-Show,Yes,The Marimekko,7/13/2020,Weekend
169,562962-FK-8114-JW,4/7/2020,5,4,2,Double,No,Walk-in,Completed,No,The Sankey,4/7/2020,Weekday
109,957096-M3-6402-QC,7/16/2020,6,1,3,Double,No,Phone App,Completed,Yes,The Marimekko,7/16/2020,Weekday
245.05,077694-H0-4011-DI,10/13/2020,13,4,3,Executive Suite,No,Phone App,Completed,Yes,The Sankey,10/13/2020,Weekday
208.95,405078-QD-2961-SA,4/20/2020,10,1,1,King,Yes,Travel Agent,No-Show,Yes,The Sankey,4/20/2020,Weekend
79,560011-P0-1048-DM,5/12/2020,13,3,2,Double,No,Website,Completed,Yes,The Chord,5/12/2020,Weekday
172.38,224891-OT-2297-BR,1/4/2020,3,2,4,Queen,Yes,Walk-in,Completed,No,The Sankey,1/4/2020,Weekday
143.55,329622-1L-9961-GS,9/28/2020,10,1,4,Executive Suite,Yes,Travel Agent,Completed,Yes,The Chord,9/28/2020,Weekend
143.55,009931-VU-0924-HA,3/29/2020,12,2,1,Executive Suite,Yes,Website,Completed,Yes,The Marimekko,3/29/2020,Weekend
179.1,627615-YP-0265-TY,10/12/2020,10,1,1,Single,Yes,Phone App,No-Show,Yes,The Sankey,10/12/2020,Weekend
119.9,766165-W9-4474-KK,10/17/2020,5,4,4,Suite,Yes,Phone App,Completed,Yes,The Marimekko,10/17/2020,Weekday
172.38,937188-8R-4046-DE,4/4/2020,7,2,3,Queen,Yes,Website,Completed,Yes,The Sankey,4/4/2020,Weekday
185.9,753924-7Z-0294-YD,7/9/2020,13,1,2,Suite,No,Website,Completed,Yes,The Sankey,7/9/2020,Weekday
114.55,518769-92-4273-MK,10/17/2020,6,4,1,Executive Suite,No,Travel Agent,Completed,Yes,The Chord,10/17/2020,Weekday
79,172144-D1-4765-YT,7/17/2020,10,3,2,Double,No,Website,Completed,Yes,The Chord,7/17/2020,Weekday
152.1,006717-OA-1670-BZ,5/9/2020,4,2,2,Single,No,Travel Agent,Completed,Yes,The Sankey,5/9/2020,Weekday
245.05,646201-Y4-9114-XH,5/26/2020,11,1,2,Executive Suite,No,Phone App,Completed,Yes,The Sankey,5/26/2020,Weekday
169,017800-A0-8381-KX,3/21/2020,8,4,1,Double,Yes,Website,Completed,Yes,The Sankey,3/21/2020,Weekday
202.98,785972-M0-6463-BM,9/6/2020,1,3,2,Queen,No,Phone App,Completed,No,The Sankey,9/6/2020,Weekend
158.05,759180-QG-3051-CB,9/5/2020,5,1,4,Executive Suite,No,Call Center,Completed,Yes,The Marimekko,9/5/2020,Weekday
199,454903-Q9-0702-NI,5/31/2020,8,1,1,Double,Yes,Phone App,Completed,Yes,The Sankey,5/31/2020,Weekend
71.1,660825-FU-6287-NJ,3/17/2020,5,4,1,Single,No,Travel Agent,Completed,Yes,The Chord,3/17/2020,Weekday
152.1,679224-RH-9890-SV,10/6/2020,6,2,1,Single,Yes,Phone App,Completed,Yes,The Sankey,10/6/2020,Weekday
79,448237-HA-3943-FP,6/11/2020,12,3,4,Double,Yes,Website,Completed,Yes,The Chord,6/11/2020,Weekday
179.1,912307-EL-9203-RX,2/16/2020,5,2,3,Single,No,Phone App,Completed,Yes,The Sankey,2/16/2020,Weekend
152.1,538193-AY-9918-LF,5/22/2020,8,1,1,Single,Yes,Phone App,Completed,No,The Sankey,5/22/2020,Weekday
71.1,477700-G9-6036-TK,2/22/2020,2,2,4,Single,No,Phone App,Completed,Yes,The Chord,2/22/2020,Weekday
111.18,321702-34-7398-FG,4/18/2020,13,1,4,Queen,No,Call Center,Completed,Yes,The Marimekko,4/18/2020,Weekday
169,610136-97-9004-CV,8/5/2020,13,1,2,Double,No,Phone App,Completed,Yes,The Sankey,8/5/2020,Weekday
111.18,389070-Q1-8187-PE,7/25/2020,3,4,4,Queen,No,Travel Agent,Completed,Yes,The Marimekko,7/25/2020,Weekday
185.9,306148-GX-0609-KL,9/12/2020,6,2,3,Suite,Yes,Phone App,Completed,Yes,The Sankey,9/12/2020,Weekday
185.9,246168-L6-1734-WB,7/31/2020,13,3,3,Suite,Yes,Website,Completed,Yes,The Sankey,7/31/2020,Weekday
98.1,222188-6J-0935-ES,7/22/2020,4,1,4,Single,Yes,Phone App,Completed,Yes,The Marimekko,7/22/2020,Weekday
169,903801-PQ-1773-GS,6/17/2020,7,3,3,Double,Yes,Website,Extended,Yes,The Sankey,6/17/2020,Weekday
202.98,782110-5H-3590-VJ,10/4/2020,2,1,3,Queen,No,Website,Completed,Yes,The Sankey,10/4/2020,Weekend
99,441204-2E-4991-TS,8/10/2020,2,3,1,Double,No,Travel Agent,Completed,Yes,The Chord,8/10/2020,Weekend
98.1,692012-4Q-5949-PE,6/9/2020,14,1,2,Single,Yes,Phone App,No-Show,Yes,The Marimekko,6/9/2020,Weekday
172.38,902445-4Y-3959-ZQ,10/13/2020,11,1,2,Queen,No,Phone App,Completed,Yes,The Sankey,10/13/2020,Weekday
114.45,207785-IV-6722-AU,5/2/2020,14,3,3,King,Yes,Travel Agent,Completed,Yes,The Marimekko,5/2/2020,Weekday
158.05,141008-F9-5585-YM,3/6/2020,9,3,4,Executive Suite,No,Website,Completed,Yes,The Marimekko,3/6/2020,Weekday
172.38,664626-99-0273-PX,10/10/2020,6,1,1,Queen,Yes,Travel Agent,Completed,Yes,The Sankey,10/10/2020,Weekday
185.9,651425-6E-5967-OU,6/18/2020,6,4,2,Suite,No,Call Center,Completed,Yes,The Sankey,6/18/2020,Weekday
288.55,915999-1K-4801-GH,7/19/2020,3,3,4,Executive Suite,No,Phone App,No-Show,Yes,The Sankey,7/19/2020,Weekend
169,132956-4H-4861-ND,7/23/2020,7,4,1,Double,No,Website,Completed,Yes,The Sankey,7/23/2020,Weekday
199,864759-RX-2200-VK,9/13/2020,8,4,1,Double,No,Call Center,Completed,Yes,The Sankey,9/13/2020,Weekend
199,015713-K3-9491-UO,4/6/2020,1,4,4,Double,No,Phone App,Completed,Yes,The Sankey,4/6/2020,Weekend
179.1,103731-1K-8748-CJ,1/19/2020,11,1,3,Single,No,Travel Agent,Completed,Yes,The Sankey,1/19/2020,Weekend
108.9,988555-GD-4674-LK,7/6/2020,13,3,3,Suite,No,Website,Completed,Yes,The Marimekko,7/6/2020,Weekend
100.98,202613-IS-7608-YY,4/26/2020,2,2,4,Queen,Yes,Phone App,Completed,Yes,The Marimekko,4/26/2020,Weekend
109,347072-3H-5399-WB,6/4/2020,5,3,1,Double,No,Website,Completed,Yes,The Marimekko,6/4/2020,Weekday
179.1,423602-KW-8345-AV,7/20/2020,14,1,2,Single,Yes,Website,Completed,Yes,The Sankey,7/20/2020,Weekend
199,806092-SF-9327-HE,8/24/2020,14,1,2,Double,No,Phone App,Completed,No,The Sankey,8/24/2020,Weekend
179.1,912162-G4-5404-QE,7/5/2020,11,2,3,Single,No,Call Center,Reduced,Yes,The Sankey,7/5/2020,Weekend
245.05,612163-I4-9394-HD,7/31/2020,4,4,3,Executive Suite,Yes,Travel Agent,Completed,Yes,The Sankey,7/31/2020,Weekday
185.9,269009-EH-9694-ER,7/24/2020,8,3,3,Suite,Yes,Call Center,Completed,No,The Sankey,7/24/2020,Weekday
98.1,185186-ZS-3454-PE,7/31/2020,6,3,4,Single,Yes,Travel Agent,Completed,Yes,The Marimekko,7/31/2020,Weekday
119.9,367040-8I-5913-QI,6/18/2020,4,2,1,Suite,No,Website,Completed,Yes,The Marimekko,6/18/2020,Weekday
245.05,875888-HD-5647-QZ,6/17/2020,14,4,1,Executive Suite,No,Travel Agent,Completed,Yes,The Sankey,6/17/2020,Weekday
111.18,365761-NI-2393-VT,7/16/2020,11,3,3,Queen,No,Travel Agent,Completed,Yes,The Marimekko,7/16/2020,Weekday
177.45,227775-Y0-1315-QC,6/4/2020,13,1,3,King,No,Travel Agent,Completed,Yes,The Sankey,6/4/2020,Weekday
169,612165-FB-6987-TI,6/19/2020,5,4,3,Double,No,Travel Agent,Completed,Yes,The Sankey,6/19/2020,Weekday
169,230995-7E-3892-YO,7/14/2020,7,1,3,Double,No,Website,Completed,Yes,The Sankey,7/14/2020,Weekday
169,562467-VP-1515-OU,2/11/2020,14,3,2,Double,No,Website,Completed,Yes,The Sankey,2/11/2020,Weekday
109,042202-DE-2848-NH,7/29/2020,13,2,3,Double,No,Phone App,Completed,No,The Marimekko,7/29/2020,Weekday
288.55,052630-BX-6864-UF,3/16/2020,5,4,3,Executive Suite,No,Website,Completed,Yes,The Sankey,3/16/2020,Weekend
179.1,435072-57-6662-DS,2/2/2020,7,2,1,Single,No,Phone App,Completed,Yes,The Sankey,2/2/2020,Weekend
89.1,835909-IQ-7904-ZR,6/15/2020,4,4,3,Single,No,Travel Agent,Completed,Yes,The Chord,6/15/2020,Weekend
199,544823-6B-8164-NZ,9/13/2020,13,2,2,Double,Yes,Phone App,Completed,No,The Sankey,9/13/2020,Weekend
109,561213-WY-1264-JU,1/21/2020,1,2,3,Double,No,Phone App,Completed,Yes,The Marimekko,1/21/2020,Weekday
185.9,788936-SB-0091-NF,9/23/2020,13,1,1,Suite,Yes,Website,Completed,Yes,The Sankey,9/23/2020,Weekday
177.45,480062-TP-6681-NT,9/17/2020,10,1,4,King,No,Call Center,Completed,Yes,The Sankey,9/17/2020,Weekday
109,398341-C2-9410-IA,5/26/2020,4,3,1,Double,No,Travel Agent,Completed,Yes,The Marimekko,5/26/2020,Weekday
179.1,740336-XF-8248-AS,5/18/2020,8,1,4,Single,Yes,Phone App,Completed,Yes,The Sankey,5/18/2020,Weekend
103.95,632373-M4-4613-VK,8/10/2020,4,4,1,King,No,Website,Completed,Yes,The Marimekko,8/10/2020,Weekend
79,636031-14-6259-ET,1/8/2020,13,4,3,Double,No,Website,Completed,Yes,The Chord,1/8/2020,Weekday
202.98,782761-ZI-8494-QU,7/20/2020,8,1,3,Queen,Yes,Phone App,Completed,Yes,The Sankey,7/20/2020,Weekend
109,320527-3L-0669-EO,9/8/2020,3,2,1,Double,No,Travel Agent,Completed,Yes,The Marimekko,9/8/2020,Weekday
169,811332-7M-0829-XE,8/29/2020,10,3,3,Double,Yes,Website,Completed,Yes,The Sankey,8/29/2020,Weekday
172.38,441569-S5-4585-EK,1/9/2020,10,3,2,Queen,Yes,Travel Agent,Completed,Yes,The Sankey,1/9/2020,Weekday
185.9,890249-UQ-4113-GK,4/28/2020,12,3,1,Suite,No,Call Center,Completed,Yes,The Sankey,4/28/2020,Weekday
199,166926-BH-8607-CW,2/16/2020,14,4,1,Double,No,Phone App,Completed,Yes,The Sankey,2/16/2020,Weekend
111.18,910790-T9-6287-UN,8/28/2020,7,3,1,Queen,No,Call Center,Completed,Yes,The Marimekko,8/28/2020,Weekday
82.95,860617-MR-9357-CA,7/18/2020,6,2,4,King,Yes,Phone App,Completed,Yes,The Chord,7/18/2020,Weekday
119.9,539479-PY-6775-CR,7/24/2020,5,3,2,Suite,No,Call Center,Completed,No,The Marimekko,7/24/2020,Weekday
152.1,200082-4U-7704-CY,10/2/2020,1,1,1,Single,No,Website,Completed,Yes,The Sankey,10/2/2020,Weekday
109,817808-DN-2275-XW,6/23/2020,11,2,2,Double,No,Phone App,Extended,Yes,The Marimekko,6/23/2020,Weekday
114.45,784390-T4-3947-LU,6/16/2020,7,1,2,King,Yes,Website,Completed,Yes,The Marimekko,6/16/2020,Weekday
199,506860-IX-4662-SI,3/9/2020,13,2,4,Double,No,Phone App,Completed,Yes,The Sankey,3/9/2020,Weekend
185.9,628391-HB-1950-FB,6/19/2020,11,1,2,Suite,Yes,Website,Completed,Yes,The Sankey,6/19/2020,Weekday
119.9,417848-YM-0771-UY,2/5/2020,9,2,3,Suite,Yes,Phone App,Completed,Yes,The Marimekko,2/5/2020,Weekday
100.98,744039-H9-9646-ND,2/23/2020,13,1,4,Queen,Yes,Website,Completed,Yes,The Chord,2/23/2020,Weekend
109,813591-KM-7412-VH,6/25/2020,3,2,1,Double,No,Phone App,Completed,No,The Marimekko,6/25/2020,Weekday
169,568102-MI-7430-GR,9/23/2020,13,3,1,Double,Yes,Travel Agent,Completed,Yes,The Sankey,9/23/2020,Weekday
114.55,429776-OL-0788-KH,2/8/2020,3,1,4,Executive Suite,Yes,Phone App,Completed,No,The Chord,2/8/2020,Weekday
172.38,585926-ZE-1382-SL,10/14/2020,13,4,4,Queen,Yes,Travel Agent,Completed,Yes,The Sankey,10/14/2020,Weekday
177.45,720257-XG-1528-MP,5/19/2020,3,2,2,King,Yes,Phone App,Completed,Yes,The Sankey,5/19/2020,Weekday
169,585540-7W-7146-LX,4/25/2020,3,1,2,Double,No,Travel Agent,Completed,Yes,The Sankey,4/25/2020,Weekday
119.9,792285-TH-6964-DC,2/27/2020,3,3,3,Suite,No,Call Center,Completed,Yes,The Marimekko,2/27/2020,Weekday
199,485347-ML-7608-OH,1/5/2020,12,1,4,Double,Yes,Travel Agent,Completed,Yes,The Sankey,1/5/2020,Weekend
179.1,365377-48-2454-WK,7/13/2020,4,4,4,Single,No,Phone App,Completed,Yes,The Sankey,7/13/2020,Weekend
108.9,043346-LR-2562-BH,10/18/2020,3,3,1,Suite,Yes,Travel Agent,Completed,Yes,The Marimekko,10/18/2020,Weekend
98.1,377445-YK-2385-GG,6/17/2020,13,1,4,Single,No,Call Center,Completed,No,The Marimekko,6/17/2020,Weekday
100.98,122305-WY-6482-HC,8/23/2020,9,2,4,Queen,Yes,Call Center,Completed,Yes,The Marimekko,8/23/2020,Weekend
80.58,764422-3W-7181-PS,3/5/2020,4,2,4,Queen,Yes,Website,No-Show,Yes,The Chord,3/5/2020,Weekday
99,509862-3X-3109-KJ,2/9/2020,11,3,4,Double,Yes,Call Center,Completed,Yes,The Chord,2/9/2020,Weekend
119.9,220104-B6-8342-KR,1/30/2020,12,2,1,Suite,No,Phone App,Completed,Yes,The Marimekko,1/30/2020,Weekday
143.55,170024-IR-9510-TI,1/19/2020,10,3,4,Executive Suite,Yes,Website,Completed,Yes,The Chord,1/19/2020,Weekend
169,004990-DA-8411-AB,2/27/2020,1,4,3,Double,Yes,Website,Completed,Yes,The Sankey,2/27/2020,Weekday
202.98,952840-2S-5130-MI,8/3/2020,2,3,3,Queen,Yes,Walk-in,Completed,No,The Sankey,8/3/2020,Weekend
158.05,809006-YC-7419-AV,1/18/2020,12,1,1,Executive Suite,Yes,Call Center,Completed,Yes,The Marimekko,1/18/2020,Weekday
79,977362-RZ-9581-HK,5/6/2020,9,2,2,Double,No,Phone App,Completed,Yes,The Chord,5/6/2020,Weekday
169,268539-C7-0312-RW,4/4/2020,4,4,1,Double,No,Website,Completed,Yes,The Sankey,4/4/2020,Weekday
172.38,689998-SP-3270-MC,2/5/2020,8,4,2,Queen,No,Call Center,Completed,Yes,The Sankey,2/5/2020,Weekday
152.1,080856-0L-0592-PO,8/8/2020,6,3,4,Single,Yes,Phone App,No-Show,Yes,The Sankey,8/8/2020,Weekday
82.95,639622-Z7-9296-VQ,10/20/2020,6,4,4,King,Yes,Walk-in,Completed,No,The Chord,10/20/2020,Weekday
98.1,255893-4E-2309-IM,1/30/2020,3,3,1,Single,No,Call Center,Completed,Yes,The Marimekko,1/30/2020,Weekday
245.05,903317-LV-7832-NX,5/21/2020,6,3,4,Executive Suite,Yes,Call Center,No-Show,Yes,The Sankey,5/21/2020,Weekday
288.55,773802-HC-1127-MG,2/24/2020,10,2,3,Executive Suite,Yes,Travel Agent,Completed,Yes,The Sankey,2/24/2020,Weekend
79,177695-EP-7411-NQ,2/14/2020,1,4,3,Double,No,Website,Reduced,Yes,The Chord,2/14/2020,Weekday
98.1,934798-V7-6308-FU,7/18/2020,11,2,4,Single,No,Website,Completed,Yes,The Marimekko,7/18/2020,Weekday
169,532684-UY-4757-GE,6/3/2020,2,3,1,Double,Yes,Phone App,Completed,Yes,The Sankey,6/3/2020,Weekday
169,374083-VQ-7328-BL,7/23/2020,8,1,2,Double,No,Phone App,Completed,Yes,The Sankey,7/23/2020,Weekday
152.1,630412-VT-5114-HF,1/10/2020,4,4,1,Single,Yes,Phone App,Completed,Yes,The Sankey,1/10/2020,Weekday
109,810186-VO-1699-AJ,10/20/2020,8,2,2,Double,Yes,Travel Agent,No-Show,Yes,The Marimekko,10/20/2020,Weekday
288.55,597514-RJ-1311-YO,6/28/2020,13,4,4,Executive Suite,Yes,Phone App,Completed,Yes,The Sankey,6/28/2020,Weekend
111.18,366440-BG-8010-GO,2/13/2020,14,2,2,Queen,No,Phone App,Completed,Yes,The Marimekko,2/13/2020,Weekday
119.9,282575-E2-8125-PC,6/6/2020,7,2,1,Suite,No,Call Center,Completed,Yes,The Marimekko,6/6/2020,Weekday
114.45,734418-B4-7369-IP,8/18/2020,7,3,1,King,Yes,Travel Agent,Completed,Yes,The Marimekko,8/18/2020,Weekday
152.1,624278-2I-6896-US,5/16/2020,11,3,1,Single,No,Travel Agent,Reduced,Yes,The Sankey,5/16/2020,Weekday
152.1,349782-30-6767-OC,8/27/2020,7,4,2,Single,No,Website,Completed,Yes,The Sankey,8/27/2020,Weekday
119.9,973305-BI-0041-DC,10/13/2020,13,3,3,Suite,Yes,Walk-in,No-Show,No,The Marimekko,10/13/2020,Weekday
89.1,357402-9G-1409-IG,9/28/2020,10,1,4,Single,No,Travel Agent,Completed,Yes,The Marimekko,9/28/2020,Weekend
80.58,497688-JN-6073-ZF,9/4/2020,13,1,2,Queen,Yes,Phone App,Completed,Yes,The Chord,9/4/2020,Weekday
218.9,573207-73-3613-DJ,8/30/2020,12,3,4,Suite,Yes,Phone App,Completed,Yes,The Sankey,8/30/2020,Weekend
98.1,287499-X2-0719-KD,4/17/2020,7,1,2,Single,No,Website,Completed,Yes,The Marimekko,4/17/2020,Weekday
152.1,012895-RV-5986-YW,6/30/2020,12,1,3,Single,No,Website,Completed,Yes,The Sankey,6/30/2020,Weekday
143.55,994013-RJ-8279-UK,8/17/2020,9,2,1,Executive Suite,Yes,Call Center,Completed,Yes,The Marimekko,8/17/2020,Weekend
202.98,522691-D4-3144-ZJ,4/13/2020,14,2,2,Queen,Yes,Travel Agent,Completed,Yes,The Sankey,4/13/2020,Weekend
89.1,898948-2P-2432-OP,4/19/2020,10,4,3,Single,Yes,Call Center,Completed,Yes,The Chord,4/19/2020,Weekend
109,409425-WY-5244-OG,1/4/2020,9,1,3,Double,No,Call Center,Completed,Yes,The Marimekko,1/4/2020,Weekday
71.1,489333-0I-4252-RC,6/3/2020,4,1,4,Single,Yes,Travel Agent,Completed,Yes,The Chord,6/3/2020,Weekday
245.05,201529-NG-4025-DI,4/22/2020,11,2,3,Executive Suite,Yes,Walk-in,Completed,No,The Sankey,4/22/2020,Weekday
169,297248-O7-1366-DD,4/18/2020,13,4,3,Double,No,Phone App,Completed,Yes,The Sankey,4/18/2020,Weekday
79,872953-WY-4169-QH,10/17/2020,8,4,4,Double,No,Call Center,Completed,Yes,The Chord,10/17/2020,Weekday
109,013643-M6-2167-JK,7/28/2020,6,3,4,Double,No,Phone App,Completed,Yes,The Marimekko,7/28/2020,Weekday
185.9,694661-57-0576-ZP,2/21/2020,6,1,1,Suite,Yes,Travel Agent,Completed,Yes,The Sankey,2/21/2020,Weekday
177.45,982702-PL-7307-EL,4/17/2020,11,3,2,King,Yes,Phone App,Completed,Yes,The Sankey,4/17/2020,Weekday
82.95,698884-O7-3463-YG,9/11/2020,10,1,3,King,Yes,Website,Completed,Yes,The Chord,9/11/2020,Weekday
143.55,969878-K7-8690-WL,3/15/2020,7,1,2,Executive Suite,Yes,Travel Agent,Completed,Yes,The Marimekko,3/15/2020,Weekend
103.95,434730-WA-5779-HZ,5/17/2020,9,1,1,King,Yes,Travel Agent,Completed,Yes,The Marimekko,5/17/2020,Weekend
119.9,112513-7F-2502-DD,3/3/2020,7,1,4,Suite,No,Walk-in,Extended,No,The Marimekko,3/3/2020,Weekday
109,499152-JL-6382-RM,5/27/2020,9,4,2,Double,Yes,Call Center,No-Show,Yes,The Marimekko,5/27/2020,Weekday
177.45,831621-XZ-7479-IQ,6/11/2020,1,2,1,King,Yes,Travel Agent,Completed,Yes,The Sankey,6/11/2020,Weekday
86.9,708214-EU-2649-IU,7/3/2020,1,1,3,Suite,Yes,Phone App,Completed,No,The Chord,7/3/2020,Weekday
86.9,490264-HO-9657-TT,5/23/2020,8,2,4,Suite,No,Website,Completed,Yes,The Chord,5/23/2020,Weekday
172.38,372951-L6-7033-UD,10/17/2020,5,4,4,Queen,No,Call Center,Completed,Yes,The Sankey,10/17/2020,Weekday
169,104562-GZ-6267-HS,6/6/2020,11,2,3,Double,Yes,Phone App,Completed,No,The Sankey,6/6/2020,Weekday
79,656971-IN-7697-OT,4/21/2020,12,1,4,Double,No,Phone App,Completed,Yes,The Chord,4/21/2020,Weekday
245.05,817949-Q1-5159-BH,5/22/2020,7,1,2,Executive Suite,No,Phone App,Completed,Yes,The Sankey,5/22/2020,Weekday
199,584933-T7-7148-ZT,8/9/2020,11,1,3,Double,No,Website,Completed,Yes,The Sankey,8/9/2020,Weekend
169,075702-GG-4352-DC,1/10/2020,6,1,3,Double,No,Call Center,Completed,Yes,The Sankey,1/10/2020,Weekday
99,903452-ZG-0041-DQ,5/17/2020,2,1,2,Double,Yes,Travel Agent,No-Show,Yes,The Chord,5/17/2020,Weekend
169,401435-4Z-2469-DC,2/5/2020,14,1,1,Double,Yes,Phone App,No-Show,Yes,The Sankey,2/5/2020,Weekday
79,485655-CN-7677-WM,9/17/2020,1,2,2,Double,No,Travel Agent,Completed,Yes,The Chord,9/17/2020,Weekday
79,089074-YO-9736-PJ,5/23/2020,13,4,4,Double,No,Phone App,Completed,Yes,The Chord,5/23/2020,Weekday
172.38,315589-XM-7578-WP,9/17/2020,9,2,4,Queen,Yes,Walk-in,Completed,No,The Sankey,9/17/2020,Weekday
98.1,943249-1X-5670-TX,1/28/2020,3,3,3,Single,No,Call Center,Completed,No,The Marimekko,1/28/2020,Weekday
202.98,485373-AY-0805-BF,1/6/2020,10,3,2,Queen,Yes,Phone App,Completed,Yes,The Sankey,1/6/2020,Weekend
177.45,889050-VO-1875-QK,1/22/2020,2,2,4,King,No,Walk-in,Completed,No,The Sankey,1/22/2020,Weekday
114.45,852739-85-5093-ZE,9/5/2020,7,2,4,King,No,Website,Completed,No,The Marimekko,9/5/2020,Weekday
185.9,661577-L7-0223-FE,3/20/2020,5,2,4,Suite,No,Walk-in,Completed,No,The Sankey,3/20/2020,Weekday
89.1,110994-JM-6807-TQ,2/3/2020,1,2,1,Single,Yes,Website,Completed,Yes,The Marimekko,2/3/2020,Weekend
108.9,015772-7D-3138-AY,4/20/2020,3,3,4,Suite,Yes,Call Center,Completed,Yes,The Marimekko,4/20/2020,Weekend
172.38,868024-0Z-4086-KJ,9/23/2020,9,3,1,Queen,No,Website,Completed,No,The Sankey,9/23/2020,Weekday
99,449719-8H-0639-UC,9/20/2020,13,1,2,Double,No,Travel Agent,Completed,Yes,The Chord,9/20/2020,Weekend
179.1,380704-9I-3422-JY,10/26/2020,3,1,4,Single,No,Phone App,Completed,Yes,The Sankey,10/26/2020,Weekend
245.05,891898-SU-2382-RT,6/6/2020,11,4,4,Executive Suite,Yes,Phone App,Completed,Yes,The Sankey,6/6/2020,Weekday
177.45,353581-XN-8287-QG,5/9/2020,8,4,2,King,Yes,Travel Agent,Completed,Yes,The Sankey,5/9/2020,Weekday
109,493003-7M-9724-RG,8/28/2020,9,2,3,Double,No,Phone App,Completed,Yes,The Marimekko,8/28/2020,Weekday
111.18,606109-4K-6232-HU,3/28/2020,1,4,2,Queen,Yes,Travel Agent,Completed,Yes,The Marimekko,3/28/2020,Weekday
169,581472-O2-9572-UN,4/15/2020,12,4,1,Double,Yes,Travel Agent,Extended,Yes,The Sankey,4/15/2020,Weekday
172.38,555472-UI-3699-IE,3/31/2020,5,4,1,Queen,Yes,Website,Completed,Yes,The Sankey,3/31/2020,Weekday
199,233768-6R-1700-FO,7/5/2020,10,4,2,Double,Yes,Website,Completed,Yes,The Sankey,7/5/2020,Weekend
177.45,208368-5A-4599-OC,8/4/2020,6,3,1,King,No,Call Center,Completed,No,The Sankey,8/4/2020,Weekday
185.9,981427-XF-1417-CU,5/14/2020,2,1,2,Suite,Yes,Phone App,Completed,Yes,The Sankey,5/14/2020,Weekday
109,608018-KG-3997-BR,5/13/2020,8,1,1,Double,No,Phone App,Completed,Yes,The Marimekko,5/13/2020,Weekday
103.95,026976-N6-5972-FX,3/2/2020,11,2,4,King,Yes,Phone App,Completed,Yes,The Marimekko,3/2/2020,Weekend
202.98,245437-RG-0599-ND,4/6/2020,2,2,3,Queen,No,Call Center,Completed,Yes,The Sankey,4/6/2020,Weekend
109,864708-W6-3622-QD,7/21/2020,5,3,2,Double,Yes,Phone App,Completed,Yes,The Marimekko,7/21/2020,Weekday
202.98,242998-S5-6139-XT,8/2/2020,10,4,4,Queen,No,Phone App,Completed,Yes,The Sankey,8/2/2020,Weekend
208.95,530878-1L-4108-BQ,6/28/2020,7,3,2,King,Yes,Phone App,Completed,Yes,The Sankey,6/28/2020,Weekend
169,516669-V4-3136-SO,7/29/2020,12,4,3,Double,No,Phone App,No-Show,Yes,The Sankey,7/29/2020,Weekday
114.55,549943-DY-6996-NA,1/30/2020,8,2,2,Executive Suite,No,Website,Completed,Yes,The Chord,1/30/2020,Weekday
108.9,764343-F1-7049-HN,5/25/2020,14,3,2,Suite,No,Walk-in,Completed,No,The Chord,5/25/2020,Weekend
185.9,867852-2P-9791-XW,5/22/2020,8,1,1,Suite,Yes,Phone App,Completed,Yes,The Sankey,5/22/2020,Weekday
152.1,566525-PL-1612-UH,2/1/2020,10,4,1,Single,Yes,Website,Completed,No,The Sankey,2/1/2020,Weekday
158.05,263095-VZ-9381-DV,7/17/2020,7,2,4,Executive Suite,No,Website,Completed,Yes,The Marimekko,7/17/2020,Weekday
80.58,845782-2I-9963-MH,2/11/2020,3,2,3,Queen,Yes,Phone App,Completed,No,The Chord,2/11/2020,Weekday
185.9,004754-NF-3552-JL,9/26/2020,6,4,3,Suite,Yes,Phone App,No-Show,Yes,The Sankey,9/26/2020,Weekday
111.18,175363-WL-7866-KO,8/12/2020,13,3,2,Queen,No,Phone App,Completed,Yes,The Marimekko,8/12/2020,Weekday
202.98,028698-TT-8378-IH,6/7/2020,5,2,1,Queen,Yes,Travel Agent,Completed,Yes,The Sankey,6/7/2020,Weekend
71.1,433922-AJ-2062-OR,1/4/2020,9,4,1,Single,Yes,Phone App,Completed,Yes,The Chord,1/4/2020,Weekday
111.18,420581-JE-0593-PR,3/20/2020,6,2,2,Queen,No,Phone App,Completed,Yes,The Marimekko,3/20/2020,Weekday
199,395748-CF-6252-UR,4/19/2020,14,2,2,Double,No,Walk-in,Completed,No,The Sankey,4/19/2020,Weekend
98.1,528311-73-9827-TO,7/2/2020,4,3,3,Single,No,Phone App,Completed,No,The Marimekko,7/2/2020,Weekday
218.9,777365-JS-3512-IM,8/2/2020,11,2,4,Suite,No,Website,Completed,Yes,The Sankey,8/2/2020,Weekend
103.95,302076-AS-5497-JE,1/5/2020,1,3,4,King,No,Travel Agent,No-Show,Yes,The Chord,1/5/2020,Weekend
