Question Number,Question Text,University,Sample Size,% Agree
Q14,Good advice was available when I needed to make study choices on my course,"Solent University, Southampton",2183,0.8052
Q15,The course is well organised and running smoothly,"Solent University, Southampton",2183,0.6878
Q16,The timetable works efficiently for me,"Solent University, Southampton",2183,0.7905
Q17,Any changes in the course or teaching have been communicated effectively,"Solent University, Southampton",2183,0.7757
Q18,The IT resources and facilities provided have supported my learning well,"Solent University, Southampton",2183,0.8622
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well","Solent University, Southampton",2183,0.9021
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to","Solent University, Southampton",2183,0.8837
Q21,I feel part of a community of staff and students,"Solent University, Southampton",2183,0.7354
Q22,I have had the right opportunities to work with other students as part of my course,"Solent University, Southampton",2183,0.882
Q23,I have had the right opportunities to provide feedback on my course,"Solent University, Southampton",2183,0.876
Q24,Staff value students’ views and opinions about the course,"Solent University, Southampton",2183,0.8278
Q25,It is clear how students’ feedback on the course has been acted on,"Solent University, Southampton",2183,0.686
Q26,The students’ union (association or guild) effectively represents students’ academic interests,"Solent University, Southampton",2183,0.5032
Q27,"Overall, I am satisfied with the quality of the course","Solent University, Southampton",2183,0.8275
Q01,Staff are good at explaining things,Solihull College and University Centre,68,0.8293
Q02,Staff have made the subject interesting,Solihull College and University Centre,68,0.8293
Q03,The course is intellectually stimulating,Solihull College and University Centre,68,0.7073
Q04,My course has challenged me to achieve my best work,Solihull College and University Centre,68,0.8049
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,Solihull College and University Centre,68,0.8049
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,Solihull College and University Centre,68,0.7805
Q07,My course has provided me with opportunities to apply what I have learnt,Solihull College and University Centre,68,0.7073
Q08,The criteria used in marking have been clear in advance,Solihull College and University Centre,68,0.8049
Q09,Marking and assessment has been fair,Solihull College and University Centre,68,0.7561
Q10,Feedback on my work has been timely,Solihull College and University Centre,68,0.65
Q11,I have received helpful comments on my work,Solihull College and University Centre,68,0.7073
Q12,I have been able to contact staff when I needed to,Solihull College and University Centre,68,0.875
Q13,I have received sufficient advice and guidance in relation to my course,Solihull College and University Centre,68,0.8
Q14,Good advice was available when I needed to make study choices on my course,Solihull College and University Centre,68,0.7317
Q15,The course is well organised and running smoothly,Solihull College and University Centre,68,0.5385
Q16,The timetable works efficiently for me,Solihull College and University Centre,68,0.8049
Q17,Any changes in the course or teaching have been communicated effectively,Solihull College and University Centre,68,0.6
Q18,The IT resources and facilities provided have supported my learning well,Solihull College and University Centre,68,0.6829
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",Solihull College and University Centre,68,0.7073
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",Solihull College and University Centre,68,0.8537
Q21,I feel part of a community of staff and students,Solihull College and University Centre,68,0.675
Q22,I have had the right opportunities to work with other students as part of my course,Solihull College and University Centre,68,0.8049
Q23,I have had the right opportunities to provide feedback on my course,Solihull College and University Centre,68,0.6585
Q24,Staff value students’ views and opinions about the course,Solihull College and University Centre,68,0.725
Q25,It is clear how students’ feedback on the course has been acted on,Solihull College and University Centre,68,0.7
Q26,The students’ union (association or guild) effectively represents students’ academic interests,Solihull College and University Centre,68,0.4865
Q27,"Overall, I am satisfied with the quality of the course",Solihull College and University Centre,68,0.7073
Q01,Staff are good at explaining things,South & City College Birmingham,126,0.859
Q02,Staff have made the subject interesting,South & City College Birmingham,126,0.8077
Q03,The course is intellectually stimulating,South & City College Birmingham,126,0.8205
Q04,My course has challenged me to achieve my best work,South & City College Birmingham,126,0.8205
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,South & City College Birmingham,126,0.8333
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,South & City College Birmingham,126,0.8718
Q07,My course has provided me with opportunities to apply what I have learnt,South & City College Birmingham,126,0.8205
Q08,The criteria used in marking have been clear in advance,South & City College Birmingham,126,0.7821
Q09,Marking and assessment has been fair,South & City College Birmingham,126,0.8205
Q10,Feedback on my work has been timely,South & City College Birmingham,126,0.7821
Q11,I have received helpful comments on my work,South & City College Birmingham,126,0.7949
Q12,I have been able to contact staff when I needed to,South & City College Birmingham,126,0.8718
Q13,I have received sufficient advice and guidance in relation to my course,South & City College Birmingham,126,0.8312
Q14,Good advice was available when I needed to make study choices on my course,South & City College Birmingham,126,0.8182
Q15,The course is well organised and running smoothly,South & City College Birmingham,126,0.7564
Q16,The timetable works efficiently for me,South & City College Birmingham,126,0.8718
Q17,Any changes in the course or teaching have been communicated effectively,South & City College Birmingham,126,0.8182
Q18,The IT resources and facilities provided have supported my learning well,South & City College Birmingham,126,0.8052
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",South & City College Birmingham,126,0.7467
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",South & City College Birmingham,126,0.7949
Q21,I feel part of a community of staff and students,South & City College Birmingham,126,0.7436
Q22,I have had the right opportunities to work with other students as part of my course,South & City College Birmingham,126,0.9221
Q23,I have had the right opportunities to provide feedback on my course,South & City College Birmingham,126,0.8333
Q24,Staff value students’ views and opinions about the course,South & City College Birmingham,126,0.7692
Q25,It is clear how students’ feedback on the course has been acted on,South & City College Birmingham,126,0.7532
Q26,The students’ union (association or guild) effectively represents students’ academic interests,South & City College Birmingham,126,0.7286
Q27,"Overall, I am satisfied with the quality of the course",South & City College Birmingham,126,0.7792
Q01,Staff are good at explaining things,South Devon College,208,0.8774
Q02,Staff have made the subject interesting,South Devon College,208,0.8258
Q03,The course is intellectually stimulating,South Devon College,208,0.7871
Q04,My course has challenged me to achieve my best work,South Devon College,208,0.8645
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,South Devon College,208,0.8774
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,South Devon College,208,0.9097
Q07,My course has provided me with opportunities to apply what I have learnt,South Devon College,208,0.8258
Q08,The criteria used in marking have been clear in advance,South Devon College,208,0.8065
Q09,Marking and assessment has been fair,South Devon College,208,0.8129
Q10,Feedback on my work has been timely,South Devon College,208,0.871
Q11,I have received helpful comments on my work,South Devon College,208,0.8645
Q12,I have been able to contact staff when I needed to,South Devon College,208,0.8839
Q13,I have received sufficient advice and guidance in relation to my course,South Devon College,208,0.8774
Q14,Good advice was available when I needed to make study choices on my course,South Devon College,208,0.8289
Q15,The course is well organised and running smoothly,South Devon College,208,0.6645
Q16,The timetable works efficiently for me,South Devon College,208,0.8065
Q17,Any changes in the course or teaching have been communicated effectively,South Devon College,208,0.7908
Q18,The IT resources and facilities provided have supported my learning well,South Devon College,208,0.8289
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",South Devon College,208,0.8816
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",South Devon College,208,0.8421
Q21,I feel part of a community of staff and students,South Devon College,208,0.7548
Q22,I have had the right opportunities to work with other students as part of my course,South Devon College,208,0.8182
Q23,I have had the right opportunities to provide feedback on my course,South Devon College,208,0.8516
Q24,Staff value students’ views and opinions about the course,South Devon College,208,0.8
Q25,It is clear how students’ feedback on the course has been acted on,South Devon College,208,0.7097
Q26,The students’ union (association or guild) effectively represents students’ academic interests,South Devon College,208,0.6642
Q27,"Overall, I am satisfied with the quality of the course",South Devon College,208,0.8258
Q01,Staff are good at explaining things,South Eastern Regional College,183,0.9722
Q02,Staff have made the subject interesting,South Eastern Regional College,183,0.8611
Q03,The course is intellectually stimulating,South Eastern Regional College,183,0.8704
Q04,My course has challenged me to achieve my best work,South Eastern Regional College,183,0.8333
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,South Eastern Regional College,183,0.8241
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,South Eastern Regional College,183,0.8704
Q07,My course has provided me with opportunities to apply what I have learnt,South Eastern Regional College,183,0.8889
Q08,The criteria used in marking have been clear in advance,South Eastern Regional College,183,0.7593
Q09,Marking and assessment has been fair,South Eastern Regional College,183,0.8785
Q10,Feedback on my work has been timely,South Eastern Regional College,183,0.7944
Q11,I have received helpful comments on my work,South Eastern Regional College,183,0.7757
Q12,I have been able to contact staff when I needed to,South Eastern Regional College,183,0.9352
Q13,I have received sufficient advice and guidance in relation to my course,South Eastern Regional College,183,0.9259
Q14,Good advice was available when I needed to make study choices on my course,South Eastern Regional College,183,0.8774
Q15,The course is well organised and running smoothly,South Eastern Regional College,183,0.7685
Q16,The timetable works efficiently for me,South Eastern Regional College,183,0.8704
Q17,Any changes in the course or teaching have been communicated effectively,South Eastern Regional College,183,0.783
Q18,The IT resources and facilities provided have supported my learning well,South Eastern Regional College,183,0.8796
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",South Eastern Regional College,183,0.785
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",South Eastern Regional College,183,0.8879
Q21,I feel part of a community of staff and students,South Eastern Regional College,183,0.8224
Q22,I have had the right opportunities to work with other students as part of my course,South Eastern Regional College,183,0.9717
Q23,I have had the right opportunities to provide feedback on my course,South Eastern Regional College,183,0.8785
Q24,Staff value students’ views and opinions about the course,South Eastern Regional College,183,0.8411
Q25,It is clear how students’ feedback on the course has been acted on,South Eastern Regional College,183,0.6542
Q26,The students’ union (association or guild) effectively represents students’ academic interests,South Eastern Regional College,183,0.5644
Q27,"Overall, I am satisfied with the quality of the course",South Eastern Regional College,183,0.9533
Q01,Staff are good at explaining things,South Essex College of Further and Higher Education,167,0.9342
Q02,Staff have made the subject interesting,South Essex College of Further and Higher Education,167,0.8882
Q03,The course is intellectually stimulating,South Essex College of Further and Higher Education,167,0.8684
Q04,My course has challenged me to achieve my best work,South Essex College of Further and Higher Education,167,0.8684
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,South Essex College of Further and Higher Education,167,0.8355
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,South Essex College of Further and Higher Education,167,0.9079
Q07,My course has provided me with opportunities to apply what I have learnt,South Essex College of Further and Higher Education,167,0.8874
Q08,The criteria used in marking have been clear in advance,South Essex College of Further and Higher Education,167,0.8158
Q09,Marking and assessment has been fair,South Essex College of Further and Higher Education,167,0.8092
Q10,Feedback on my work has been timely,South Essex College of Further and Higher Education,167,0.7829
Q11,I have received helpful comments on my work,South Essex College of Further and Higher Education,167,0.8684
Q12,I have been able to contact staff when I needed to,South Essex College of Further and Higher Education,167,0.9079
Q13,I have received sufficient advice and guidance in relation to my course,South Essex College of Further and Higher Education,167,0.9073
Q14,Good advice was available when I needed to make study choices on my course,South Essex College of Further and Higher Education,167,0.7987
Q15,The course is well organised and running smoothly,South Essex College of Further and Higher Education,167,0.7105
Q16,The timetable works efficiently for me,South Essex College of Further and Higher Education,167,0.8684
Q17,Any changes in the course or teaching have been communicated effectively,South Essex College of Further and Higher Education,167,0.7815
Q18,The IT resources and facilities provided have supported my learning well,South Essex College of Further and Higher Education,167,0.6623
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",South Essex College of Further and Higher Education,167,0.6577
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",South Essex College of Further and Higher Education,167,0.7434
Q21,I feel part of a community of staff and students,South Essex College of Further and Higher Education,167,0.7434
Q22,I have had the right opportunities to work with other students as part of my course,South Essex College of Further and Higher Education,167,0.8389
Q23,I have had the right opportunities to provide feedback on my course,South Essex College of Further and Higher Education,167,0.8421
Q24,Staff value students’ views and opinions about the course,South Essex College of Further and Higher Education,167,0.8092
Q25,It is clear how students’ feedback on the course has been acted on,South Essex College of Further and Higher Education,167,0.6755
Q26,The students’ union (association or guild) effectively represents students’ academic interests,South Essex College of Further and Higher Education,167,0.5486
Q27,"Overall, I am satisfied with the quality of the course",South Essex College of Further and Higher Education,167,0.8224
Q01,Staff are good at explaining things,South Gloucestershire and Stroud College,114,0.9394
Q02,Staff have made the subject interesting,South Gloucestershire and Stroud College,114,0.9697
Q03,The course is intellectually stimulating,South Gloucestershire and Stroud College,114,0.9394
Q04,My course has challenged me to achieve my best work,South Gloucestershire and Stroud College,114,0.9848
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,South Gloucestershire and Stroud College,114,0.9242
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,South Gloucestershire and Stroud College,114,0.9242
Q07,My course has provided me with opportunities to apply what I have learnt,South Gloucestershire and Stroud College,114,0.9242
Q08,The criteria used in marking have been clear in advance,South Gloucestershire and Stroud College,114,0.803
Q09,Marking and assessment has been fair,South Gloucestershire and Stroud College,114,0.8308
Q10,Feedback on my work has been timely,South Gloucestershire and Stroud College,114,0.6769
Q11,I have received helpful comments on my work,South Gloucestershire and Stroud College,114,0.9242
Q12,I have been able to contact staff when I needed to,South Gloucestershire and Stroud College,114,0.9242
Q13,I have received sufficient advice and guidance in relation to my course,South Gloucestershire and Stroud College,114,0.9545
Q14,Good advice was available when I needed to make study choices on my course,South Gloucestershire and Stroud College,114,0.9365
Q15,The course is well organised and running smoothly,South Gloucestershire and Stroud College,114,0.697
Q16,The timetable works efficiently for me,South Gloucestershire and Stroud College,114,0.8939
Q17,Any changes in the course or teaching have been communicated effectively,South Gloucestershire and Stroud College,114,0.7576
Q18,The IT resources and facilities provided have supported my learning well,South Gloucestershire and Stroud College,114,0.7727
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",South Gloucestershire and Stroud College,114,0.8889
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",South Gloucestershire and Stroud College,114,0.8462
Q21,I feel part of a community of staff and students,South Gloucestershire and Stroud College,114,0.803
Q22,I have had the right opportunities to work with other students as part of my course,South Gloucestershire and Stroud College,114,0.9242
Q23,I have had the right opportunities to provide feedback on my course,South Gloucestershire and Stroud College,114,0.9394
Q24,Staff value students’ views and opinions about the course,South Gloucestershire and Stroud College,114,0.8615
Q25,It is clear how students’ feedback on the course has been acted on,South Gloucestershire and Stroud College,114,0.7121
Q26,The students’ union (association or guild) effectively represents students’ academic interests,South Gloucestershire and Stroud College,114,0.6349
Q27,"Overall, I am satisfied with the quality of the course",South Gloucestershire and Stroud College,114,0.9385
Q01,Staff are good at explaining things,South Thames Colleges Group,117,0.8228
Q02,Staff have made the subject interesting,South Thames Colleges Group,117,0.8228
Q03,The course is intellectually stimulating,South Thames Colleges Group,117,0.8481
Q04,My course has challenged me to achieve my best work,South Thames Colleges Group,117,0.7722
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,South Thames Colleges Group,117,0.8101
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,South Thames Colleges Group,117,0.7975
Q07,My course has provided me with opportunities to apply what I have learnt,South Thames Colleges Group,117,0.7722
Q08,The criteria used in marking have been clear in advance,South Thames Colleges Group,117,0.7089
Q09,Marking and assessment has been fair,South Thames Colleges Group,117,0.7179
Q10,Feedback on my work has been timely,South Thames Colleges Group,117,0.6282
Q11,I have received helpful comments on my work,South Thames Colleges Group,117,0.8101
Q12,I have been able to contact staff when I needed to,South Thames Colleges Group,117,0.7975
Q13,I have received sufficient advice and guidance in relation to my course,South Thames Colleges Group,117,0.7215
Q14,Good advice was available when I needed to make study choices on my course,South Thames Colleges Group,117,0.6486
Q15,The course is well organised and running smoothly,South Thames Colleges Group,117,0.4684
Q16,The timetable works efficiently for me,South Thames Colleges Group,117,0.7848
Q17,Any changes in the course or teaching have been communicated effectively,South Thames Colleges Group,117,0.5823
Q18,The IT resources and facilities provided have supported my learning well,South Thames Colleges Group,117,0.5733
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",South Thames Colleges Group,117,0.5395
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",South Thames Colleges Group,117,0.6267
Q21,I feel part of a community of staff and students,South Thames Colleges Group,117,0.6203
Q22,I have had the right opportunities to work with other students as part of my course,South Thames Colleges Group,117,0.8333
Q23,I have had the right opportunities to provide feedback on my course,South Thames Colleges Group,117,0.7215
Q24,Staff value students’ views and opinions about the course,South Thames Colleges Group,117,0.6962
Q25,It is clear how students’ feedback on the course has been acted on,South Thames Colleges Group,117,0.5063
Q26,The students’ union (association or guild) effectively represents students’ academic interests,South Thames Colleges Group,117,0.4328
Q27,"Overall, I am satisfied with the quality of the course",South Thames Colleges Group,117,0.6962
Q01,Staff are good at explaining things,University of South Wales,4002,0.8954
Q02,Staff have made the subject interesting,University of South Wales,4002,0.836
Q03,The course is intellectually stimulating,University of South Wales,4002,0.8247
Q04,My course has challenged me to achieve my best work,University of South Wales,4002,0.8291
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,University of South Wales,4002,0.8334
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,University of South Wales,4002,0.8516
Q07,My course has provided me with opportunities to apply what I have learnt,University of South Wales,4002,0.8564
Q08,The criteria used in marking have been clear in advance,University of South Wales,4002,0.7687
Q09,Marking and assessment has been fair,University of South Wales,4002,0.7903
Q10,Feedback on my work has been timely,University of South Wales,4002,0.7755
Q11,I have received helpful comments on my work,University of South Wales,4002,0.8049
Q12,I have been able to contact staff when I needed to,University of South Wales,4002,0.8729
Q13,I have received sufficient advice and guidance in relation to my course,University of South Wales,4002,0.8275
Q14,Good advice was available when I needed to make study choices on my course,University of South Wales,4002,0.8135
Q15,The course is well organised and running smoothly,University of South Wales,4002,0.6548
Q16,The timetable works efficiently for me,University of South Wales,4002,0.7756
Q17,Any changes in the course or teaching have been communicated effectively,University of South Wales,4002,0.7589
Q18,The IT resources and facilities provided have supported my learning well,University of South Wales,4002,0.8206
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",University of South Wales,4002,0.8531
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",University of South Wales,4002,0.8515
Q21,I feel part of a community of staff and students,University of South Wales,4002,0.734
Q22,I have had the right opportunities to work with other students as part of my course,University of South Wales,4002,0.8805
Q23,I have had the right opportunities to provide feedback on my course,University of South Wales,4002,0.8617
Q24,Staff value students’ views and opinions about the course,University of South Wales,4002,0.798
Q25,It is clear how students’ feedback on the course has been acted on,University of South Wales,4002,0.6885
Q26,The students’ union (association or guild) effectively represents students’ academic interests,University of South Wales,4002,0.5598
Q27,"Overall, I am satisfied with the quality of the course",University of South Wales,4002,0.8232
Q01,Staff are good at explaining things,South West College,265,0.8993
Q02,Staff have made the subject interesting,South West College,265,0.8456
Q03,The course is intellectually stimulating,South West College,265,0.8591
Q04,My course has challenged me to achieve my best work,South West College,265,0.8591
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,South West College,265,0.8859
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,South West College,265,0.8658
Q07,My course has provided me with opportunities to apply what I have learnt,South West College,265,0.906
Q08,The criteria used in marking have been clear in advance,South West College,265,0.8108
Q09,Marking and assessment has been fair,South West College,265,0.8912
Q10,Feedback on my work has been timely,South West College,265,0.7987
Q11,I have received helpful comments on my work,South West College,265,0.8322
Q12,I have been able to contact staff when I needed to,South West College,265,0.8591
Q13,I have received sufficient advice and guidance in relation to my course,South West College,265,0.8725
Q14,Good advice was available when I needed to make study choices on my course,South West College,265,0.8776
Q15,The course is well organised and running smoothly,South West College,265,0.6913
Q16,The timetable works efficiently for me,South West College,265,0.9122
Q17,Any changes in the course or teaching have been communicated effectively,South West College,265,0.8176
Q18,The IT resources and facilities provided have supported my learning well,South West College,265,0.8523
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",South West College,265,0.8188
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",South West College,265,0.8378
Q21,I feel part of a community of staff and students,South West College,265,0.7905
Q22,I have had the right opportunities to work with other students as part of my course,South West College,265,0.9329
Q23,I have had the right opportunities to provide feedback on my course,South West College,265,0.8514
Q24,Staff value students’ views and opinions about the course,South West College,265,0.8121
Q25,It is clear how students’ feedback on the course has been acted on,South West College,265,0.6779
Q26,The students’ union (association or guild) effectively represents students’ academic interests,South West College,265,0.6515
Q27,"Overall, I am satisfied with the quality of the course",South West College,265,0.8784
Q01,Staff are good at explaining things,University of Southampton,4024,0.8934
Q02,Staff have made the subject interesting,University of Southampton,4024,0.8252
Q03,The course is intellectually stimulating,University of Southampton,4024,0.8772
Q04,My course has challenged me to achieve my best work,University of Southampton,4024,0.8121
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,University of Southampton,4024,0.8361
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,University of Southampton,4024,0.825
Q07,My course has provided me with opportunities to apply what I have learnt,University of Southampton,4024,0.7888
Q08,The criteria used in marking have been clear in advance,University of Southampton,4024,0.7075
Q09,Marking and assessment has been fair,University of Southampton,4024,0.7192
Q10,Feedback on my work has been timely,University of Southampton,4024,0.6988
Q11,I have received helpful comments on my work,University of Southampton,4024,0.6932
Q12,I have been able to contact staff when I needed to,University of Southampton,4024,0.871
Q13,I have received sufficient advice and guidance in relation to my course,University of Southampton,4024,0.768
Q14,Good advice was available when I needed to make study choices on my course,University of Southampton,4024,0.7216
Q15,The course is well organised and running smoothly,University of Southampton,4024,0.7165
Q16,The timetable works efficiently for me,University of Southampton,4024,0.8047
Q17,Any changes in the course or teaching have been communicated effectively,University of Southampton,4024,0.7876
Q18,The IT resources and facilities provided have supported my learning well,University of Southampton,4024,0.8476
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",University of Southampton,4024,0.8778
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",University of Southampton,4024,0.8853
Q21,I feel part of a community of staff and students,University of Southampton,4024,0.6778
Q22,I have had the right opportunities to work with other students as part of my course,University of Southampton,4024,0.8367
Q23,I have had the right opportunities to provide feedback on my course,University of Southampton,4024,0.8692
Q24,Staff value students’ views and opinions about the course,University of Southampton,4024,0.7536
Q25,It is clear how students’ feedback on the course has been acted on,University of Southampton,4024,0.6281
Q26,The students’ union (association or guild) effectively represents students’ academic interests,University of Southampton,4024,0.5163
Q27,"Overall, I am satisfied with the quality of the course",University of Southampton,4024,0.8491
Q01,Staff are good at explaining things,Southern Regional College,283,0.878
Q02,Staff have made the subject interesting,Southern Regional College,283,0.8177
Q03,The course is intellectually stimulating,Southern Regional College,283,0.8634
Q04,My course has challenged me to achieve my best work,Southern Regional College,283,0.8488
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,Southern Regional College,283,0.8088
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,Southern Regional College,283,0.878
Q07,My course has provided me with opportunities to apply what I have learnt,Southern Regional College,283,0.8725
Q08,The criteria used in marking have been clear in advance,Southern Regional College,283,0.7892
Q09,Marking and assessment has been fair,Southern Regional College,283,0.8571
Q10,Feedback on my work has been timely,Southern Regional College,283,0.7143
Q11,I have received helpful comments on my work,Southern Regional College,283,0.8098
Q12,I have been able to contact staff when I needed to,Southern Regional College,283,0.8829
Q13,I have received sufficient advice and guidance in relation to my course,Southern Regional College,283,0.8627
Q14,Good advice was available when I needed to make study choices on my course,Southern Regional College,283,0.8431
Q15,The course is well organised and running smoothly,Southern Regional College,283,0.6863
Q16,The timetable works efficiently for me,Southern Regional College,283,0.8049
Q17,Any changes in the course or teaching have been communicated effectively,Southern Regional College,283,0.7
Q18,The IT resources and facilities provided have supported my learning well,Southern Regional College,283,0.8768
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",Southern Regional College,283,0.8163
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",Southern Regional College,283,0.8657
Q21,I feel part of a community of staff and students,Southern Regional College,283,0.7353
Q22,I have had the right opportunities to work with other students as part of my course,Southern Regional College,283,0.9171
Q23,I have had the right opportunities to provide feedback on my course,Southern Regional College,283,0.8235
Q24,Staff value students’ views and opinions about the course,Southern Regional College,283,0.7843
Q25,It is clear how students’ feedback on the course has been acted on,Southern Regional College,283,0.6146
Q26,The students’ union (association or guild) effectively represents students’ academic interests,Southern Regional College,283,0.5372
Q27,"Overall, I am satisfied with the quality of the course",Southern Regional College,283,0.8146
Q01,Staff are good at explaining things,Southport College,43,0.8519
Q02,Staff have made the subject interesting,Southport College,43,0.8148
Q03,The course is intellectually stimulating,Southport College,43,0.7778
Q04,My course has challenged me to achieve my best work,Southport College,43,0.8148
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,Southport College,43,0.9259
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,Southport College,43,0.963
Q07,My course has provided me with opportunities to apply what I have learnt,Southport College,43,0.8519
Q08,The criteria used in marking have been clear in advance,Southport College,43,0.6296
Q09,Marking and assessment has been fair,Southport College,43,0.6667
Q10,Feedback on my work has been timely,Southport College,43,0.6667
Q11,I have received helpful comments on my work,Southport College,43,0.8148
Q12,I have been able to contact staff when I needed to,Southport College,43,0.7778
Q13,I have received sufficient advice and guidance in relation to my course,Southport College,43,0.7778
Q14,Good advice was available when I needed to make study choices on my course,Southport College,43,0.6667
Q15,The course is well organised and running smoothly,Southport College,43,0.3704
Q16,The timetable works efficiently for me,Southport College,43,0.8148
Q17,Any changes in the course or teaching have been communicated effectively,Southport College,43,0.6296
Q18,The IT resources and facilities provided have supported my learning well,Southport College,43,0.7037
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",Southport College,43,0.7308
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",Southport College,43,0.7692
Q21,I feel part of a community of staff and students,Southport College,43,0.6923
Q22,I have had the right opportunities to work with other students as part of my course,Southport College,43,0.8148
Q23,I have had the right opportunities to provide feedback on my course,Southport College,43,0.7037
Q24,Staff value students’ views and opinions about the course,Southport College,43,0.7037
Q25,It is clear how students’ feedback on the course has been acted on,Southport College,43,0.5926
Q26,The students’ union (association or guild) effectively represents students’ academic interests,Southport College,43,0.5652
Q27,"Overall, I am satisfied with the quality of the course",Southport College,43,0.7037
Q01,Staff are good at explaining things,Sparsholt College,93,0.875
Q02,Staff have made the subject interesting,Sparsholt College,93,0.9
Q03,The course is intellectually stimulating,Sparsholt College,93,0.8875
Q04,My course has challenged me to achieve my best work,Sparsholt College,93,0.875
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,Sparsholt College,93,0.7625
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,Sparsholt College,93,0.775
Q07,My course has provided me with opportunities to apply what I have learnt,Sparsholt College,93,0.8375
Q08,The criteria used in marking have been clear in advance,Sparsholt College,93,0.6625
Q09,Marking and assessment has been fair,Sparsholt College,93,0.675
Q10,Feedback on my work has been timely,Sparsholt College,93,0.675
Q11,I have received helpful comments on my work,Sparsholt College,93,0.85
Q12,I have been able to contact staff when I needed to,Sparsholt College,93,0.8125
Q13,I have received sufficient advice and guidance in relation to my course,Sparsholt College,93,0.7375
Q14,Good advice was available when I needed to make study choices on my course,Sparsholt College,93,0.7
Q15,The course is well organised and running smoothly,Sparsholt College,93,0.4625
Q16,The timetable works efficiently for me,Sparsholt College,93,0.6625
Q17,Any changes in the course or teaching have been communicated effectively,Sparsholt College,93,0.6076
Q18,The IT resources and facilities provided have supported my learning well,Sparsholt College,93,0.625
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",Sparsholt College,93,0.7595
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",Sparsholt College,93,0.7821
Q21,I feel part of a community of staff and students,Sparsholt College,93,0.5696
Q22,I have had the right opportunities to work with other students as part of my course,Sparsholt College,93,0.8
Q23,I have had the right opportunities to provide feedback on my course,Sparsholt College,93,0.6625
Q24,Staff value students’ views and opinions about the course,Sparsholt College,93,0.7375
Q25,It is clear how students’ feedback on the course has been acted on,Sparsholt College,93,0.525
Q26,The students’ union (association or guild) effectively represents students’ academic interests,Sparsholt College,93,0.3867
Q27,"Overall, I am satisfied with the quality of the course",Sparsholt College,93,0.7
