SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_popularity,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Open RoadEdison,Edison,Open Road,[],2YEdUiEbZWEuY1RoptUpnG,https://p.scdn.co/mp3-preview/ce88a51fb793339e5774e1e88b3e5aeb766f8ac6?cid=b8d3901151d34489a160e3cf0ab1fa94,191238,32,False,0.652,0.72,2,-8.096,1,0.0325,0.114,7.59e-06,0.105,0.818,107.45,4
The Hop (feat. Bajka)Radio Citizen,Radio Citizen,The Hop (feat. Bajka),['nu jazz'],2aqBvf4lxYnJ112aqVXEFA,https://p.scdn.co/mp3-preview/d163ab1746c1e0f63121bb409375b04a14784cdd?cid=b8d3901151d34489a160e3cf0ab1fa94,214080,43,False,0.829,0.459,8,-8.939,1,0.127,0.262,0.316,0.114,0.383,90.613,4
Turn On's Slash Turn Off'sDane Cook,Dane Cook,Turn On's Slash Turn Off's,"['comedy', 'comic']",2WBwVeHsX0nP9WTr4LoTX3,https://p.scdn.co/mp3-preview/1b1172ea3c8d7d999c9d213f5716fda0d1c61488?cid=b8d3901151d34489a160e3cf0ab1fa94,106904,22,True,0.514,0.934,10,-4.988,1,0.831,0.79,8.26e-06,0.832,0.326,79.13,4
Tuesday Afternoon (Forever Afternoon) - Edit Single VersionThe Moody Blues,The Moody Blues,Tuesday Afternoon (Forever Afternoon) - Edit Single Version,"['album rock', 'art rock', 'british invasion', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",38GsITdibe63UxZZDgE1yu,,250373,33,False,0.497,0.393,0,-9.92,1,0.0281,0.0945,0.011,0.154,0.271,113.591,4
Dreadlock Holiday10cc,10cc,Dreadlock Holiday,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock', 'yacht rock']",1LOZMYF5s8qhW7Rv4w2gun,,267946,67,False,0.837,0.38,7,-13.341,0,0.064,0.541,0.00789,0.198,0.892,104.995,4
Is It MeSt. Paul & The Broken Bones,St. Paul & The Broken Bones,Is It Me,"['funk', 'new americana', 'retro soul', 'soul']",26icLILupXJtsQq5EtZdwn,https://p.scdn.co/mp3-preview/4bfb68e2bd728070c871d0016886eb56729ad823?cid=b8d3901151d34489a160e3cf0ab1fa94,133320,42,False,0.269,0.164,3,-12.865,1,0.0389,0.879,0.00066,0.122,0.254,69.071,3
Crying in the ClubCamila Cabello,Camila Cabello,Crying in the Club,"['dance pop', 'pop', 'post-teen pop']",1SJtlNRJDeYHioymcvsqev,https://p.scdn.co/mp3-preview/1a9f4cc9835fdf339761f898464a34bd9c51b638?cid=b8d3901151d34489a160e3cf0ab1fa94,216391,74,False,0.334,0.617,6,-5.834,0,0.383,0.334,0,0.163,0.603,85.227,4
The WatcherDr. Dre,Dr. Dre,The Watcher,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1iQ5E4z6CJ38dIzvMI9Wdo,,206546,57,True,0.939,0.486,7,-3.488,1,0.207,0.172,0,0.264,0.517,97.582,4
The DealCharlie Patton's War,Charlie Patton's War,The Deal,['modern blues rock'],3cBza6toZzNnTbX7MoJQgA,https://p.scdn.co/mp3-preview/7a940aa17f7127758dd2a7680af8cf21a8f378cf?cid=b8d3901151d34489a160e3cf0ab1fa94,249322,29,False,0.357,0.832,8,-5.369,0,0.0589,0.000231,0.000111,0.103,0.702,106.353,4
Brown Derby JumpCherry Poppin' Daddies,Cherry Poppin' Daddies,Brown Derby Jump,"['ska punk', 'swing', 'traditional swing']",5SEiTOjPOmNHDAyv6dfkDT,https://p.scdn.co/mp3-preview/c4f635e448bef2c93c1343a3ce2122e24b04494d?cid=b8d3901151d34489a160e3cf0ab1fa94,179828,30,False,0.483,0.707,11,-8.756,0,0.141,0.116,0.000237,0.221,0.873,201.777,4
PiningParker Millsap,Parker Millsap,Pining,"['deep new americana', 'indie folk', 'modern blues rock', 'new americana', 'ok indie', 'roots rock', 'stomp and holler']",2necAV33vY9L5x2SUXYZeY,https://p.scdn.co/mp3-preview/bd1a0dbc8321fb1c8f4fdf24df69b65e5c828308?cid=b8d3901151d34489a160e3cf0ab1fa94,164533,38,False,0.738,0.466,10,-7.096,0,0.101,0.0824,0,0.071,0.792,92.6,4
La La LaNaughty Boy,Naughty Boy,La La La,"['tropical house', 'uk contemporary r&b']",36pLU2ywVeBKEF0rrKtmCB,,222200,61,False,0.772,0.65,6,-5.202,0,0.0306,0.107,1.13e-06,0.0905,0.262,125.082,4
Pure ImaginationRichie Cunning,Richie Cunning,Pure Imagination,['underground rap'],00EE6U2juZMvGuMUCTHuas,https://p.scdn.co/mp3-preview/247e96e66e8c85ef95afdfa378a261ac072243a5?cid=b8d3901151d34489a160e3cf0ab1fa94,218602,41,True,0.676,0.934,1,-7.675,1,0.306,0.0433,0,0.805,0.578,94.036,4
DreadZion I,Zion I,Dread,"['alternative hip hop', 'hip hop', 'underground rap']",2f71uqqytZJ4ecQDau0uIE,https://p.scdn.co/mp3-preview/9944134bd25893007095736020e1ba75f8388e91?cid=b8d3901151d34489a160e3cf0ab1fa94,147069,27,True,0.773,0.577,4,-5.527,0,0.253,0.24,0.00101,0.145,0.373,130.112,4
IDGAFDua Lipa,Dua Lipa,IDGAF,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",76cy1WJvNGJTj78UqeA5zr,https://p.scdn.co/mp3-preview/d8a0e05a79451d12c6cb5425c50c8d2ff00d4705?cid=b8d3901151d34489a160e3cf0ab1fa94,217946,83,True,0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,4
Mockin' BirdTom Waits,Tom Waits,Mockin' Bird,"['folk', 'folk rock', 'roots rock', 'singer-songwriter']",09pjg1MRJ5h1W7LpRKUihV,https://p.scdn.co/mp3-preview/c127815918caa5bc93eeb5dd76d9f94af69891f0?cid=b8d3901151d34489a160e3cf0ab1fa94,207354,25,False,0.541,0.207,0,-15.323,1,0.0301,0.938,0.0157,0.122,0.181,123.128,4
CandyMandy Moore,Mandy Moore,Candy,"['dance pop', 'hollywood', 'movie tunes', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",2YhE6xeWN0R9RVwEOG9lR1,https://p.scdn.co/mp3-preview/57b9826ad08ab09b1a23554b699302ecd40cb48e?cid=b8d3901151d34489a160e3cf0ab1fa94,233871,52,False,0.813,0.836,7,-4.23,1,0.0881,0.178,6.63e-05,0.154,0.677,100.491,4
Nothing Compares 2 U - Live At SiriusXM/2015Chris Cornell,Chris Cornell,Nothing Compares 2 U - Live At SiriusXM/2015,"['alternative metal', 'alternative rock', 'grunge', 'post-grunge', 'rock']",,,,,,,,,,,,,,,,,
Keep It HidDan Auerbach,Dan Auerbach,Keep It Hid,"['funk', 'garage rock', 'indie folk', 'indie rock', 'modern blues rock', 'modern rock', 'new americana', 'rock', 'stomp and holler']",2ckCEdqefxdVVw3T7tPHoo,https://p.scdn.co/mp3-preview/e77e46953ecb73b7406f89941bbb4cb825410b9e?cid=b8d3901151d34489a160e3cf0ab1fa94,219026,32,False,0.624,0.662,9,-7.961,1,0.0448,0.172,0.136,0.172,0.816,135.087,4
Baba O'Riley (iTunes Session)The Gaslight Anthem,The Gaslight Anthem,Baba O'Riley (iTunes Session),"['heartland rock', 'new jersey indie', 'new jersey punk', 'skate punk']",,,,,,,,,,,,,,,,,
Not Messin'Dispatch,Dispatch,Not Messin',"['jam band', 'modern folk rock', 'neo mellow', 'reggae rock', 'stomp and holler']",4d48Ffw2t0eGqWwyswMawT,https://p.scdn.co/mp3-preview/b801589aaa541a0a4f64edd046bc6e0aae61a416?cid=b8d3901151d34489a160e3cf0ab1fa94,225920,16,False,0.445,0.868,2,-5.456,1,0.0317,0.0909,0.0909,0.145,0.601,85.507,4
Habit - Dack Janiels & Wenzday RemixRain Man,Rain Man,Habit - Dack Janiels & Wenzday Remix,['sound'],6g10yOV7NssHq2XHpi6UgY,https://p.scdn.co/mp3-preview/f83209dc467b67d23d88385b874c264eb5b57780?cid=b8d3901151d34489a160e3cf0ab1fa94,207200,23,False,0.637,0.935,0,-2.467,1,0.107,0.00857,0.00399,0.214,0.468,150.082,4
CreeperLincoln Durham,Lincoln Durham,Creeper,"['modern blues', 'modern blues rock']",3DI0Ko7hmK2uh8INSXFnkb,https://p.scdn.co/mp3-preview/d5437dc72d47d4281ff63f9dea3f91ef181d2929?cid=b8d3901151d34489a160e3cf0ab1fa94,221213,30,False,0.644,0.716,4,-10.005,0,0.0823,0.0597,1.45e-05,0.101,0.569,142.059,4
Warm (feat. Mia)Dre'es,Dre'es,Warm (feat. Mia),['bedroom soul'],3kBofOTKMUZ62a311eUwvx,https://p.scdn.co/mp3-preview/cc2af0446af19f8f01e46602d5c400f7c27abc9d?cid=b8d3901151d34489a160e3cf0ab1fa94,255465,63,True,0.662,0.297,8,-14.525,1,0.0301,0.888,0.108,0.119,0.434,94.023,4
FireBarns Courtney,Barns Courtney,Fire,"['modern alternative rock', 'modern rock', 'rock']",5w6B0sAH7XauCvMOAtplQj,,197520,65,False,0.548,0.64,10,-6.285,0,0.0306,0.21,0.000328,0.08,0.392,108.326,4
GraduateThird Eye Blind,Third Eye Blind,Graduate,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",6pLko0BJo4OmvbmPbLURsl,https://p.scdn.co/mp3-preview/acfc2f98be72398d9671c86651214c51bfb38bf3?cid=b8d3901151d34489a160e3cf0ab1fa94,187666,53,False,0.498,0.913,0,-4.805,0,0.0446,0.000904,0,0.0902,0.45,89.359,4
All the SameOld Sea Brigade,Old Sea Brigade,All the Same,"['chamber pop', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'new americana', 'pop folk']",4VHlG6NnXqOAmQp9mPFY9o,https://p.scdn.co/mp3-preview/1eb3cc28be09870a6d216ca020ac0caab4c10db0?cid=b8d3901151d34489a160e3cf0ab1fa94,218440,27,False,0.459,0.75,1,-9.053,1,0.064,0.164,0.000292,0.106,0.182,117.938,4
Jesus He Knows Me - 2007 Remastered VersionGenesis,Genesis,Jesus He Knows Me - 2007 Remastered Version,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",,,,,,,,,,,,,,,,,
Ticket To Ride - Remastered 2015The Beatles,The Beatles,Ticket To Ride - Remastered 2015,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",7nhrlsT1P4qsslp28UA1BI,,190120,57,False,0.554,0.904,4,-6.319,0,0.0536,0.0638,0,0.259,0.801,123.443,4
Lost & FoundThe Polish Ambassador,The Polish Ambassador,Lost & Found,['electropop'],14n2bAn0tzZ3y9myYM3rgN,https://p.scdn.co/mp3-preview/e5199612a70f89f285928f5152b98bc61fa870af?cid=b8d3901151d34489a160e3cf0ab1fa94,377235,35,False,0.73,0.765,4,-7.03,0,0.128,0.285,6.11e-05,0.226,0.441,92.978,4
PermissionRo James,Ro James,Permission,"['alternative r&b', 'deep pop r&b', 'r&b']",3gx6E5B42WHKf5agVWQAf2,https://p.scdn.co/mp3-preview/0cd26a56623cdca5e1642518b62998c2a84816c4?cid=b8d3901151d34489a160e3cf0ab1fa94,281511,58,True,0.663,0.481,6,-4.121,0,0.0545,0.195,6.7e-05,0.0836,0.306,75.523,4
CheeseThe Floozies,The Floozies,Cheese,"['jam band', 'lawrence ks indie']",088H24LB7Z0cOxMcr4NeUh,https://p.scdn.co/mp3-preview/3334bc16dbcd2afc9584ee147df9b3ed72212ad3?cid=b8d3901151d34489a160e3cf0ab1fa94,223448,34,False,0.619,0.552,2,-5.299,0,0.0392,0.0757,0.257,0.0966,0.363,174.001,4
In the MeantimeSpacehog,Spacehog,In the Meantime,"['alternative rock', 'glam rock', 'pop rock', 'post-grunge']",02lTDOxHeXTHsdwXoz6lpC,https://p.scdn.co/mp3-preview/6f077ae6c5ac013b1f6748c80a08b8b3f6101cc3?cid=b8d3901151d34489a160e3cf0ab1fa94,299506,61,False,0.269,0.895,9,-6.382,1,0.118,0.083,0.00266,0.153,0.16,168.479,4
JoleneThe White Stripes,The White Stripes,Jolene,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",,,,,,,,,,,,,,,,,
Whole Lotta Love - 1990 RemasterLed Zeppelin,Led Zeppelin,Whole Lotta Love - 1990 Remaster,"['album rock', 'classic rock', 'hard rock', 'rock']",0hCB0YR03f6AmQaHbwWDe8,https://p.scdn.co/mp3-preview/ce11b19a4d2de9976d7626df0717d0073863909c?cid=b8d3901151d34489a160e3cf0ab1fa94,333893,76,False,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,4
MineBazzi,Bazzi,Mine,"['pop', 'post-teen pop']",7uzmGiiJyRfuViKKK3lVmR,https://p.scdn.co/mp3-preview/139aec4c3e350d889e4f1108eb14654c3d70c376?cid=b8d3901151d34489a160e3cf0ab1fa94,131064,81,True,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,4
El ScorchoWeezer,Weezer,El Scorcho,"['alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",3g2gQMeeQAEPztiQKMlGSl,,243466,56,False,0.479,0.707,1,-4.968,1,0.0659,0.0471,0,0.0932,0.661,148.092,4
Chapel Of LoveThe Dixie Cups,The Dixie Cups,Chapel Of Love,"['brill building pop', 'classic girl group']",4JchWgAG3RZmCLHcEGf9DZ,https://p.scdn.co/mp3-preview/7d3eb1849edf69129753b54dac490cb96b909c41?cid=b8d3901151d34489a160e3cf0ab1fa94,170874,54,False,0.593,0.354,9,-10.269,1,0.0288,0.733,0,0.527,0.793,124.63,4
Spoonman - Steve Aoki RemixSoundgarden,Soundgarden,Spoonman - Steve Aoki Remix,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'modern rock', 'nu metal', 'post-grunge', 'rock']",0hwf50U1Ur208CGCPcK49H,,164347,34,False,0.464,0.843,7,-3.843,1,0.0573,0.00806,0.000258,0.0669,0.0355,92.035,4
All My LoveStick Figure,Stick Figure,All My Love,['reggae fusion'],3ik1fFvzdgmVuiob8t8NlG,https://p.scdn.co/mp3-preview/c1299e5ac6b4d308dfcf7b916e658fe7529925ea?cid=b8d3901151d34489a160e3cf0ab1fa94,254680,45,False,0.834,0.677,4,-6.444,0,0.0389,0.362,0.181,0.102,0.732,129.988,4
JourneyLRKR,LRKR,Journey,[],7iPszK6Q6kinprkJnRDmPr,https://p.scdn.co/mp3-preview/220b50572e6d2ff547e7d2a8d0fdd55ca3f1bf16?cid=b8d3901151d34489a160e3cf0ab1fa94,303970,37,False,0.564,0.548,11,-9.368,0,0.0301,0.0119,0.511,0.0915,0.141,135.998,4
GoneLaith Al-Saadi,Laith Al-Saadi,Gone,,,,,,,,,,,,,,,,,,
Too Good at GoodbyesSam Smith,Sam Smith,Too Good at Goodbyes,"['pop', 'post-teen pop', 'uk pop']",3VlbOrM6nYPprVvzBZllE5,,201000,77,False,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,4
E-Pro - CapeLion V2 RemixBeck,Beck,E-Pro - CapeLion V2 Remix,"['alternative rock', 'anti-folk', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']",,,,,,,,,,,,,,,,,
TryingBop English,Bop English,Trying,[],40s8KCqup3JqvaqRqfR59e,,298893,35,False,0.656,0.861,0,-8.474,1,0.113,0.101,0.0233,0.273,0.604,126.5,4
Crash into MeDave Matthews Band,Dave Matthews Band,Crash into Me,"['jam band', 'neo mellow', 'pop rock']",1HL3yEnYq8LEyFQ3QegA5V,https://p.scdn.co/mp3-preview/acd547cb5d76704d2b7dfc2cdcd6b270c95afe75?cid=b8d3901151d34489a160e3cf0ab1fa94,316466,66,False,0.541,0.677,4,-10.764,1,0.0373,0.122,0.0191,0.0938,0.555,101.1,4
I Believe in a Thing Called LoveThe Darkness,The Darkness,I Believe in a Thing Called Love,"['comic', 'glam metal', 'hard rock', 'rock']",756CJtQRFSxEx9jV4P9hpA,https://p.scdn.co/mp3-preview/b98e998e3ba85b486abd53fe2a12b3138db5ab2a?cid=b8d3901151d34489a160e3cf0ab1fa94,217653,69,False,0.442,0.846,4,-5.214,1,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,4
Back to YouSelena Gomez,Selena Gomez,Back to You,"['dance pop', 'pop', 'post-teen pop']",4hQ6UGyWQIGJmHSo0J88JW,,207904,81,False,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,4
PrecitaMount Moriah,Mount Moriah,Precita,['north carolina indie'],2ODxTvt85nHNEixwCF4gLw,https://p.scdn.co/mp3-preview/8232f96a3f627161e6827f10884748368d40f73c?cid=b8d3901151d34489a160e3cf0ab1fa94,167399,19,False,0.665,0.46,9,-8.575,1,0.0254,0.106,0,0.106,0.765,81.057,4
GuesthouseDavid Wax Museum,David Wax Museum,Guesthouse,['indie folk'],0FL5K18vEciaGiB6cplr6J,https://p.scdn.co/mp3-preview/fff32476d6d903e5c9f474a0bfaa5c152c361ca2?cid=b8d3901151d34489a160e3cf0ab1fa94,250387,30,False,0.319,0.833,5,-5.196,1,0.132,0.206,9.19e-05,0.239,0.615,141.312,4
Johnny LawWilliam Elliott Whitmore,William Elliott Whitmore,Johnny Law,"['iowa indie', 'new americana', 'stomp and holler']",50NxwJPlcjsT7IqFshyuYP,https://p.scdn.co/mp3-preview/b85b43468fe07e371f370ea92a52cc683776ae49?cid=b8d3901151d34489a160e3cf0ab1fa94,269906,43,False,0.687,0.322,4,-13.015,1,0.06,0.962,0,0.0818,0.312,107.753,4
Let's Get It StartedBlack Eyed Peas,Black Eyed Peas,Let's Get It Started,"['dance pop', 'pop', 'pop rap']",3qK8x4GZcIkzTz9JEqvIF5,,217213,56,False,0.785,0.794,2,-2.197,1,0.113,0.103,0,0.196,0.783,105,4
Desire (feat. Goldchain)Sylo Nozra,Sylo Nozra,Desire (feat. Goldchain),"['alternative r&b', 'canadian contemporary r&b', 'indie r&b']",1a1aDGs7aM4jDWNXXzqDWt,https://p.scdn.co/mp3-preview/08b0bf27363aa12bc00efde733bc82df4465542c?cid=b8d3901151d34489a160e3cf0ab1fa94,220714,33,False,0.799,0.322,7,-10.921,0,0.123,0.165,8.72e-06,0.115,0.451,83.997,4
Just to giveAaron Kamm and the One Drops,Aaron Kamm and the One Drops,Just to give,"['reggae rock', 'stl indie']",6GvuqHNMElOArvn8DebAMl,https://p.scdn.co/mp3-preview/c3826f9133db989f0a87499108dae2bef057333e?cid=b8d3901151d34489a160e3cf0ab1fa94,308466,28,False,0.825,0.588,6,-10.012,1,0.171,0.0855,4.22e-06,0.0806,0.709,88.985,4
Fade To Black (Remastered)Metallica,Metallica,Fade To Black (Remastered),"['alternative metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",0dqGfCMAGyDgpUAgLNOjWd,https://p.scdn.co/mp3-preview/1ed11e779717e87b588b0a47c0e3a2b5a7717bfe?cid=b8d3901151d34489a160e3cf0ab1fa94,417226,62,False,0.256,0.929,7,-6.667,1,0.113,0.00311,0.201,0.11,0.278,113.47,4
Foxy LadyJimi Hendrix,Jimi Hendrix,Foxy Lady,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",,,,,,,,,,,,,,,,,
I'm A Steady Rollin' ManGeorge Thorogood & The Destroyers,George Thorogood & The Destroyers,I'm A Steady Rollin' Man,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock']",7Ft62uJ5syxfdFTJthjXoE,,224373,31,False,0.557,0.883,0,-7.719,1,0.0622,0.0121,0.00715,0.345,0.671,125.493,4
SleepwalkingToledo Rains,Toledo Rains,Sleepwalking,['background music'],2JTCTVErzT3ydfILSvfImZ,https://p.scdn.co/mp3-preview/9d9a5d071c6f62f15442c6e196e742fbd973e21c?cid=b8d3901151d34489a160e3cf0ab1fa94,153364,50,False,0.41,0.0673,1,-21.632,0,0.0357,0.592,0.889,0.126,0.0614,106.987,4
Elvis Presley BluesTom Jones,Tom Jones,Elvis Presley Blues,"['adult standards', 'british invasion', 'lounge', 'mellow gold']",1o8LD23e7JvOAp8UNJj3q7,https://p.scdn.co/mp3-preview/9a4c196a922a81c4b014f8602d7b54e16407b79d?cid=b8d3901151d34489a160e3cf0ab1fa94,194885,21,False,0.498,0.362,7,-8.666,0,0.0648,0.852,0.00094,0.111,0.0381,127.015,5
Travelin' Man - Live In Detroit/1975Bob Seger,Bob Seger,Travelin' Man - Live In Detroit/1975,"['album rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",,,,,,,,,,,,,,,,,
SmileGoloise,Goloise,Smile,['chill beats'],6CTBKPLcrdFfo57ud4Zmc5,https://p.scdn.co/mp3-preview/3614c13e6884064e2e7dc0a9ffcbb5b88dc28c61?cid=b8d3901151d34489a160e3cf0ab1fa94,225365,42,False,0.614,0.481,10,-8.377,1,0.0388,0.657,0.921,0.0983,0.426,81.996,4
SpoiledJoss Stone,Joss Stone,Spoiled,"['british soul', 'neo soul', 'pop rock']",08ydcS9NTm1a2csSppGsJT,,243106,50,False,0.533,0.567,2,-6.729,1,0.0474,0.597,0,0.108,0.295,110.117,3
The Dirt BikeAstronautalis,Astronautalis,The Dirt Bike,"['abstract hip hop', 'experimental hip hop']",0COjmDJ8kF2TKXoNcBw29r,https://p.scdn.co/mp3-preview/35c5db1d7be4af0d51baa7390a64a89fe4230a0a?cid=b8d3901151d34489a160e3cf0ab1fa94,154888,30,False,0.594,0.727,10,-7.642,0,0.0575,0.259,0,0.304,0.38,79.987,4
RailroadBéla Fleck,Béla Fleck,Railroad,"['banjo', 'bluegrass', 'instrumental bluegrass', 'progressive bluegrass']",5gdfUvZS4OdMA7BJtVG2tJ,,216306,35,False,0.769,0.295,0,-12.298,0,0.0358,0.991,0.0854,0.122,0.743,117.751,4
Until It Turned to DustRudo Maraj,Rudo Maraj,Until It Turned to Dust,[],5QlQFweeqjWB7iTW43Uxem,https://p.scdn.co/mp3-preview/813cf6d4a76a336ad56cce6a59376e53631e7f70?cid=b8d3901151d34489a160e3cf0ab1fa94,161018,23,True,0.65,0.822,2,-5.703,1,0.314,0.0186,0,0.119,0.11,77.437,4
ShapeshifterKr3Ture,Kr3Ture,Shapeshifter,['livetronica'],7f5zhIljE3ARgDlVz0SYIo,https://p.scdn.co/mp3-preview/29329602d3b1dca4d6174acc7423bf006751ca7b?cid=b8d3901151d34489a160e3cf0ab1fa94,233352,31,False,0.402,0.653,7,-9.957,1,0.109,0.00443,0.00886,0.126,0.478,175.264,4
home for a whiles. lyre,s. lyre,home for a while,[],5CM5Z9GvrivuJs50a2T4hM,https://p.scdn.co/mp3-preview/d5a0f2eb70e6c5016f3aff53427e3115bf753c01?cid=b8d3901151d34489a160e3cf0ab1fa94,151807,58,False,0.601,0.185,0,-19.246,1,0.0518,0.935,0.86,0.524,0.634,165.981,4
Land Locked BluesBright Eyes,Bright Eyes,Land Locked Blues,"['anti-folk', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'slow core', 'stomp and holler']",558BHSecDFS85E2L2aKzP8,https://p.scdn.co/mp3-preview/6d9181f96ded03a8fae11aa70b7bcfb49f8a43df?cid=b8d3901151d34489a160e3cf0ab1fa94,347733,47,False,0.479,0.259,3,-11.928,1,0.0681,0.831,0,0.142,0.338,137.911,3
ParanoiaMax Frost,Max Frost,Paranoia,"['austindie', 'indie pop', 'indie poptimism', 'indietronica', 'modern rock']",3VjiqVjB7e4FmDnIXpYy4r,https://p.scdn.co/mp3-preview/a1e7124ec56cdecd32cc67d7dbb26b18b41e2ac3?cid=b8d3901151d34489a160e3cf0ab1fa94,231733,35,False,0.766,0.798,0,-4.653,1,0.0432,0.0251,0.108,0.187,0.76,124.003,4
Lonesome Loser - RemasteredLittle River Band,Little River Band,Lonesome Loser - Remastered,"['album rock', 'art rock', 'australian rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",3OZ40egQbNWeTe0BnR2QKa,,237973,58,False,0.466,0.548,0,-8.321,1,0.0252,0.0928,0,0.293,0.439,109.965,4
Trunk PoppedAdmiral,Admiral,Trunk Popped,[],3dAc8UdguKMmY7yTpS3a0h,https://p.scdn.co/mp3-preview/48d890663c8771e10ce698defe0f7cf69e31341c?cid=b8d3901151d34489a160e3cf0ab1fa94,182836,49,False,0.755,0.795,6,-8.505,1,0.1,0.09,0.773,0.0488,0.612,83.961,4
OppsEBHONI,EBHONI,Opps,['canadian contemporary r&b'],0Uo0OkEWwKfTFKZA0663QN,https://p.scdn.co/mp3-preview/fbb1272b6cf0567c757693c0504c4170cd190280?cid=b8d3901151d34489a160e3cf0ab1fa94,191330,13,False,0.81,0.693,5,-6.493,1,0.0466,0.0972,0.00136,0.111,0.641,143.004,4
Your Cheatin' HeartHank Williams,Hank Williams,Your Cheatin' Heart,"['country', 'country road', 'country rock', 'outlaw country']",3IK25HIyoNVGUfHgfaXgEU,,162906,53,False,0.669,0.219,0,-12.028,1,0.0285,0.879,0.00047,0.233,0.671,127.878,4
When We're Human - From The Princess and the Frog/Soundtrack VersionLeon-Wooley,Leon-Wooley,When We're Human - From The Princess and the Frog/Soundtrack Version,,,,,,,,,,,,,,,,,,
I Just Called to Say I Love YouStevie Wonder,Stevie Wonder,I Just Called to Say I Love You,"['adult standards', 'motown', 'quiet storm', 'soul']",6RNDeRnWsRMjPdNVgupZCs,,262240,75,False,0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,4
Archipelago DreamsHalcyon Fields,Halcyon Fields,Archipelago Dreams,['focus'],0tWJSrOeixKQQcYEws7HTF,https://p.scdn.co/mp3-preview/8cc89075898ec1bc234bb57167529f56505328eb?cid=b8d3901151d34489a160e3cf0ab1fa94,156300,51,False,0.119,0.214,2,-18.913,1,0.0377,0.841,0.931,0.113,0.0385,80.643,4
Young Turks - 2008 Remastered VersionRod Stewart,Rod Stewart,Young Turks - 2008 Remastered Version,"['adult standards', 'mellow gold', 'soft rock']",,,,,,,,,,,,,,,,,
Edge Of TownMiddle Kids,Middle Kids,Edge Of Town,"['australian garage punk', 'australian indie', 'sydney indie']",0nJdcCGiQ1mKKTq8yaUCiH,https://p.scdn.co/mp3-preview/04b1ef1f5bea8b116728fc9a4691598198ef4d0c?cid=b8d3901151d34489a160e3cf0ab1fa94,225400,57,False,0.324,0.788,1,-4.158,1,0.0365,0.0109,0.0008,0.0998,0.236,104.996,4
The ComedownRainbow Kitten Surprise,Rainbow Kitten Surprise,The Comedown,"['indie pop', 'indie rock', 'modern rock', 'stomp and holler']",4FMRToryd5E6dwGPh0hA26,https://p.scdn.co/mp3-preview/fc33546dad113ee0b25d19e25f34c3a9aba69148?cid=b8d3901151d34489a160e3cf0ab1fa94,231266,48,True,0.811,0.546,7,-10.046,1,0.0764,0.287,0.000401,0.116,0.313,115.065,4
A New Level [Explicit]Pantera,Pantera,A New Level [Explicit],"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'wrestling']",,,,,,,,,,,,,,,,,
