UKPRN,Provider name,Country of provider,Domicile,Level of qualification obtained,Mode of former study,Interim study,Age group,Activity,Academic year,Number
10003193,Hugh Baird College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10003200,Hull College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10003270,"Imperial College of Science, Technology and Medicine",England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10007145,University of Gloucestershire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,5
10007146,The University of Greenwich,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,5
10007147,University of Hertfordshire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10007148,The University of Huddersfield,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,5
10007149,The University of Hull,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,5
10007289,Heart of Yorkshire Education Group,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10007825,Guildhall School of Music and Drama,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10007938,TEC Partnership,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10007977,Heart of Worcestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10040812,Harper Adams University,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10002696,Gloucestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,15
10002718,Goldsmiths College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,0
10002743,Grantham College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,5
10002852,Halesowen College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,10
10002899,Harlow College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,5
10003022,Hereford College of Arts,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,0
10003035,Hertford Regional College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,0
10003146,Hopwood Hall College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,0
10003193,Hugh Baird College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,0
10003200,Hull College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,0
10003270,"Imperial College of Science, Technology and Medicine",England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,0
10007145,University of Gloucestershire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,15
10007146,The University of Greenwich,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,10
10007147,University of Hertfordshire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,20
10007148,The University of Huddersfield,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,15
10007149,The University of Hull,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,5
10007289,Heart of Yorkshire Education Group,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,5
10007825,Guildhall School of Music and Drama,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,0
10007938,TEC Partnership,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,10
10007977,Heart of Worcestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,0
10040812,Harper Adams University,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time employment,2021/22,0
10002696,Gloucestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10002718,Goldsmiths College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10002743,Grantham College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10002852,Halesowen College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10002899,Harlow College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10003022,Hereford College of Arts,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10003035,Hertford Regional College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10003146,Hopwood Hall College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10003193,Hugh Baird College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10003200,Hull College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10003270,"Imperial College of Science, Technology and Medicine",England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10007145,University of Gloucestershire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10007146,The University of Greenwich,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10007147,University of Hertfordshire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10007148,The University of Huddersfield,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10007149,The University of Hull,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10007289,Heart of Yorkshire Education Group,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10007825,Guildhall School of Music and Drama,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10007938,TEC Partnership,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10007977,Heart of Worcestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10040812,Harper Adams University,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Part-time further study,2021/22,0
10002696,Gloucestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,65
10002718,Goldsmiths College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,40
10002743,Grantham College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,20
10002852,Halesowen College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,45
10002899,Harlow College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,20
10003022,Hereford College of Arts,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,0
10003035,Hertford Regional College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,15
10003146,Hopwood Hall College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,5
10003193,Hugh Baird College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,10
10003200,Hull College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,5
10003270,"Imperial College of Science, Technology and Medicine",England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,20
10007145,University of Gloucestershire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,150
10007146,The University of Greenwich,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,140
10007147,University of Hertfordshire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,175
10007148,The University of Huddersfield,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,140
10007149,The University of Hull,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,85
10007289,Heart of Yorkshire Education Group,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,50
10007825,Guildhall School of Music and Drama,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,0
10007938,TEC Partnership,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,70
10007977,Heart of Worcestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,30
10040812,Harper Adams University,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total,2021/22,15
10002696,Gloucestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,30
10002718,Goldsmiths College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,25
10002743,Grantham College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,10
10002852,Halesowen College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,25
10002899,Harlow College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,15
10003022,Hereford College of Arts,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,0
10003035,Hertford Regional College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,5
10003146,Hopwood Hall College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,0
10003193,Hugh Baird College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,0
10003200,Hull College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,0
10003270,"Imperial College of Science, Technology and Medicine",England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,10
10007145,University of Gloucestershire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,80
10007146,The University of Greenwich,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,75
10007147,University of Hertfordshire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,90
10007148,The University of Huddersfield,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,70
10007149,The University of Hull,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,45
10007289,Heart of Yorkshire Education Group,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,25
10007825,Guildhall School of Music and Drama,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,0
10007938,TEC Partnership,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,40
10007977,Heart of Worcestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,15
10040812,Harper Adams University,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Total with known outcomes,2021/22,5
10002696,Gloucestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,0
10002718,Goldsmiths College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,5
10002743,Grantham College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,0
10002852,Halesowen College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,5
10002899,Harlow College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,0
10003022,Hereford College of Arts,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,0
10003035,Hertford Regional College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,0
10003146,Hopwood Hall College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,0
10003193,Hugh Baird College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,0
10003200,Hull College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,0
10003270,"Imperial College of Science, Technology and Medicine",England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,0
10007145,University of Gloucestershire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,5
10007146,The University of Greenwich,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,10
10007147,University of Hertfordshire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,10
10007148,The University of Huddersfield,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,5
10007149,The University of Hull,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,5
10007289,Heart of Yorkshire Education Group,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,0
10007825,Guildhall School of Music and Drama,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,0
10007938,TEC Partnership,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,0
10007977,Heart of Worcestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,0
10040812,Harper Adams University,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unemployed,2021/22,0
10002696,Gloucestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10002718,Goldsmiths College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10002743,Grantham College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10002852,Halesowen College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10002899,Harlow College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10003022,Hereford College of Arts,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10003035,Hertford Regional College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10003146,Hopwood Hall College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10003193,Hugh Baird College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10003200,Hull College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10003270,"Imperial College of Science, Technology and Medicine",England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10007145,University of Gloucestershire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10007146,The University of Greenwich,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10007147,University of Hertfordshire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10007148,The University of Huddersfield,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10007149,The University of Hull,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10007289,Heart of Yorkshire Education Group,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10007825,Guildhall School of Music and Drama,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10007938,TEC Partnership,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10007977,Heart of Worcestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10040812,Harper Adams University,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of employment,2021/22,0
10002696,Gloucestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10002718,Goldsmiths College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10002743,Grantham College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10002852,Halesowen College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10002899,Harlow College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10003022,Hereford College of Arts,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10003035,Hertford Regional College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10003146,Hopwood Hall College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10003193,Hugh Baird College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10003200,Hull College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10003270,"Imperial College of Science, Technology and Medicine",England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10007145,University of Gloucestershire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10007146,The University of Greenwich,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10007147,University of Hertfordshire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10007148,The University of Huddersfield,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10007149,The University of Hull,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10007289,Heart of Yorkshire Education Group,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10007825,Guildhall School of Music and Drama,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10007938,TEC Partnership,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10007977,Heart of Worcestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10040812,Harper Adams University,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Unknown pattern of further study,2021/22,0
10002696,Gloucestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10002718,Goldsmiths College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10002743,Grantham College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10002852,Halesowen College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10002899,Harlow College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10003022,Hereford College of Arts,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10003035,Hertford Regional College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10003146,Hopwood Hall College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10003193,Hugh Baird College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10003200,Hull College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10003270,"Imperial College of Science, Technology and Medicine",England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10007145,University of Gloucestershire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10007146,The University of Greenwich,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10007147,University of Hertfordshire,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10007148,The University of Huddersfield,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10007149,The University of Hull,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10007289,Heart of Yorkshire Education Group,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10007825,Guildhall School of Music and Drama,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10007938,TEC Partnership,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10007977,Heart of Worcestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10040812,Harper Adams University,England,UK,Undergraduate,Full-time,Include significant interim study,20 and under,Voluntary or unpaid work,2021/22,0
10002094,"Ealing, Hammersmith & West London College",England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,0
10002696,Gloucestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,5
10002718,Goldsmiths College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,40
10002743,Grantham College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,0
10002852,Halesowen College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,0
10002899,Harlow College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,0
10003022,Hereford College of Arts,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,5
10003035,Hertford Regional College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,0
10003128,Holy Cross College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,0
10003146,Hopwood Hall College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,0
10003193,Hugh Baird College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,0
10003200,Hull College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,0
10003239,ICON College of Technology and Management,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,0
10003270,"Imperial College of Science, Technology and Medicine",England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,70
10007145,University of Gloucestershire,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,55
10007146,The University of Greenwich,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,90
10007147,University of Hertfordshire,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,140
10007148,The University of Huddersfield,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,120
10007149,The University of Hull,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,110
10007289,Heart of Yorkshire Education Group,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,0
10007825,Guildhall School of Music and Drama,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,5
10007938,TEC Partnership,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,5
10007977,Heart of Worcestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,0
10040812,Harper Adams University,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Employment and further study,2021/22,20
10002094,"Ealing, Hammersmith & West London College",England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,0
10002696,Gloucestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,0
10002718,Goldsmiths College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,210
10002743,Grantham College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,0
10002852,Halesowen College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,0
10002899,Harlow College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,0
10003022,Hereford College of Arts,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,20
10003035,Hertford Regional College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,5
10003128,Holy Cross College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,5
10003146,Hopwood Hall College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,0
10003193,Hugh Baird College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,10
10003200,Hull College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,5
10003239,ICON College of Technology and Management,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,5
10003270,"Imperial College of Science, Technology and Medicine",England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,435
10007145,University of Gloucestershire,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,440
10007146,The University of Greenwich,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,550
10007147,University of Hertfordshire,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,880
10007148,The University of Huddersfield,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,765
10007149,The University of Hull,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,505
10007289,Heart of Yorkshire Education Group,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,15
10007825,Guildhall School of Music and Drama,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,30
10007938,TEC Partnership,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,35
10007977,Heart of Worcestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,0
10040812,Harper Adams University,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,260
10002094,"Ealing, Hammersmith & West London College",England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10002696,Gloucestershire College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10002718,Goldsmiths College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,20
10002743,Grantham College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10002852,Halesowen College,England,UK,Undergraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
